"C_EIN"|"C_Org_Name"|"XML_DOCUMENT_ID"|"DIST_RATIO_1"|"DIST_RATIO_2"|"DIST_RATIO_3"|"DIST_RATIO_4"|"DIST_RATIO_5"|"AVG_DIST_RATIO"|"VALUE_NONCHAR_ASSETS"|"ONE_PCT_INV_INC"|"RATIO_PLUS_INV_INC"|"QUAL_DIST_V"|"DIST_RATIO_NONCHAR_ASSETS"
"04-3401318"|"KENNEDY FAMILY FOUNDATION"|"1274623"|"0.1455440000"|"0.1532440000"|"0.1349900000"|"0.1301320000"|"0.2099000000"|"0.154762"|"336451.0000"|"105.0000"|"52175.0000"|"20315.0000"|"52070.0000"
"04-3423462"|"DEDHAM INSTITUTION FOR SAVINGS FOUNDATION 7563-07561015702"|"1274624"|"0.1122610000"|"0.0859300000"|"0.0876690000"|"0.0737020000"|"0.0660000000"|"0.085112"|"2551503.0000"|"1609.0000"|"218773.0000"|"201728.0000"|"217164.0000"
"04-3526188"|"CURVEY FAMILY FOUNDATION"|"1274625"|""|""|""|""|""|""|""|""|""|""|""
"04-3528697"|"THE GRIDLEY FAMILY FOUNDATION"|"1274626"|"0.0465100000"|"0.0223590000"|"0.0318838000"|"0.0295870000"|"0.0575820000"|"0.037575"|"2756115.0000"|"2320.0000"|"105881.0000"|"140511.0000"|"103561.0000"
"04-6018619"|"ALBERT E HALE TUW-E THOMAS ET AL"|"1274627"|"0.0450320000"|"0.0471410000"|"0.0597440000"|"0.0577550000"|"0.0446400000"|"0.050862"|"1253682.0000"|"928.0000"|"64693.0000"|"62017.0000"|"63765.0000"
"04-6039660"|"EDWARD BANGS KELLEY AND ELZA KELLEY FND, INC."|"1274628"|"0.0417640000"|"0.0643900000"|"0.0513300000"|"0.0482350000"|"0.0449370000"|"0.050131"|"4893442.0000"|"5107.0000"|"250420.0000"|"370290.0000"|"245313.0000"
"04-6048472"|"OXFORD FUND INC."|"1274629"|"0.0543530000"|"0.0646430000"|"0.0762920000"|"0.0651530000"|"0.0543680000"|"0.062962"|"1325679.0000"|"664.0000"|"84131.0000"|"68550.0000"|"83467.0000"
"04-6089310"|"GEORGE B. HENDERSON FOUNDATION"|"1274631"|"0.0440640000"|"0.0500780000"|"0.0571080000"|"0.0228260000"|"0.0018140000"|"0.035178"|"7451626.0000"|"3277.0000"|"265410.0000"|"443648.0000"|"262133.0000"
"04-6114436"|"JOSEPH & ESTHER FOSTER FOUNDATION, INC."|"1274632"|"0.0490440000"|"0.0506150000"|"0.0522870000"|"0.0419040000"|"0.0356310000"|"0.045896"|"2721620.0000"|"2443.0000"|"127354.0000"|"132500.0000"|"124911.0000"
"04-6135027"|"CARL & RUTH SHAPIRO FAMILY FOUNDATION"|"1274633"|"0.1957060000"|"0.1491490000"|"0.1284450000"|"0.1344830000"|"0.1385590000"|"0.149268"|"58281563.0000"|"14554.0000"|"8714126.0000"|"12646099.0000"|"8699572.0000"
"04-6153303"|"E. J. CROSS FOUNDATION"|"1274634"|"0.1053000000"|"0.1045000000"|"0.1047000000"|"0.1565000000"|"0.0904000000"|"0.1123"|"511708.0000"|"604.0000"|"58069.0000"|"53325.0000"|"57465.0000"
"04-6209497"|"TRUST U/W/O HERMAN DANA"|"1274635"|"0.0865600000"|"0.0612250000"|"0.0780940000"|"0.0761330000"|"0.0619400000"|"0.07279"|"17789722.0000"|"15499.0000"|"1310413.0000"|"1324621.0000"|"1294914.0000"
"04-6605802"|"THE DAVID AND NATALIE LEDERMAN FOUNDATION"|"1274636"|""|""|""|""|""|""|""|"6.0000"|"6.0000"|"145673.0000"|""
"01-0721940"|"FRED J HARDER FOUNDATION"|"1275438"|"0.0427040000"|"0.0469400000"|"0.0529870000"|"0.0550080000"|"0.0464770000"|"0.048823"|"2636003.0000"|"638.0000"|"129336.0000"|"136598.0000"|"128698.0000"
"01-6077631"|"CAMPBELL E W FOUNDATION TR"|"1275440"|"0.0529060000"|"0.0514160000"|"0.0372750000"|"0.0464660000"|""|"0.047016"|"2166574.0000"|"996.0000"|"102860.0000"|"103606.0000"|"101864.0000"
"01-6080947"|"WILLIAM C. BULLOCK, JR FAMILY FOUNDATION"|"1275441"|"0.0898750000"|"0.0812380000"|"0.0874070000"|"0.0857190000"|"0.0643110000"|"0.08171"|"420044.0000"|"350.0000"|"34672.0000"|"47730.0000"|"34322.0000"
"02-0246187"|"NASHUA HISTORICAL SOCIETY"|"1275443"|"0.0528270000"|"0.0515650000"|"0.0511180000"|"0.0576890000"|"0.0445680000"|"0.051553"|"3757053.0000"|"1749.0000"|"195436.0000"|"202722.0000"|"193687.0000"
"02-0536250"|"THE MATTHEW J & ANNE B SMITH FOUNDATION INC"|"1275444"|"0.0411100000"|"0.0289520000"|"0.0503250000"|"0.0536900000"|"0.0608660000"|"0.046989"|"4657092.0000"|"1360.0000"|"220192.0000"|"161974.0000"|"218832.0000"
"02-6015152"|"ETTA M SHAW TR"|"1275446"|"0.0459090000"|"0.0476240000"|"0.0517430000"|"0.0510850000"|"0.0457140000"|"0.048415"|"2792932.0000"|"1116.0000"|"136336.0000"|"122448.0000"|"135220.0000"
"02-6068307"|"RAYMOND L JENKINS CHARITABLE TR 30350(034)"|"1275447"|"0.0444210000"|"0.0463280000"|"0.0496690000"|"0.0483350000"|"0.0437100000"|"0.046493"|"1990868.0000"|"880.0000"|"93441.0000"|"84494.0000"|"92561.0000"
"03-0433603"|"BANK OF AMERICA, NA"|"1275448"|"0.0518840000"|"0.0466500000"|"0.0466190000"|"0.0420670000"|"0.0816500000"|"0.053774"|"9435410.0000"|"6565.0000"|"513945.0000"|"478555.0000"|"507380.0000"
"03-6007034"|"TRUSTEES OF CHESTER ACADEMY 2726"|"1275449"|"0.0440220000"|"0.0504210000"|"0.0499590000"|"0.0630270000"|"0.0528410000"|"0.052054"|"550479.0000"|"572.0000"|"29227.0000"|"27049.0000"|"28655.0000"
"04-2104012"|"COBURN CHARITABLE SOCIETY, INC"|"1275450"|"0.0235420000"|"0.1023390000"|"0.0391310000"|"0.1014000000"|"0.0371070000"|"0.060704"|"893916.0000"|"233.0000"|"54497.0000"|"45367.0000"|"54264.0000"
"04-2598211"|"GARDINOR-PRUNARET FOUNDATION"|"1275451"|"0.0312100000"|"0.0396610000"|"0.0493150000"|"0.0584940000"|"0.0581340000"|"0.047363"|"6452912.0000"|"4023.0000"|"305629.0000"|"0.0000"|"305629.0000"
"04-2743143"|"THE VANDERBILT FAMILY FOUNDATION"|"1275452"|"0.0643200000"|"0.0489540000"|"0.0631290000"|"0.0756600000"|"0.0424550000"|"0.058904"|"5047807.0000"|"1612.0000"|"298948.0000"|"264606.0000"|"297336.0000"
"04-3190300"|"DR ANTON R FRIED MEMORIAL TRUST"|"1275453"|"0.0595090000"|"0.0682810000"|"0.0684890000"|"0.0635780000"|"0.0574250000"|"0.063456"|"1292634.0000"|"281.0000"|"82306.0000"|"85457.0000"|"82025.0000"
"04-3359500"|"THE DRIFTWOOD CHARITABLE FOUNDATION"|"1275454"|"0.1020880000"|"0.1278310000"|"0.0854140000"|"0.0751690000"|"0.0747800000"|"0.093056"|"1033439.0000"|"1005.0000"|"97173.0000"|"32000.0000"|"96168.0000"
"04-3547221"|"TALBOTS CHARITABLE FOUNDATION, INC"|"1275455"|"0.5000000000"|"1.2500000000"|"4.6200000000"|"4.0900000000"|"1.0800000000"|"2.31"|"329191.0000"|""|"760431.0000"|"244752.0000"|"760431.0000"
"04-6003671"|"HENRY 0. PEABODY SCHOOL FOR GIRLS"|"1275456"|"0.0492580000"|"0.0440190000"|"0.0523530000"|"0.0483660000"|"0.0514000000"|"0.049079"|"3310094.0000"|"931.0000"|"163387.0000"|"164803.0000"|"162456.0000"
"04-6034850"|"LAWRENCE MODEL LODGING HOUSES TRUST DONALD VAUGHAN, ET AL, TRUSTEE"|"1275457"|"0.0483720000"|"0.0423790000"|"0.0450280000"|"0.0695440000"|"0.0446310000"|"0.049991"|"1152800.0000"|"631.0000"|"58261.0000"|"62000.0000"|"57630.0000"
"04-6056367"|"ASSOCIATION FOR THE RELIEF OF AGED WOMEN OF NEW BEDFORD"|"1275459"|"0.0588820000"|"0.0533940000"|"0.0530910000"|"0.0575300000"|"0.0591670000"|"0.056413"|"15843291.0000"|"12713.0000"|"906481.0000"|"974646.0000"|"893768.0000"
"04-6385523"|"ELIZABETH KILLAM RODGERS TR U/W #0713941"|"1275460"|"0.7894500000"|"0.0220540000"|"0.0307890000"|"0.0880680000"|"0.0515130000"|"0.196375"|"2172989.0000"|"0.0000"|"426721.0000"|"1808237.0000"|"426721.0000"
"04-6822881"|"ALTURAS ENDOWMENT"|"1275461"|"0.0871250000"|"0.0550600000"|"0.0791820000"|"0.0576010000"|"0.0318700000"|"0.062168"|"2194541.0000"|"599.0000"|"137029.0000"|"91880.0000"|"136430.0000"
"04-6918010"|"THE ALFRED BERNHARD JACOBSEN TRUST OF 1996, GLENN H. ROWLEY, TRUSTEE"|"1275462"|"0.0456490000"|"0.0430780000"|"0.0573870000"|"0.0595330000"|"0.0482300000"|"0.050775"|"2370749.0000"|"5121.0000"|"125496.0000"|"112063.0000"|"120375.0000"
"01-0387404"|"Elmina B. Sewall Foundation"|"1275717"|"0.4613400000"|"0.0402480000"|"0.0504720000"|"0.0522480000"|"0.0499760000"|""|""|""|""|""|""
"01-0391038"|"Rosscare"|"1275718"|"10.3073450000"|"9.4994580000"|"11.0175090000"|"9.4490310000"|"15.0689450000"|""|""|""|""|""|""
"01-0519446"|"Great Bay Foundation"|"1275719"|"0.0601210000"|"0.0678480000"|"0.1652830000"|"0.1108330000"|"0.0952220000"|""|""|""|""|""|""
"04-2104272"|"HAHNEMANN HOSPITAL"|"1275720"|"0.2106120000"|"0.2693280000"|"0.4450400000"|"0.1263780000"|"0.1813400000"|""|""|""|""|""|""
"04-2670055"|"HAROLD AND JANICE COHEN FOUNDATION"|"1275721"|"0.1419930000"|"0.1491960000"|"0.1349260000"|"0.0969210000"|"0.0922320000"|""|""|""|""|""|""
"04-2751060"|"BERTRAM A AND RONALD M DRUKER CHARITABLE FOUNDATION"|"1275722"|"0.0639300000"|"0.0686020000"|"0.0438420000"|"0.0678530000"|"0.0438560000"|""|""|""|""|""|""
"04-6407797"|"WILLIAM P. WHARTON TRUST U/W ART. 2(D)"|"1275724"|"0.0477040000"|"0.0503990000"|"0.0550840000"|"0.0465140000"|"0.0426900000"|""|""|""|""|""|""
"04-6893292"|"JSJN CHILDREN'S CHARITABLE TRUST (F/K/A WEBSTER CHARITABLE TRUST)"|"1275725"|"0.1217770000"|"0.1070340000"|"0.2707810000"|"0.1894680000"|"0.2133890000"|""|""|""|""|""|""
"01-0211792"|"Lewiston-Auburn Children's Home"|"1275850"|"0.0417000000"|"0.0447000000"|"0.0473000000"|"0.0639000000"|"0.0599000000"|"0.0515"|"370547.0000"|"45.0000"|"19128.0000"|"16475.0000"|"19083.0000"
"01-0556235"|"The Neuhauser Family Foundation, Inc."|"1275852"|"0.4487550000"|"0.4019350000"|"0.2860810000"|"0.1820190000"|"0.0162510000"|"0.267008"|"189287.0000"|""|"50541.0000"|"84044.0000"|"50541.0000"
"01-6177361"|"HERBERT S. AND ELEANORE L. HOWARD CHARITABLE FOUNDATION"|"1275853"|""|""|""|""|""|""|""|""|""|""|""
"02-0497577"|"HNH FOUNDATION, INC."|"1275854"|"0.0484550000"|"0.0455310000"|"0.0432860000"|"0.0613900000"|"0.0519470000"|"0.050122"|"22004361.0000"|"4803.0000"|"1107706.0000"|"1042545.0000"|"1102903.0000"
"02-0709433"|"The Vincent Dowling Family Foundation Inc"|"1275855"|"0.6498590000"|"0.6996060000"|"0.1518400000"|"0.1653720000"|"0.2955990000"|"0.392455"|"5658448.0000"|"10984.0000"|"2231670.0000"|"68099.0000"|"2220686.0000"
"02-0760235"|"THE ELLIE & LES HAYT FAMILY FOUNDATION"|"1275856"|"0.0524500000"|"0.0662540000"|"0.0915220000"|"0.0464740000"|"0.0332740000"|"0.057995"|"1043354.0000"|"2085.0000"|"62594.0000"|"73521.0000"|"60509.0000"
"03-0373845"|"Donato J Tramuto Foundation"|"1275857"|""|""|""|""|""|""|"0.0000"|""|"0.0000"|"47224.0000"|""
"03-0533192"|"LIFE TIME FITNESS FOUNDATION"|"1275858"|"0.1724000000"|"5.4845710000"|"9.8899500000"|"9.2330300000"|"10.9547650000"|"7.146943"|"746152.0000"|"0.0000"|"5332706.0000"|"361930.0000"|"5332706.0000"
"04-3105942"|"CLEMENTI FAMILY CHARITABLE TRUST"|"1275859"|"0.0450240000"|"0.0562860000"|"0.0570410000"|"0.0488960000"|"0.0561330000"|"0.052676"|"3718859.0000"|"1203.0000"|"197098.0000"|"200892.0000"|"195895.0000"
"04-3213639"|"THE TODD AND DEBORAH KRASNOW FOUNDATION"|"1275860"|"0.0795630000"|"0.0618910000"|"0.0949790000"|"0.1167740000"|"0.1073200000"|"0.092105"|"1394359.0000"|"707.0000"|"129134.0000"|"136727.0000"|"128427.0000"
"04-3414102"|"WILLIAM LOWELL PUTNAM PRIZE FUND FOR THE PROMOTION OF SCHOLARSHIP"|"1275861"|"0.0668250000"|"0.0602910000"|"0.0578080000"|"0.0493540000"|"0.0174270000"|"0.050341"|"9586656.0000"|"8441.0000"|"491043.0000"|"596922.0000"|"482602.0000"
"04-6705444"|"CHELONIAN RESEARCH FOUNDATION"|"1275862"|"0.6377550000"|"0.9247160000"|"0.9454340000"|"0.9829930000"|"0.8410100000"|"0.866382"|"211415.0000"|"3.0000"|"183169.0000"|"208905.0000"|"183166.0000"
"04-6836265"|"J. IRVING & JANE L. ENGLAND CHARITABLE TRUST,A. MOLLOY & F. RUSSELL,CO-TRUSTEES"|"1275863"|"0.0523580000"|"0.0509760000"|"0.0508820000"|"0.0508620000"|"0.0477040000"|"0.050556"|"4029866.0000"|"1435.0000"|"205169.0000"|"216459.0000"|"203734.0000"
"01-6010161"|"WILLIAM FARWELL TRUST U/W 10 -101160026720"|"1276396"|"0.0484950000"|"0.0432000000"|"0.0324550000"|"0.0461860000"|""|"0.042584"|"1419158.0000"|"971.0000"|"61404.0000"|"130013.0000"|"60433.0000"
"01-6128257"|"JAMES JACKSON TRUST 10 -101200051000"|"1276397"|"0.0412490000"|"0.1035150000"|"0.0316990000"|"0.0516360000"|"0.0547880000"|"0.056577"|"1576424.0000"|"832.0000"|"90021.0000"|"50538.0000"|"89189.0000"
"02-0406835"|"NASH FOUNDATION, INC."|"1276398"|"0.0410610000"|"0.0430320000"|"0.0538710000"|"0.0512620000"|"0.0790470000"|"0.053655"|"601073.0000"|"174.0000"|"32425.0000"|"22300.0000"|"32251.0000"
"02-0499456"|"Salem Community Benefits, Inc."|"1276399"|"0.4351760000"|"0.0859620000"|"0.0418280000"|"0.5781940000"|"0.0223870000"|"0.232709"|"138794.0000"|"2.0000"|"32301.0000"|"139075.0000"|"32299.0000"
"03-0179439"|"WARNER HOME FOR LITTLE WANDERERS"|"1276400"|"0.0763870000"|"0.0744720000"|"0.0704230000"|"0.0709230000"|"0.0565780000"|"0.069757"|"2008008.0000"|"476.0000"|"140549.0000"|"112010.0000"|"140073.0000"
"04-2660275"|"ROBERTA M CHILDS CHARITABLE FOUNDATION"|"1276401"|"0.0321690000"|"0.0528230000"|"0.0438260000"|"0.0476520000"|"0.0519810000"|"0.04569"|"7438756.0000"|"2207.0000"|"342091.0000"|"2500.0000"|"339884.0000"
"04-3375373"|"MORSE MARTHA FOUNDATION C.S. MARSHALL ESQ. TRUSTEE"|"1276402"|"0.0622310000"|"0.0418020000"|"0.0546390000"|"0.0619750000"|"0.0478420000"|"0.053698"|"2507541.0000"|"1566.0000"|"136216.0000"|"143118.0000"|"134650.0000"
"04-3663738"|"DONALD D. ROGERS FOUNDATION INC."|"1276403"|"0.0646320000"|"0.1364840000"|"0.1254730000"|"0.0786830000"|"0.0989780000"|"0.10085"|"214435.0000"|"78.0000"|"21704.0000"|"13500.0000"|"21626.0000"
"04-6029538"|"SOPHIA F ROMERO T/U/W"|"1276404"|"0.0346260000"|"0.0420570000"|"0.0401000000"|"0.0542940000"|"0.0544340000"|"0.045102"|"2597145.0000"|"2120.0000"|"119256.0000"|"105260.0000"|"117136.0000"
"04-3251269"|"DUNN FAMILY CHARITABLE FOUNDATION"|"1276729"|"0.0463360000"|"0.0510640000"|"0.0428690000"|"0.0483100000"|"0.0444780000"|""|""|""|""|""|""
"04-3449084"|"CHARLES FAMILY CHARITABLE FOUNDATION"|"1276730"|"0.0500990000"|"0.0177520000"|"0.0396730000"|"0.0149420000"|"0.0149180000"|""|""|""|""|""|""
"04-3536784"|"BEN & KATE TAYLOR CHARITABLE FOUNDATION BEN & KATE TAYLOR, TRUSTEES"|"1276731"|"0.0720620000"|"0.0698020000"|"0.0703920000"|"0.0641100000"|"0.0533870000"|""|""|""|""|""|""
"04-6044784"|"ROSENFELD MAX C TR U/WILL"|"1276733"|"0.0645100000"|"0.0652910000"|"0.0510360000"|"0.0509060000"|"0.0746360000"|""|""|""|""|""|""
"01-6115928"|"STANDISH LAWRENCE SCHOLARSHIP TW 10 - 101160020340"|"1276826"|"0.0274850000"|"0.0142810000"|"0.0361760000"|"0.0330010000"|"0.0548780000"|""|""|""|""|""|""
"01-0744075"|"Networks, Electronic Commerce and Telecommunications Institute"|"1276847"|""|""|""|""|""|""|""|""|""|""|""
"02-0268498"|"GOULDER FAMILY FOUNDATION"|"1276848"|""|""|""|""|""|""|""|""|""|""|""
"04-6876731"|"HENRY SALVATORI FAMILY FOUNDATION"|"1276850"|"0.0430710000"|"0.0482520000"|"0.0620950000"|"0.0435310000"|"0.0495550000"|"0.049301"|"2080422.0000"|"1738.0000"|"104305.0000"|"70500.0000"|"102567.0000"
"01-0247548"|"Clarence E. Mulford Trust"|"1276980"|"0.0489000000"|"0.0461000000"|"0.0485000000"|"0.0484000000"|"0.0491000000"|"0.0482"|"10103315.0000"|"5516.0000"|"492496.0000"|"494064.0000"|"486980.0000"
"01-0623055"|"The Pindaros Foundation, Inc."|"1276981"|"0.1959490000"|"0.0683680000"|"0.0519510000"|"0.0332090000"|"0.0000040000"|"0.069896"|"48461127.0000"|"0.0000"|"3387239.0000"|"180500.0000"|"3387239.0000"
"02-6115326"|"The Bagan Foundation"|"1276984"|"0.0450340000"|"0.0388850000"|"0.0787170000"|"0.0606370000"|"0.0443470000"|"0.53524"|"363500.0000"|"437.0000"|"18612.0000"|"18007.0000"|"18175.0000"
"03-0498860"|"GARVY FAMILY FOUNDATION"|"1276986"|"0.2669400000"|"0.3528990000"|"0.2396150000"|"0.4873280000"|"0.0865680000"|"0.28667"|"915562.0000"|"96.0000"|"262560.0000"|"266683.0000"|"262464.0000"
"03-0547269"|"THE SYKORA FAMILY CHARITABLE FOUNDATION"|"1276987"|"0.0504930000"|"0.0685710000"|"0.0602510000"|"0.0405490000"|"0.0864070000"|"0.061254"|"1275734.0000"|"291.0000"|"78435.0000"|"60950.0000"|"78144.0000"
"03-0575808"|"WEISFELD FAMILY FOUNDATION INC"|"1276988"|"1.3939600000"|"1.7086370000"|"5.4993510000"|"2.6293030000"|"2.5150710000"|"2.749264"|"143355.0000"|"2.0000"|"394123.0000"|"477370.0000"|"394121.0000"
"04-2103762"|"CONCORD'S HOME FOR THE AGED, INC."|"1276989"|""|""|""|""|""|""|""|""|""|""|""
"04-2178056"|"LUCRETIA PRENTISS BAILEY TRUST OF MASSACHUSETTS"|"1276990"|""|""|""|""|""|""|""|""|""|""|""
"04-3416831"|"THE STEIN FAMILY FOUNDATION, INC."|"1276993"|"0.0556000000"|"0.0352000000"|"0.0530000000"|"0.0544000000"|"0.0554000000"|"0.0507"|"1331358.0000"|"639.0000"|"68139.0000"|"75650.0000"|"67500.0000"
"04-3506575"|"JANCI FOUNDATION"|"1276994"|"6.7001310000"|"5.8379120000"|"6.4697400000"|"7.3056690000"|"8.9788420000"|"7.058459"|"39422.0000"|"0.0000"|"278259.0000"|"188178.0000"|"278259.0000"
"04-6032206"|"J Loring Brooks Foundation"|"1276996"|"0.0461000000"|"0.0544000000"|"0.0576000000"|"0.0526000000"|"0.0506000000"|"0.0523"|"408984.0000"|"238.0000"|"21638.0000"|""|"21400.0000"
"04-6060702"|"JOHN MCELANEY TRUST U/W FBO TOWN OF AVON"|"1276997"|"0.0422690000"|"0.0426330000"|"0.0444970000"|"0.0637340000"|"0.0427100000"|"0.047169"|"270053.0000"|"54.0000"|"12792.0000"|"15010.0000"|"12738.0000"
"04-6107990"|"THE CHARLOTTE HOME"|"1276999"|"0.0429080000"|"0.0466030000"|"0.0510390000"|"0.0447920000"|"0.0501620000"|"0.047101"|"1183017.0000"|"976.0000"|"56697.0000"|"54393.0000"|"55721.0000"
"04-6691795"|"ROGER K. BERLE CHARITABLE TRUST"|"1277001"|"0.0918870000"|"0.0538540000"|"0.0596960000"|"0.0445440000"|"0.0507530000"|"0.060147"|"1108721.0000"|"3255.0000"|"69941.0000"|"120764.0000"|"66686.0000"
"01-0679061"|"SMF FOUNDATION"|"1277490"|""|""|""|""|""|""|""|""|""|""|""
"01-0761416"|"HORMEL FOODS CORPORATION CHARITABLE TRUST"|"1277491"|"0.9596000000"|"1.6276000000"|"7.8814000000"|"8.2162000000"|"20.9257000000"|"7.9221"|"1142530.0000"|""|"9051237.0000"|"1454079.0000"|"9051237.0000"
"01-6011506"|"ROBERT W. BELKNAP, MD, FREE BED FUND"|"1277492"|"0.0653200000"|"0.0548300000"|"0.0622400000"|"0.0464200000"|"0.0447800000"|"0.05472"|"234847.0000"|"36.0000"|"12887.0000"|"14227.0000"|"12851.0000"
"02-0433248"|"NH FOOD INDUSTRIES EDUCATION FOUNDATION"|"1277493"|"0.2557940000"|"0.2294090000"|"0.1832810000"|"0.1666340000"|"0.1255430000"|"0.192132"|"210882.0000"|"62.0000"|"40579.0000"|"54000.0000"|"40517.0000"
"02-6005559"|"COIT HOUSE"|"1277494"|"0.0510070000"|"0.0491470000"|"0.0540200000"|"0.0562420000"|"0.0476640000"|"0.051616"|"1163155.0000"|"369.0000"|"60406.0000"|"58000.0000"|"60037.0000"
"02-6152617"|"THE ALBERT T. QUON CHARITABLE TRUST"|"1277495"|"0.0495000000"|"0.0469000000"|"0.0547000000"|"0.0529000000"|"0.0474000000"|"0.0503"|"1625995.0000"|"433.0000"|"82221.0000"|"75945.0000"|"81788.0000"
"03-0405567"|"HUMANITARIAN ORGANIZATION OF THE WORLD"|"1277496"|"0.0826050000"|"0.0868380000"|"0.0572910000"|"0.0582240000"|"0.0345810000"|"0.063908"|"939714.0000"|"249.0000"|"60304.0000"|"90000.0000"|"60055.0000"
"03-0564464"|"BENJAMIN & BETTINA VAN CLEAVE CHARITABLE FOUNDATION"|"1277498"|"0.0757000000"|"0.0852000000"|"0.1040000000"|"0.0558000000"|"0.1045000000"|"0.085"|"349065.0000"|"94.0000"|"29764.0000"|"29138.0000"|"29670.0000"
"03-0603732"|"MOMS, THE FUND FOR MOTHERS WITH CHILDREN, INC"|"1277499"|""|""|""|""|""|""|""|""|""|""|""
"04-2104686"|"MALDEN INDUSTRIAL AID SOCIETY"|"1277501"|"0.0582340000"|"0.0534450000"|"0.0550050000"|"0.0591070000"|"0.0555420000"|"0.056267"|"979602.0000"|"852.0000"|"55971.0000"|"55772.0000"|"55119.0000"
"04-2866532"|"DARTHEA MORROW T/U/A"|"1277502"|"0.0403280000"|"0.0505670000"|"0.0598500000"|"0.0545730000"|"0.0438170000"|"0.049827"|"1023484.0000"|"1014.0000"|"52011.0000"|"52236.0000"|"50997.0000"
"04-3342405"|"SALEM FIVE CHARITABLE FOUNDATION, INC."|"1277503"|"0.3993580000"|"0.4872720000"|"0.2750040000"|"0.3561540000"|"0.2896040000"|"0.361478"|"615810.0000"|"5212.0000"|"227814.0000"|"348829.0000"|"222602.0000"
"04-3366804"|"TRITON FOUNDATION"|"1277504"|"0.0490000000"|"0.0490000000"|"0.0563000000"|"0.0582000000"|"0.0517000000"|"0.05284"|"1246748.0000"|"789.0000"|"66667.0000"|"63500.0000"|"65878.0000"
"04-3370159"|"MERRIMACK COUNTY SAVINGS BANK FDTN"|"1277505"|"0.0456120000"|"0.0448340000"|"0.0572610000"|"0.0406290000"|"0.0487630000"|"0.04742"|"1013919.0000"|"822.0000"|"48902.0000"|"48575.0000"|"48080.0000"
"04-3370164"|"THE SAVINGS BANK CHARITABLE FOUNDATION, INC F/K/A TSB CHARITABLE FOUNDATION INC"|"1277506"|"0.0566860000"|"0.0636820000"|"0.0593770000"|"0.0599900000"|"0.0562100000"|"0.059189"|"433827.0000"|"156.0000"|"25834.0000"|"24138.0000"|"25678.0000"
"04-3424944"|"The Edward J Urban Foundation"|"1277507"|"0.0528380000"|"0.0435930000"|"0.0460890000"|"0.0445930000"|"0.0511670000"|"0.047656"|"1636772.0000"|"565.0000"|"78567.0000"|"100081.0000"|"78002.0000"
"04-3468419"|"EDNAH HORNER CHARITABLE FOUNDATION EASTERN BANK, TRUSTEE"|"1277509"|"0.0553080000"|"0.0571190000"|"0.0579280000"|"0.0503720000"|"0.0460920000"|"0.053364"|"628215.0000"|"472.0000"|"33996.0000"|"34924.0000"|"33524.0000"
"04-3581030"|"Gray Lady Foundation, Inc"|"1277510"|"0.0485230000"|"0.0744750000"|"0.0000000000"|"0.0000000000"|"0.0000000000"|"0.03075"|""|"0.0000"|"0.0000"|"0.0000"|""
"04-3617275"|"RUTH S. WILLOUGHBY FOUNDATION"|"1277511"|"3.6634450000"|"4.3591050000"|"0.1788280000"|"0.1171920000"|"0.2484950000"|"1.713413"|"77783.0000"|"1735.0000"|"135009.0000"|"519506.0000"|"133274.0000"
"04-6016107"|"MILTON L. WILLIAMS TRUST UW EASTERN BANK TRUSTEE"|"1277512"|"0.0533730000"|"0.0591440000"|"0.0606580000"|"0.0477990000"|"0.0505860000"|"0.054312"|"351204.0000"|"284.0000"|"19359.0000"|"20126.0000"|"19075.0000"
"04-6017836"|"Orville W Forte Charitable Foundation Inc"|"1277513"|"0.0509480000"|"0.0479340000"|"0.0497340000"|"0.0532280000"|"0.0487090000"|"0.050111"|"3371855.0000"|"1715.0000"|"170682.0000"|"148704.0000"|"168967.0000"
"04-6018698"|"HENRIETTA F DEXTER TUW-DEXTER CH"|"1277514"|"0.0328680000"|"0.0532330000"|"0.0457740000"|"0.0670120000"|"0.0360320000"|"0.046984"|"13659239.0000"|"3915.0000"|"645681.0000"|"412308.0000"|"641766.0000"
"04-6027727"|"FANNIE B. PRATT U/W CLAUSE NO. 31"|"1277516"|"0.0594970000"|"0.0444740000"|"0.0696440000"|"0.0636480000"|"0.0546660000"|"0.058386"|"880148.0000"|"625.0000"|"52013.0000"|"49873.0000"|"51388.0000"
"04-6136011"|"JAMES B CORCORAN"|"1277518"|"0.0594370000"|"0.0655770000"|"0.0740140000"|"0.0680440000"|""|"0.066768"|"1777710.0000"|"1300.0000"|"119994.0000"|"108339.0000"|"118694.0000"
"04-6624586"|"THE SUMNER L. & ESTHER M. FELDBERG FOUNDATION"|"1277522"|"0.2000270000"|"0.2233490000"|"0.1175140000"|"0.1198140000"|"0.1557420000"|"0.163289"|"564770.0000"|"240.0000"|"92461.0000"|"119705.0000"|"92221.0000"
"04-6835621"|"PAUL AND JOANNE EGERMAN FAMILY CHARITABLE FOUNDATION"|"1277523"|"0.0326420000"|"0.0414640000"|"0.0852270000"|"0.6504260000"|"0.3991410000"|"0.24178"|"9729802.0000"|"3832.0000"|"2356304.0000"|"165500.0000"|"2352472.0000"
"04-6868099"|"THE MORSE FOUNDATION"|"1277524"|"0.1322810000"|"0.2449410000"|"2.9871680000"|"2.4431530000"|"1.0667760000"|"1.374864"|"1034615.0000"|"1525.0000"|"1423980.0000"|"196900.0000"|"1422455.0000"
