"C_EIN"|"C_Org_Name"|"XML_DOCUMENT_ID"|"EFILE"|"ORGNAME"|"PERIOD_BEGIN"|"PERIOD_END"|"CO_ATTN"|"STREET"|"SUITE"|"CITY"|"STATE"|"COUNTRY"|"ZIP"|"PHONE"|"TYPE"|"FAIR_MARKET_VALUE"|"last_modified"|"TERMINATED_CBX"|"FINAL_RETURN_CBX"|"INIT_RET_CBX"|"INITIAL_RETURN_FORMER_PC"|"CHANGE_ADDRESS_CBX"|"CHANGE_NAME_CBX"
"04-6772317"|"LEBLANG CHARITABLE FOUNDATION DAVID B LEBLANG TRUSTEE"|"1120547"|"Y"|"LEBLANG CHARITABLE FOUNDATION DAVID B LEBLANG TRUSTEE"|"12/1/2011 12:00:00 AM"|"11/30/2012 12:00:00 AM"|""|"24 OXBOW ROAD"|""|"WAYLAND"|"MA"|"USA"|"01778-1106"|"508-358-5594"|"F"|"551609.0000"|"11/4/2013 9:06:39 PM"|""|""|""|""|""|""
"04-2747025"|"HARRY L BRADLEY JR CHARITABLE FUND"|"1121712"|"N"|"HARRY L BRADLEY JR CHARITABLE FUND"|"7/1/2011 12:00:00 AM"|"6/30/2012 12:00:00 AM"|"RJ MORRISSEY"|"ONE INTERNATIONAL PL, 32ND FL"|""|"BOSTON"|"MA"|"USA"|"02110"|"617-345-4500"|"F"|"141458385.0000"|"11/5/2013 9:05:41 PM"|""|""|""|""|""|""
"04-2940520"|"The Cornerstone Foundation"|"1121713"|"N"|"The Cornerstone Foundation"|"11/1/2011 12:00:00 AM"|"10/31/2012 12:00:00 AM"|""|"8475 S. Wildcat St."|""|"Highlands Ranch"|"CO"|"USA"|"80126"|"303-854-4145"|"F"|"11179.0000"|"11/5/2013 9:05:44 PM"|""|""|""|""|""|""
"04-6016303"|"ELISHA V. ASHTON TRUST U/W"|"1121714"|"N"|"ELISHA V. ASHTON TRUST U/W"|"11/1/2011 12:00:00 AM"|"10/31/2012 12:00:00 AM"|""|"CHOATE LLP PO BOX 961019"|""|"BOSTON"|"MA"|"USA"|"02196"|"617-248-4760"|"F"|"15658387.0000"|"11/5/2013 9:05:46 PM"|""|""|""|""|""|""
"04-6040535"|"TRUSTEES OF THE PUTNAM FREE SCHOOL"|"1121715"|"Y"|"TRUSTEES OF THE PUTNAM FREE SCHOOL"|"11/1/2011 12:00:00 AM"|"10/31/2012 12:00:00 AM"|""|"PO BOX 562"|""|"NEWBURYPORT"|"MA"|"USA"|"01950"|"978-356-3600"|"F"|"1581020.0000"|"11/5/2013 9:05:48 PM"|""|""|""|""|""|""
"04-6646727"|"ALBERT FLEMING INSURANCE TR"|"1121717"|"N"|"ALBERT FLEMING INSURANCE TR"|"11/1/2011 12:00:00 AM"|"10/31/2012 12:00:00 AM"|""|"SILVER BRIDGE 255 STATE ST, 6TH FL"|""|"BOSTON"|"MA"|"USA"|"02109-2167"|"617-502-9433"|"F"|"375832.0000"|"11/5/2013 9:05:52 PM"|""|""|""|""|""|""
"01-0546160"|"Redco Foundation Inc"|"1122603"|"Y"|"Redco Foundation Inc"|"11/1/2011 12:00:00 AM"|"10/31/2012 12:00:00 AM"|"Baker Newman Noyes"|"PO Box 507"|""|"Portland"|"ME"|"USA"|"04112"|"207-879-2100"|"F"|"4166565.0000"|"11/6/2013 9:05:02 PM"|""|""|""|""|""|""
"01-0632263"|"WHITE LILY FOUNDATION"|"1122604"|"N"|"WHITE LILY FOUNDATION"|"12/1/2011 12:00:00 AM"|"11/30/2012 12:00:00 AM"|""|"P O BOX 1802"|""|"PROVIDENCE"|"RI"|"USA"|"02901-1802"|"888-866-3275"|"F"|"805627.0000"|"11/6/2013 9:05:05 PM"|""|""|""|""|""|""
"02-0241739"|"SCOTT-FARRAR HOME"|"1122605"|"N"|"SCOTT-FARRAR HOME"|"11/1/2011 12:00:00 AM"|"10/31/2012 12:00:00 AM"|""|"11 ELM STREET"|""|"PETERBOROUGH"|"NE"|"USA"|"03458"|"603-924-3691"|"F"|"9197501.0000"|"11/6/2013 9:05:12 PM"|""|""|""|""|""|""
"04-2104767"|"THE PEABODY FOUNDATION INC"|"1122606"|"Y"|"THE PEABODY FOUNDATION INC"|"10/1/2011 12:00:00 AM"|"9/30/2012 12:00:00 AM"|"BETHANY M WOODS LLC"|"101 FEDERAL STREET"|"19"|"BOSTON"|"MA"|"USA"|"02110"|"617-261-8543"|"F"|"19630411.0000"|"11/6/2013 9:05:15 PM"|""|""|""|""|""|""
"04-3360241"|"LUCY A COOLEDGE"|"1122607"|"N"|"LUCY A COOLEDGE"|"11/1/2011 12:00:00 AM"|"10/31/2012 12:00:00 AM"|""|"P O BOX 1802"|""|"PROVIDENCE"|"RI"|"USA"|"02901-1802"|"888-866-3275"|"T"|"2001018.0000"|"11/6/2013 9:05:17 PM"|""|""|""|""|""|""
"04-6044767"|"DOUGLAS & ISABELLE CROCKER FOUNDATION"|"1122608"|"N"|"DOUGLAS & ISABELLE CROCKER FOUNDATION"|"12/1/2011 12:00:00 AM"|"11/30/2012 12:00:00 AM"|"MARTIN CONNORS, JR."|"780 MAIN ST"|""|"FITCHBURG"|"MA"|"USA"|"01420"|""|"F"|"1829670.0000"|"11/6/2013 9:05:19 PM"|""|""|""|""|""|""
"04-6050139"|"FP Worthen Foundation"|"1122609"|"Y"|"FP Worthen Foundation"|"5/1/2011 12:00:00 AM"|"4/30/2012 12:00:00 AM"|""|"3 East Spit Brook Road"|""|"Nashua"|"NH"|"USA"|"03060"|"603-888-5443"|"F"|"1152134.0000"|"11/6/2013 9:05:21 PM"|""|""|""|""|""|""
"01-0265587"|"HIGHER EDUCATION ASSISTANCE FOUNDATION"|"1123359"|"Y"|"HIGHER EDUCATION ASSISTANCE FOUNDATION"|"10/1/2011 12:00:00 AM"|"9/30/2012 12:00:00 AM"|""|"CO Marc Owen, 489 Congress Street Third Floor"|""|"Portland"|"ME"|"USA"|"04101"|"207-791-8404"|"F"|"247702.0000"|"11/7/2013 9:08:02 PM"|""|""|""|""|""|""
"01-0463183"|"Schiavi Family Foundation"|"1123360"|"Y"|"Schiavi Family Foundation"|"8/1/2011 12:00:00 AM"|"7/31/2012 12:00:00 AM"|"Schiavi Enterprises"|"985 Main St"|""|"Oxford"|"ME"|"USA"|"04270"|"207-743-7747"|"F"|"4450848.0000"|"11/7/2013 9:08:04 PM"|""|""|""|""|""|""
"02-0512290"|"ENDOWMENT FOR HEALTH, INC."|"1123361"|"N"|"ENDOWMENT FOR HEALTH, INC."|"10/1/2011 12:00:00 AM"|"9/30/2012 12:00:00 AM"|""|"14 SOUTH STREET"|""|"CONCORD"|"NH"|"USA"|"03301"|"603-228-2448"|"F"|"78514274.0000"|"11/7/2013 9:08:05 PM"|""|""|""|""|""|""
"04-3107591"|"HAROLD S. AND ANNA S. ULLIAN CHARITABLE FOUNDATION"|"1123362"|"N"|"HAROLD S. AND ANNA S. ULLIAN CHARITABLE FOUNDATION"|"11/1/2011 12:00:00 AM"|"10/31/2012 12:00:00 AM"|""|"800 BOYLSTON STREET"|"33RD F"|"BOSTON"|"MA"|"USA"|"02199"|"617-973-6203"|"F"|"2768443.0000"|"11/7/2013 9:08:07 PM"|""|""|""|""|""|""
"04-3293593"|"The Albert and Judith Goldberg Foundation"|"1123363"|"Y"|"The Albert and Judith Goldberg Foundation"|"7/1/2011 12:00:00 AM"|"6/30/2012 12:00:00 AM"|"HARVEY E GOLDBERG"|"180 Pleasant st LLC 209 West C"|""|"NATICK"|"MA"|"USA"|"01760-3716"|""|"F"|"1712614.0000"|"11/7/2013 9:08:09 PM"|""|""|""|""|""|""
"04-3340591"|"THE RUETTGERS FAMILY CHARIT FOUNDATION"|"1123364"|"Y"|"THE RUETTGERS FAMILY CHARIT FOUNDATION"|"10/1/2011 12:00:00 AM"|"9/30/2012 12:00:00 AM"|"MARTINA FRANGIS ATLANTIC TRUST"|"100 FEDERAL STREET 37TH FLOOR"|""|"BOSTON"|"MA"|"USA"|"02110"|"617-357-9600"|"F"|"25022470.0000"|"11/7/2013 9:08:11 PM"|""|""|""|""|""|""
"04-3397681"|"TOWARDS SUSTAINABILITY FOUNDATION"|"1123365"|"N"|"TOWARDS SUSTAINABILITY FOUNDATION"|"10/1/2011 12:00:00 AM"|"9/30/2012 12:00:00 AM"|"David Olaksen"|"Eastern Bank, 265 Franklin Street"|""|"Boston"|"MA"|"USA"|"02110-3120"|"617-295-0632"|"F"|"11588014.0000"|"11/7/2013 9:08:12 PM"|""|""|""|""|""|""
"04-6097390"|"JOHN CHANY RESIDUARY CL UW"|"1123366"|"N"|"JOHN CHANY RESIDUARY CL UW"|"10/1/2011 12:00:00 AM"|"9/30/2012 12:00:00 AM"|""|"P O BOX 1802"|""|"PROVIDENCE"|"RI"|"USA"|"02901-1802"|"888-860-3275"|"F"|"1305575.0000"|"11/7/2013 9:08:14 PM"|""|""|""|""|""|""
"04-6111693"|"MORGAN-WORCESTER, INC"|"1123367"|"N"|"MORGAN-WORCESTER, INC"|"10/1/2011 12:00:00 AM"|"9/30/2012 12:00:00 AM"|""|"P O BOX 20193"|""|"WORCESTER"|"MA"|"USA"|"01602"|"508-755-2444"|"F"|""|"11/7/2013 9:08:16 PM"|""|""|""|""|""|""
"04-3489966"|"THE FRANCES LEAR FOUNDATION"|"1124448"|"N"|"THE FRANCES LEAR FOUNDATION"|"1/1/2011 12:00:00 AM"|"12/31/2011 12:00:00 AM"|"O'CONNOR DAVIES MUNNS & DOBBINS, LLP"|"60 EAST 42ND STREET"|""|"NEW YORK"|"NY"|"USA"|"10165-3698"|"212-286-2600"|"F"|"9405014.0000"|"11/11/2013 9:06:15 PM"|""|""|""|""|""|""
"01-0566453"|"THE B Z FOUNDATION"|"1124455"|"N"|"THE B Z FOUNDATION"|"12/1/2011 12:00:00 AM"|"11/30/2012 12:00:00 AM"|""|"1455 E. 15TH ST."|""|"BROOKLYN"|"NY"|"USA"|"11230"|"718-336-9502"|"F"|"167.0000"|"11/11/2013 9:06:41 PM"|""|""|""|""|""|""
"03-0363251"|"STOWE SWIMMERS FOUNDATION LTD, D/B/A THE SWIMMING HOLE"|"1124456"|"N"|"STOWE SWIMMERS FOUNDATION LTD, D/B/A THE SWIMMING HOLE"|"6/1/2011 12:00:00 AM"|"5/31/2012 12:00:00 AM"|""|"80 INDUSTRIAL AVENUE"|""|"BURLINGTON"|"VT"|"USA"|"05401"|"802-862-4500"|"F"|"6364325.0000"|"11/11/2013 9:06:43 PM"|""|""|""|""|""|""
"03-0569654"|"THE HIGGINS FAMILY CHARITABLE FOUNDATION"|"1124457"|"N"|"THE HIGGINS FAMILY CHARITABLE FOUNDATION"|"7/1/2011 12:00:00 AM"|"6/30/2012 12:00:00 AM"|"BANK OF AMERICA, N.A."|"P.O. BOX 831041"|""|"DALLAS"|"TX"|"USA"|"75283-1041"|"800-357-7094"|"F"|"10019153.0000"|"11/11/2013 9:06:45 PM"|""|""|""|""|""|""
"04-2105854"|"WORLD PEACE FOUNDATION"|"1124458"|"Y"|"WORLD PEACE FOUNDATION"|"7/1/2011 12:00:00 AM"|"6/30/2012 12:00:00 AM"|""|"169 HOLLAND STREET"|"209"|"SOMERVILLE"|"MA"|"USA"|"02144"|"617-627-2255"|"F"|"17817711.0000"|"11/11/2013 9:06:47 PM"|""|""|""|""|""|""
"04-2944189"|"McLane/Harper Charitable Foundation Inc"|"1124459"|"N"|"McLane/Harper Charitable Foundation Inc"|"12/1/2011 12:00:00 AM"|"11/30/2012 12:00:00 AM"|"P. Andrews McLane"|"200 Clarendon St"|"56th Floor"|"Boston"|"MA"|"USA"|"02116"|"617-574-6700"|"F"|"24467689.0000"|"11/11/2013 9:06:49 PM"|""|""|""|""|""|""
"04-2947276"|"KATZ FAMILY FOUNDATION (F/K/A SPRINGHOUSE FOUNDATION)"|"1124460"|"N"|"KATZ FAMILY FOUNDATION (F/K/A SPRINGHOUSE FOUNDATION)"|"12/1/2011 12:00:00 AM"|"11/30/2012 12:00:00 AM"|""|"409 SUMMIT AVENUE"|""|"MILL VALLEY"|"CA"|"USA"|"94941"|"415-381-4800"|"F"|"2318347.0000"|"11/11/2013 9:06:50 PM"|""|""|""|""|""|""
"04-3340270"|"PEMBERTON FAMILY FOUNDATION"|"1124461"|"N"|"PEMBERTON FAMILY FOUNDATION"|"7/1/2011 12:00:00 AM"|"6/30/2012 12:00:00 AM"|""|"125 WIANNO AVENUE, P.O. BOX 370"|""|"OSTERVILLE"|"MA"|"USA"|"02655-1906"|"508-420-5405"|"F"|"1745648.0000"|"11/11/2013 9:06:52 PM"|""|""|""|""|""|""
"04-6035480"|"SHERBORN WIDOWS AND ORPHANS BENEVOLENT SOCIETY"|"1124462"|"N"|"SHERBORN WIDOWS AND ORPHANS BENEVOLENT SOCIETY"|"10/1/2011 12:00:00 AM"|"9/30/2012 12:00:00 AM"|"JUDITH MULDOON"|"11 MAPLE STREET"|""|"SHERBORN"|"MA"|"USA"|"01770"|"508-655-4209"|"F"|"332987.0000"|"11/11/2013 9:06:54 PM"|""|""|""|""|""|""
"02-0514457"|"AMY E. TARRANT FOUNDATION INC."|"1125096"|"N"|"AMY E. TARRANT FOUNDATION INC."|"1/1/2011 12:00:00 AM"|"12/31/2011 12:00:00 AM"|""|"12750 WEST HIGHWAY 40"|""|"OCALA"|"FL"|"USA"|"34481"|""|"F"|"13263842.0000"|"11/12/2013 9:04:36 PM"|""|""|""|""|""|""
"01-0212437"|"MCARTHUR HOME FOR AGED PEOPLE ASSN."|"1125099"|"N"|"MCARTHUR HOME FOR AGED PEOPLE ASSN."|"11/1/2011 12:00:00 AM"|"10/31/2012 12:00:00 AM"|""|"292 ELM STREET"|""|"BIDDEFORD"|"ME"|"USA"|"04005"|"207-283-3412"|"F"|"7242464.0000"|"11/12/2013 9:04:43 PM"|""|""|""|""|""|""
"01-6035550"|"EDWARD P CLARK MEMORIAL TR 10 -101230022400"|"1125198"|"N"|"EDWARD P CLARK MEMORIAL TR 10 -101230022400"|"9/1/2011 12:00:00 AM"|"8/31/2012 12:00:00 AM"|""|"KEYBANK, 4900 TIEDEMAN OH-01-49-0150"|""|"BROOKLYN"|"OH"|"USA"|"44144-2302"|"207-623-5624"|"F"|"7150962.0000"|"11/14/2013 9:05:29 PM"|""|""|""|""|""|""
"04-2947391"|"THE C JEAN & MYLES MCDONOUGH CHARITABLE FOUNDATION"|"1125199"|"N"|"THE C JEAN & MYLES MCDONOUGH CHARITABLE FOUNDATION"|"12/1/2011 12:00:00 AM"|"11/30/2012 12:00:00 AM"|""|"8 WESTWOOD DRIVE"|""|"WORCESTER"|"MA"|"USA"|"01609"|"508-791-0901"|"F"|"2178914.0000"|"11/14/2013 9:05:30 PM"|""|""|""|""|""|""
"04-3619122"|"THE SPENCE FAMILY FOUNDATION"|"1125200"|"N"|"THE SPENCE FAMILY FOUNDATION"|"12/1/2011 12:00:00 AM"|"11/30/2012 12:00:00 AM"|""|"100 N 27TH ST"|"305"|"BILLINGS"|"MT"|"USA"|"59101-2090"|"406-245-9424"|"F"|"597066.0000"|"11/14/2013 9:05:32 PM"|""|""|""|""|""|""
"04-6046756"|"ROWLAND FOUNDATION"|"1125201"|"N"|"ROWLAND FOUNDATION"|"12/1/2011 12:00:00 AM"|"11/30/2012 12:00:00 AM"|"DICICCO, GULMAN & COMPANY LLP"|"150 PRESIDENTIAL WAY"|"510"|"WOBURN"|"MA"|"USA"|"01801"|"781-937-5300"|"F"|"29477242.0000"|"11/14/2013 9:05:34 PM"|""|""|""|""|""|""
"04-6053295"|"LOUIS E WOLFSON FOUNDATION"|"1125202"|"Y"|"LOUIS E WOLFSON FOUNDATION"|"7/1/2011 12:00:00 AM"|"6/30/2012 12:00:00 AM"|"PAUL BISHOP ESQUIRE GILMORE REES"|"70 WALNUT STREET"|""|"WELLESLEY"|"MA"|"USA"|"02481"|"617-431-9788"|"F"|"16634017.0000"|"11/14/2013 9:05:35 PM"|""|""|""|""|""|""
"04-6714542"|"V. EUGENE & ROSALIE DEFREITAS CHAR FDN EASTERN BANK, TRUSTEE"|"1125203"|"N"|"V. EUGENE & ROSALIE DEFREITAS CHAR FDN EASTERN BANK, TRUSTEE"|"12/1/2011 12:00:00 AM"|"11/30/2012 12:00:00 AM"|""|"605 BROADWAY LF 42"|""|"SAUGUS"|"MA"|"USA"|"01906"|"781-581-4211"|"F"|"9457530.0000"|"11/14/2013 9:05:37 PM"|""|""|""|""|""|""
"01-6007111"|"CLOVER C CLARK MEMORIAL TR 10 -101230022380"|"1125374"|"N"|"CLOVER C CLARK MEMORIAL TR 10 -101230022380"|"9/1/2011 12:00:00 AM"|"8/31/2012 12:00:00 AM"|""|"KEYBANK 4900 TIEDEMAN RD. OH-01-49-0150"|""|"BROOKLYN"|"OH"|"USA"|"44144-2302"|"207-623-5624"|"F"|"2182523.0000"|"11/15/2013 9:05:14 PM"|""|""|""|""|""|""
"04-3342111"|"Frank and Brinna Sands Foundation"|"1125375"|"N"|"Frank and Brinna Sands Foundation"|"12/1/2011 12:00:00 AM"|"11/30/2012 12:00:00 AM"|"Conrad Reining"|"319 Cadwell Road"|""|"E. Thetford"|"VT"|"USA"|"05043"|"802-785-2838"|"F"|"1988941.0000"|"11/15/2013 9:05:16 PM"|""|""|""|""|""|""
"04-3191009"|"HIRSH FAMILY FOUNDATION"|"1132341"|"Y"|"HIRSH FAMILY FOUNDATION"|"12/1/2011 12:00:00 AM"|"11/30/2012 12:00:00 AM"|""|"PO BOX 1501 NJ2-130-03-31"|""|"PENNINGTON"|"NJ"|"USA"|"08534-1501"|"609-274-6834"|"F"|"4320049.0000"|"12/10/2013 9:04:56 PM"|""|""|""|""|""|""
"04-3410822"|"WILLIAM N & BERNICE E BUMPUS FOUNDATION"|"1132855"|"N"|"WILLIAM N & BERNICE E BUMPUS FOUNDATION"|"2/1/2011 12:00:00 AM"|"1/31/2012 12:00:00 AM"|"BRIAN W MONNICH TRUSTEE"|"60 STATE STREET"|""|"BOSTON"|"MA"|"USA"|"02109"|"617-336-0701"|"F"|"10353350.0000"|"12/12/2013 9:05:32 PM"|""|""|""|""|""|""
"04-3183600"|"STRIDE RITE PHILANTHROPIC FOUNDATION, INC."|"1132898"|"N"|"STRIDE RITE PHILANTHROPIC FOUNDATION, INC."|"10/1/2011 12:00:00 AM"|"9/30/2012 12:00:00 AM"|""|"191 SPRING STREET"|""|"LEXINGTON"|"MA"|"USA"|"02420"|"617-824-6000"|"F"|"899800.0000"|"12/12/2013 9:06:42 PM"|""|""|""|""|""|""
"01-0789717"|"THE ANGELL FOUNDAITON"|"1133347"|"N"|"THE ANGELL FOUNDAITON"|"7/1/2011 12:00:00 AM"|"6/30/2012 12:00:00 AM"|""|"10880 WILSHIRE BLVD."|"920"|"LOS ANGELES"|"CA"|"USA"|"90024"|"310-475-9700"|"F"|"120630604.0000"|"12/16/2013 9:06:47 PM"|""|""|""|""|""|""
"04-2111410"|"THE AGED AND INFIRM WOMEN"|"1133348"|"N"|"THE AGED AND INFIRM WOMEN"|"10/1/2011 12:00:00 AM"|"9/30/2012 12:00:00 AM"|""|"349 N MAIN ST"|""|"RANDOLPH"|"MA"|"USA"|"02368"|"781-963-5039"|"F"|"6144685.0000"|"12/16/2013 9:07:04 PM"|""|""|""|""|""|""
"04-6133810"|"KARGMAN CHARITABLE & EDUCATIONAL FOUNDATION INC"|"1133349"|"Y"|"KARGMAN CHARITABLE & EDUCATIONAL FOUNDATION INC"|"6/1/2011 12:00:00 AM"|"5/31/2012 12:00:00 AM"|""|"151 TREMONT STREET"|"PH"|"BOSTON"|"MA"|"USA"|"02111"|"617-423-7000"|"F"|"2658043.0000"|"12/16/2013 9:07:05 PM"|""|""|""|""|""|""
"04-2687384"|"CLIPPER SHIP FOUNDATION, INC."|"1133420"|"N"|"CLIPPER SHIP FOUNDATION, INC."|"11/1/2011 12:00:00 AM"|"10/31/2012 12:00:00 AM"|""|"77 SUMMER STREET, 8TH FL"|""|"BOSTON"|"MA"|"USA"|"02110"|"617-426-7080"|"F"|"25024838.0000"|"12/16/2013 9:08:28 PM"|""|""|""|""|""|""
"01-6010608"|"BANGOR FUEL SOCIETY"|"1186668"|"N"|"BANGOR FUEL SOCIETY"|"11/1/2011 12:00:00 AM"|"10/31/2012 12:00:00 AM"|""|"EATON PEABODY - PO BOX 1210"|""|"BANGOR"|"ME"|"USA"|"04402-1210"|""|"F"|"843476.0000"|"12/25/2013 9:12:24 PM"|""|""|""|""|""|""
"02-6011388"|"PUTNAM FOUNDATION"|"1186669"|"N"|"PUTNAM FOUNDATION"|"11/1/2011 12:00:00 AM"|"10/31/2012 12:00:00 AM"|""|"PO BOX 323, 20 CENTRAL SQUARE, 2ND FL"|""|"KEENE"|"NH"|"USA"|"03431"|"603-352-2448"|"F"|"30221683.0000"|"12/25/2013 9:12:26 PM"|""|""|""|""|""|""
"03-0410199"|"Praise Him Ministries, Inc."|"1186670"|"N"|"Praise Him Ministries, Inc."|"7/1/2011 12:00:00 AM"|"6/30/2012 12:00:00 AM"|""|"120 Redcliff Drive"|""|"Ridgway"|"CO"|"USA"|"81432"|"970-626-5243"|"F"|"2608400.0000"|"12/25/2013 9:12:42 PM"|""|""|""|""|""|""
"01-0548602"|"SHEPARD'S CORNERSTONE FOUNDATION,INC"|"1186769"|"N"|"SHEPARD'S CORNERSTONE FOUNDATION,INC"|"10/1/2011 12:00:00 AM"|"9/30/2012 12:00:00 AM"|"WOLLIN"|"124 PROSPECT ST"|""|"RIDGEWOOD"|"NJ"|"USA"|"07450"|"212-785-2610"|"F"|"742608.0000"|"12/25/2013 9:20:57 PM"|""|""|""|""|""|""
"04-2738800"|"COSTAS AND MARY MALIOTIS CHARITABLE FOUNDATION-1981"|"1186778"|"N"|"COSTAS AND MARY MALIOTIS CHARITABLE FOUNDATION-1981"|"8/1/2011 12:00:00 AM"|"7/31/2012 12:00:00 AM"|""|"PO BOX 1143"|""|"JAMAICA PLAIN"|"MA"|"USA"|"02130"|""|"T"|"0.0000"|"12/25/2013 9:20:59 PM"|""|""|""|""|""|""
"04-6068512"|"TW & EG BERENSON CHARITABLE FOUNDATION"|"1186781"|"N"|"TW & EG BERENSON CHARITABLE FOUNDATION"|"12/1/2011 12:00:00 AM"|"11/30/2012 12:00:00 AM"|"GOULSTON & STORRS"|"400 ATLANTIC AVE"|"401"|"BOSTON"|"MA"|"USA"|"02110"|"617-482-1776"|"F"|"7263963.0000"|"12/25/2013 9:21:00 PM"|""|""|""|""|""|""
"04-6131903"|"WALNUT HILL FOUNDATION"|"1186782"|"N"|"WALNUT HILL FOUNDATION"|"9/1/2011 12:00:00 AM"|"8/31/2012 12:00:00 AM"|"BURKE DENNEHY & CO."|"101 ARCH STREE"|""|"BOSTON"|"MA"|"USA"|"02110"|"617-542-7722"|"F"|"465384.0000"|"12/25/2013 9:21:02 PM"|""|""|""|""|""|""
"04-3602929"|"AND TECHNOLOGY EDUCATION CENTER, INC."|"1187581"|"N"|"AND TECHNOLOGY EDUCATION CENTER, INC."|"7/1/2011 12:00:00 AM"|"6/30/2012 12:00:00 AM"|""|"P.O. BOX 13901"|""|"RESEARCH TRIANGLE PARK"|"NC"|"USA"|"27709-3901"|"919-991-5100"|"F"|"551267.0000"|"12/27/2013 9:04:50 PM"|""|""|""|""|""|""
"04-3402936"|"THE WATTS FAMILY FOUNDATION"|"1191832"|"N"|"THE WATTS FAMILY FOUNDATION"|"7/1/2011 12:00:00 AM"|"6/30/2012 12:00:00 AM"|"BESSEMER TRUST"|"630 FIFTH AVE"|"3425"|"NEW YORK"|"NY"|"USA"|"10111"|"212-708-9216"|"F"|"7062513.0000"|"12/30/2013 9:04:03 PM"|""|""|""|""|""|""
"04-6014333"|"THE FRED HARRIS DANIELS FOUNDATION"|"1191833"|"N"|"THE FRED HARRIS DANIELS FOUNDATION"|"11/1/2011 12:00:00 AM"|"10/31/2012 12:00:00 AM"|""|"P.O. BOX 1802"|""|"PROVIDENCE"|"RI"|"USA"|"02901-1802"|"888-866-3275"|"F"|"18913351.0000"|"12/30/2013 9:04:05 PM"|""|""|""|""|""|""
"04-2864138"|"TECHNICAL TRAINING FOUNDATION"|"1227199"|"N"|"TECHNICAL TRAINING FOUNDATION"|"9/1/2011 12:00:00 AM"|"8/31/2012 12:00:00 AM"|""|"1429 OSGOOD STREET"|""|"NORTH ANDOVER"|"MA"|"USA"|"01845"|"978-685-1553"|"F"|"63946000.0000"|"1/10/2014 9:08:10 PM"|""|""|""|""|""|""
"04-6037725"|"GEORGE HARRINGTON TRUST U/W"|"1227308"|"N"|"GEORGE HARRINGTON TRUST U/W"|"9/1/2011 12:00:00 AM"|"8/31/2012 12:00:00 AM"|""|"CHOATE HALL & STEWART LLP TWO INT'L PL"|""|"BOSTON"|"MA"|"USA"|"02110"|"617-248-4760"|"T"|"3798510.0000"|"1/13/2014 9:09:10 PM"|""|""|""|""|""|""
"04-2275506"|"SERVICE CENTER OF GREATER LAWRENCE, INC"|"1227438"|"N"|"SERVICE CENTER OF GREATER LAWRENCE, INC"|"10/1/2011 12:00:00 AM"|"9/30/2012 12:00:00 AM"|""|"P.O. BOX 4221"|""|"ANDOVER"|"MA"|"USA"|"01810-4221"|"978-463-9242"|"F"|"221616.0000"|"1/20/2014 9:04:09 PM"|""|""|""|""|""|""
"04-2659411"|"ROSSE FAMILY CHARITABLE FOUNDATION, INC."|"1227439"|"N"|"ROSSE FAMILY CHARITABLE FOUNDATION, INC."|"12/1/2011 12:00:00 AM"|"11/30/2012 12:00:00 AM"|"ROSSE ENT."|"10 SPEEN ST. 4TH FL"|""|"FRAMINGHAM"|"MA"|"USA"|"01701"|"508-270-5270"|"F"|"8563944.0000"|"1/20/2014 9:04:11 PM"|""|""|""|""|""|""
"04-6242439"|"OSCAR J. GEORGE TRUST"|"1229570"|"N"|"OSCAR J. GEORGE TRUST"|"9/1/2011 12:00:00 AM"|"8/31/2012 12:00:00 AM"|""|"62 PLEASANT STREET"|""|"LACONIA"|"NH"|"USA"|"03246"|"603-527-3232"|"F"|"2213531.0000"|"1/21/2014 9:08:51 PM"|""|""|""|""|""|""
"02-0560941"|"NAUGATUCK VALLEY MEDICAL SCHOLARSHIP FUND, INC"|"1255915"|"N"|"NAUGATUCK VALLEY MEDICAL SCHOLARSHIP FUND, INC"|"1/1/2012 12:00:00 AM"|"12/31/2012 12:00:00 AM"|""|"31 JENICK LANE"|""|"WOODBRIDGE"|"CT"|"USA"|"06525"|"203-397-0471"|"F"|""|"3/3/2014 9:13:02 PM"|""|""|""|""|""|""
"04-6397711"|"MAHONEY FOR ST PATRICK'S MANOR"|"1255941"|"N"|"MAHONEY FOR ST PATRICK'S MANOR"|"1/1/2012 12:00:00 AM"|"12/31/2012 12:00:00 AM"|""|"P O BOX 1802"|""|"PROVIDENCE"|"RI"|"USA"|"02901-1802"|"888-866-3275"|"F"|"1748195.0000"|"3/3/2014 9:16:12 PM"|""|""|""|""|""|""
"04-3493343"|"THE CHARLOTTE FOUNDATION INC."|"1260077"|"N"|"THE CHARLOTTE FOUNDATION INC."|"1/1/2011 12:00:00 AM"|"12/31/2011 12:00:00 AM"|"THORNE"|"1100 MASSACHUSETTS AVE"|"2ND FL"|"CAMBRIDGE"|"MA"|"USA"|"02138"|"617-868-1910"|"F"|"2138337.0000"|"2/24/2014 9:05:37 PM"|""|""|""|""|""|""
"02-0759145"|"DOWNEY-SHORT FOUNDATION"|"1260079"|"N"|"DOWNEY-SHORT FOUNDATION"|"7/1/2011 12:00:00 AM"|"6/30/2012 12:00:00 AM"|""|"23 BROOKLINE"|""|"ALISO VIEJO"|"CA"|"USA"|"92656"|"949-474-0900"|"F"|"4199149.0000"|"2/24/2014 9:06:01 PM"|""|""|""|""|""|""
