"C_EIN"|"C_Org_Name"|"approved_grant_id"|"XML_DOCUMENT_ID"|"ORGNAME"|"CITY"|"STATE"|"COUNTRY"|"AMOUNT"
"04-6037391"|"WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND"|"213543"|"1325698"|"United Community and Family Services, Inc."|"Norwich"|"CT"|"USA"|"0.0000"
"04-6037391"|"WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND"|"213544"|"1325698"|"United Community and Family Services, Inc."|"Norwich"|"CT"|"USA"|"25000.0000"
"04-6037391"|"WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND"|"213545"|"1325698"|"United Community and Family Services, Inc."|"Norwich"|"CT"|"USA"|"6579.0000"
"04-6037391"|"WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND"|"213546"|"1325698"|"United Way of Central and Northeastern Connecticut"|"Hartford"|"CT"|"USA"|"0.0000"
"04-6037391"|"WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND"|"213547"|"1325698"|"United Way of Central and Northeastern Connecticut"|"Hartford"|"CT"|"USA"|"0.0000"
"04-6037391"|"WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND"|"213548"|"1325698"|"United Way of Central and Northeastern Connecticut"|"Hartford"|"CT"|"USA"|"0.0000"
"04-6037391"|"WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND"|"213549"|"1325698"|"United Way of Central and Northeastern Connecticut"|"Hartford"|"CT"|"USA"|"0.0000"
"04-6037391"|"WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND"|"213550"|"1325698"|"United Way of Central and Northeastern Connecticut"|"Hartford"|"CT"|"USA"|"6579.0000"
"04-6037391"|"WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND"|"213551"|"1325698"|"United Way of Central and Northeastern Connecticut"|"Hartford"|"CT"|"USA"|"8158.0000"
"04-6037391"|"WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND"|"213552"|"1325698"|"United Way of Coastal Fairfield"|"Bridgeport"|"CT"|"USA"|"0.0000"
"04-6037391"|"WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND"|"213553"|"1325698"|"United Way of Coastal Fairfield"|"Bridgeport"|"CT"|"USA"|"25000.0000"
"04-6037391"|"WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND"|"213554"|"1325698"|"United Way of Coastal Fairfield"|"Bridgeport"|"CT"|"USA"|"8158.0000"
"04-6037391"|"WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND"|"213555"|"1325698"|"United Way of Greater New Haven"|"New Haven"|"CT"|"USA"|"0.0000"
"04-6037391"|"WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND"|"213556"|"1325698"|"United Way of Greater New Haven"|"New Haven"|"CT"|"USA"|"25000.0000"
"04-6037391"|"WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND"|"213557"|"1325698"|"United Way of Greater New Haven"|"New Haven"|"CT"|"USA"|"13158.0000"
"04-6037391"|"WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND"|"213558"|"1325698"|"United Way of Greater New Haven"|"New Haven"|"CT"|"USA"|"6579.0000"
"04-6037391"|"WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND"|"213559"|"1325698"|"United Way of Greater Waterbury"|"Waterbury"|"CT"|"USA"|"0.0000"
"04-6037391"|"WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND"|"213560"|"1325698"|"United Way of Greater Waterbury"|"Waterbury"|"CT"|"USA"|"0.0000"
"04-6037391"|"WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND"|"213561"|"1325698"|"United Way of Greater Waterbury"|"Waterbury"|"CT"|"USA"|"8158.0000"
"04-6037391"|"WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND"|"213562"|"1325698"|"United Way of Greenwich"|"Greenwich"|"CT"|"USA"|"4615.0000"
"04-6037391"|"WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND"|"213563"|"1325698"|"United Way of Milford"|"Milford"|"CT"|"USA"|"0.0000"
"04-6037391"|"WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND"|"213564"|"1325698"|"United Way of Milford"|"Milford"|"CT"|"USA"|"3750.0000"
"04-6037391"|"WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND"|"213565"|"1325698"|"United Way of Naugatuck and Beacon Falls, Inc."|"Naugatuck"|"CT"|"USA"|"0.0000"
"04-6037391"|"WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND"|"213566"|"1325698"|"United Way of Naugatuck and Beacon Falls, Inc."|"Naugatuck"|"CT"|"USA"|"6579.0000"
"04-6037391"|"WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND"|"213567"|"1325698"|"United Way of West Central Connecticut, Inc."|"Bristol"|"CT"|"USA"|"0.0000"
"04-6037391"|"WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND"|"213568"|"1325698"|"United Way of West Central Connecticut, Inc."|"Bristol"|"CT"|"USA"|"0.0000"
"04-6037391"|"WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND"|"213569"|"1325698"|"United Way of West Central Connecticut, Inc."|"Bristol"|"CT"|"USA"|"6579.0000"
"04-6037391"|"WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND"|"213570"|"1325698"|"United Way of West Central Connecticut, Inc."|"Bristol"|"CT"|"USA"|"0.0000"
"04-6037391"|"WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND"|"213571"|"1325698"|"United Way of Western Connecticut"|"Danbury"|"CT"|"USA"|"0.0000"
"04-6037391"|"WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND"|"213572"|"1325698"|"United Way of Western Connecticut"|"Danbury"|"CT"|"USA"|"0.0000"
"04-6037391"|"WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND"|"213573"|"1325698"|"United Way of Western Connecticut"|"Danbury"|"CT"|"USA"|"0.0000"
"04-6037391"|"WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND"|"213574"|"1325698"|"United Way of Western Connecticut"|"Danbury"|"CT"|"USA"|"1393.0000"
"04-6037391"|"WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND"|"213575"|"1325698"|"University of Hartford College of Education, Nursing, and Health Professions"|"West Hartford"|"CT"|"USA"|"16000.0000"
"04-6037391"|"WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND"|"213576"|"1325698"|"University of Hartford College of Education, Nursing, and Health Professions"|"West Hartford"|"CT"|"USA"|"30000.0000"
"04-6037391"|"WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND"|"213577"|"1325698"|"Valley United Way"|"Shelton"|"CT"|"USA"|"0.0000"
"04-6037391"|"WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND"|"213578"|"1325698"|"Valley United Way"|"Shelton"|"CT"|"USA"|"0.0000"
"04-6037391"|"WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND"|"213579"|"1325698"|"Valley United Way"|"Shelton"|"CT"|"USA"|"6579.0000"
"04-6037391"|"WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND"|"213580"|"1325698"|"Valley United Way"|"Shelton"|"CT"|"USA"|"5000.0000"
"04-6037391"|"WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND"|"213581"|"1325698"|"Varick Center for Empowerment, Inc."|"New Haven"|"CT"|"USA"|"0.0000"
"04-6037391"|"WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND"|"213582"|"1325698"|"West Haven Community House Assoc. Inc."|"West Haven"|"CT"|"USA"|"5000.0000"
"04-6037391"|"WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND"|"213583"|"1325698"|"Western Connecticut State University"|"Danbury"|"CT"|"USA"|"15000.0000"
"04-6037391"|"WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND"|"213584"|"1325698"|"Windham Regional Community Council, Inc."|"Willimantic"|"CT"|"USA"|"0.0000"
"04-6037391"|"WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND"|"213585"|"1325698"|"Windham Regional Community Council, Inc."|"Willimantic"|"CT"|"USA"|"5000.0000"
"04-6037391"|"WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND"|"213586"|"1325698"|"Winsted Area Child Care Center, Inc."|"Winsted"|"CT"|"USA"|"0.0000"
"04-6037391"|"WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND"|"213587"|"1325698"|"Winsted Area Child Care Center, Inc."|"Winsted"|"CT"|"USA"|"0.0000"
"04-6037391"|"WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND"|"213588"|"1325698"|"Winsted Area Child Care Center, Inc."|"Winsted"|"CT"|"USA"|"6579.0000"
"04-6037391"|"WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND"|"213589"|"1325698"|"WSHU National Public Radio"|"Fairfield"|"CT"|"USA"|"0.0000"
"04-6037391"|"WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND"|"213590"|"1325698"|"Yale University"|"New Haven"|"CT"|"USA"|"10000.0000"
"04-6037391"|"WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND"|"213591"|"1325698"|"YMCA of Greater Hartford"|"West Hartford"|"CT"|"USA"|"0.0000"
"04-6037391"|"WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND"|"213592"|"1325698"|"YMCA of Greater Hartford"|"West Hartford"|"CT"|"USA"|"12527.0000"
"04-6037391"|"WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND"|"213593"|"1325698"|"Young Audiences Arts for Learning"|"Hamden"|"CT"|"USA"|"0.0000"
"02-0562020"|"JOHN & AMY GRIFFIN FOUNDATION"|"214633"|"1332648"|"MCINTIRE BLUE RIDGE LEADERSHIP FELLOWS UNIVERSITY OF VIRGINIA ROUSS & ROBERTSON HALLS"|"CHARLOTTESVILLE"|"VA"|"USA"|"4000000.0000"
"02-0562020"|"JOHN & AMY GRIFFIN FOUNDATION"|"214634"|"1332648"|"KIPP NY, INC"|"NEW YORK"|"NY"|"USA"|"5000000.0000"
"02-0562020"|"JOHN & AMY GRIFFIN FOUNDATION"|"214635"|"1332648"|"ENTERTAINMENT INDUSTRY FOUNDATION"|"LOS ANGELES"|"CA"|"USA"|"50000.0000"
"03-0503425"|"Illinois Children's Healthcare Foundation"|"214653"|"1332744"|"Chicago Children's Advocacy Center"|"Chicago"|"IL"|"USA"|"250000.0000"
"03-0503425"|"Illinois Children's Healthcare Foundation"|"214654"|"1332744"|"NAMI of DuPage County Illinois"|"Wheaton"|"IL"|"USA"|"10000.0000"
"03-0503425"|"Illinois Children's Healthcare Foundation"|"214655"|"1332744"|"Southern Illinois Healthcare Foundation"|"Sauget"|"IL"|"USA"|"285000.0000"
"04-3536335"|"MASSIAH FOUNDATION, INC."|"214656"|"1332768"|"MIT"|""|""|"USA"|"13669143.0000"
"04-6579815"|"BARR FOUNDATION"|"214657"|"1332786"|"ALL GRANTS APPROVED FOR"|""|""|"USA"|""
"01-0956020"|"AND COMPETITION IN HEALTHCARE"|"215521"|"1334607"|"Joint Commission"|""|""|"USA"|"125000.0000"
"01-0956020"|"AND COMPETITION IN HEALTHCARE"|"215522"|"1334607"|"Children's Hospital Boston"|""|""|"USA"|"100000.0000"
"01-0956020"|"AND COMPETITION IN HEALTHCARE"|"215523"|"1334607"|"Chapman"|""|""|"USA"|"800000.0000"
"01-0956020"|"AND COMPETITION IN HEALTHCARE"|"215524"|"1334607"|"Newborn Foundation"|""|""|"USA"|"60000.0000"
"01-0956020"|"AND COMPETITION IN HEALTHCARE"|"215525"|"1334607"|"Tiyatien Health"|""|""|"USA"|"20108.0000"
"04-6223350"|"GEORGE & BEATRICE SHERMAN FAMILY CHARITABLE TRUST"|"215695"|"1335255"|"COMBINED JEWISH PHILANTHROPIES OF GREATER BOSTON INC"|"BOSTON"|"MA"|"USA"|"32000.0000"
"04-6556188"|"C. F. ADAMS CHARITABLE TRUST"|"215697"|"1335338"|"Adolescent Consultation Services Inc"|"Cambridge"|"MA"|"USA"|"10000.0000"
"04-6556188"|"C. F. ADAMS CHARITABLE TRUST"|"215698"|"1335338"|"Cobscook Community Learning Center"|"Trescott"|"ME"|"USA"|"70000.0000"
"04-6556188"|"C. F. ADAMS CHARITABLE TRUST"|"215699"|"1335338"|"Downeast Coastal Conservancy"|"Machias"|"ME"|"USA"|"25000.0000"
"04-6556188"|"C. F. ADAMS CHARITABLE TRUST"|"215700"|"1335338"|"Eastport Arts Center"|"Eastport"|"ME"|"USA"|"25000.0000"
"04-6556188"|"C. F. ADAMS CHARITABLE TRUST"|"215701"|"1335338"|"Express Yourself"|"Peabody"|"MA"|"USA"|"37500.0000"
"04-6556188"|"C. F. ADAMS CHARITABLE TRUST"|"215702"|"1335338"|"Hand In Hand Mano En Mano"|"Milbridge"|"ME"|"USA"|"30000.0000"
"04-6556188"|"C. F. ADAMS CHARITABLE TRUST"|"215703"|"1335338"|"Health Law Advocates, Inc"|"Boston"|"MA"|"USA"|"25000.0000"
"04-6556188"|"C. F. ADAMS CHARITABLE TRUST"|"215704"|"1335338"|"Massachusetts ADvocates for Children, Inc"|"Boston"|"MA"|"USA"|"50000.0000"
"04-6556188"|"C. F. ADAMS CHARITABLE TRUST"|"215705"|"1335338"|"Penobscot East Resource Center, Inc"|"Stonington"|"ME"|"USA"|"40000.0000"
"04-6556188"|"C. F. ADAMS CHARITABLE TRUST"|"215706"|"1335338"|"Woods Hole Oceanographic Institution"|"Woods Hole"|"MA"|"USA"|"40000.0000"
"02-0550210"|"THE JAY PRITZKER FOUNDATION"|"216488"|"1335793"|"CALIFORNIA FILM INSTITUTE"|"SAN RAFAEL"|"CA"|"USA"|"50000.0000"
"02-0550210"|"THE JAY PRITZKER FOUNDATION"|"216489"|"1335793"|"THE COOPER UNION"|"NEW YORK"|"NY"|"USA"|"75000.0000"
"02-0550210"|"THE JAY PRITZKER FOUNDATION"|"216490"|"1335793"|"BROWN UNIVERSITY"|"PROVIDENCE"|"RI"|"USA"|"150000.0000"
"02-0550210"|"THE JAY PRITZKER FOUNDATION"|"216491"|"1335793"|"SAN FRANCISCO JAZZ ORGANIZATION"|"SAN FRANCISCO"|"CA"|"USA"|"500000.0000"
"02-0550210"|"THE JAY PRITZKER FOUNDATION"|"216492"|"1335793"|"DARTMOUTH COLLEGE"|"HANOVER"|"NH"|"USA"|"150000.0000"
"02-0550210"|"THE JAY PRITZKER FOUNDATION"|"216493"|"1335793"|"CENTER FOR CUBAN STUDIES"|"NEW YORK"|"NY"|"USA"|"10000.0000"
"04-6069958"|"MILDRED H. MCEVOY FOUNDATION"|"220834"|"1336191"|"Barton Center for Diabetes Education, Inc."|"WORCESTER"|"MA"|"USA"|"10000.0000"
"04-6069958"|"MILDRED H. MCEVOY FOUNDATION"|"220835"|"1336191"|"Becker College"|"WORCESTER"|"MA"|"USA"|"20000.0000"
"04-6069958"|"MILDRED H. MCEVOY FOUNDATION"|"220836"|"1336191"|"Becker College"|"WORCESTER"|"MA"|"USA"|"20000.0000"
"04-6069958"|"MILDRED H. MCEVOY FOUNDATION"|"220837"|"1336191"|"Becker College"|"WORCESTER"|"MA"|"USA"|"20000.0000"
"04-6069958"|"MILDRED H. MCEVOY FOUNDATION"|"220838"|"1336191"|"Becker College"|"WORCESTER"|"MA"|"USA"|"20000.0000"
"04-6069958"|"MILDRED H. MCEVOY FOUNDATION"|"220839"|"1336191"|"Becker College"|"WORCESTER"|"MA"|"USA"|"20000.0000"
"04-6069958"|"MILDRED H. MCEVOY FOUNDATION"|"220840"|"1336191"|"Boothbay Railway Village Museum"|"WORCESTER"|"MA"|"USA"|"62500.0000"
"04-6069958"|"MILDRED H. MCEVOY FOUNDATION"|"220841"|"1336191"|"Boothday Railway Village Museum"|"WORCESTER"|"MA"|"USA"|"62500.0000"
"04-6069958"|"MILDRED H. MCEVOY FOUNDATION"|"220842"|"1336191"|"Joy of Music Program, Inc."|"WORCESTER"|"MA"|"USA"|"15000.0000"
"04-6069958"|"MILDRED H. MCEVOY FOUNDATION"|"220843"|"1336191"|"Joy of Music Program, Inc."|"WORCESTER"|"MA"|"USA"|"15000.0000"
"04-6069958"|"MILDRED H. MCEVOY FOUNDATION"|"220844"|"1336191"|"Joy of Music Program, Inc."|"WORCESTER"|"MA"|"USA"|"15000.0000"
"04-6069958"|"MILDRED H. MCEVOY FOUNDATION"|"220845"|"1336191"|"Joy of Music Program, Inc."|"WORCESTER"|"MA"|"USA"|"15000.0000"
"04-6069958"|"MILDRED H. MCEVOY FOUNDATION"|"220846"|"1336191"|"Massachusetts College of Pharmacy and Health Sciences"|"WORCESTER"|"MA"|"USA"|"50000.0000"
"04-6069958"|"MILDRED H. MCEVOY FOUNDATION"|"220847"|"1336191"|"Massachusetts College of Pharmacy and Health Sciences"|"WORCESTER"|"MA"|"USA"|"50000.0000"
"04-6069958"|"MILDRED H. MCEVOY FOUNDATION"|"220848"|"1336191"|"Massachusetts College of Pharmacy and Health Sciences"|"WORCESTER"|"MA"|"USA"|"50000.0000"
"04-6069958"|"MILDRED H. MCEVOY FOUNDATION"|"220849"|"1336191"|"Shrewsbury Public Library Building and Endowment Trust"|"WORCESTER"|"MA"|"USA"|"5000.0000"
"04-6069958"|"MILDRED H. MCEVOY FOUNDATION"|"220850"|"1336191"|"Worcester Academy"|"WORCESTER"|"MA"|"USA"|"25000.0000"
"04-6069958"|"MILDRED H. MCEVOY FOUNDATION"|"220851"|"1336191"|"Worcester State Foundation, Inc."|"WORCESTER"|"MA"|"USA"|"5000.0000"
"04-6836735"|"THE JACOBSON FAMILY FOUNDATION TRUST"|"220852"|"1336196"|"BIG BROTHERS BIG SISTERS OF MASSACHUSETTS BAY"|"BOSTON"|"MA"|"USA"|"2000000.0000"
"04-6836735"|"THE JACOBSON FAMILY FOUNDATION TRUST"|"220853"|"1336196"|"BOYS & GIRLS CLUBS OF BOSTON"|"BOSTON"|"MA"|"USA"|"300000.0000"
"04-6836735"|"THE JACOBSON FAMILY FOUNDATION TRUST"|"220854"|"1336196"|"BRIDGE BOSTON FOUNDATION"|"JAMAICA PLAIN"|"MA"|"USA"|"150452.0000"
"04-6836735"|"THE JACOBSON FAMILY FOUNDATION TRUST"|"220855"|"1336196"|"COMBINED JEWISH PHILANTHROPIES DONOR ADVISED FUND"|"BOSTON"|"MA"|"USA"|"150000.0000"
"04-6836735"|"THE JACOBSON FAMILY FOUNDATION TRUST"|"220856"|"1336196"|"THE DAVID PROJECT"|"BOSTON"|"MA"|"USA"|"600000.0000"
"04-6836735"|"THE JACOBSON FAMILY FOUNDATION TRUST"|"220857"|"1336196"|"FACING HISTORY AND OURSELVES"|"BROOKLINE"|"MA"|"USA"|"100000.0000"
"04-6836735"|"THE JACOBSON FAMILY FOUNDATION TRUST"|"220858"|"1336196"|"FESSENDEN SCHOOL"|"NEWTON"|"MA"|"USA"|"400000.0000"
"04-6836735"|"THE JACOBSON FAMILY FOUNDATION TRUST"|"220859"|"1336196"|"HARVARD BUSINESS SCHOOL"|"BOSTON"|"MA"|"USA"|"400000.0000"
"04-6836735"|"THE JACOBSON FAMILY FOUNDATION TRUST"|"220860"|"1336196"|"COMBINED IEWISH PHILANTHROPIES"|"BOSTON"|"MA"|"USA"|"500000.0000"
"04-6836735"|"THE JACOBSON FAMILY FOUNDATION TRUST"|"220861"|"1336196"|"P.E.F. ISRAEL ENDOWMENT FUNDS, INC."|"NEW YORK"|"NY"|"USA"|"150000.0000"
"04-6836735"|"THE JACOBSON FAMILY FOUNDATION TRUST"|"220862"|"1336196"|"AMERICAN FRIENDS OF KOLOT"|"NEW YORK"|"NY"|"USA"|"50000.0000"
"04-6836735"|"THE JACOBSON FAMILY FOUNDATION TRUST"|"220863"|"1336196"|"AFL - AMERICAN FRIENDS OF LIBI, INC."|"BROOKLINE"|"MA"|"USA"|"200000.0000"
"04-6836735"|"THE JACOBSON FAMILY FOUNDATION TRUST"|"220864"|"1336196"|"SUMMER SEARCH"|"SAN FRANCISCO"|"CA"|"USA"|"100000.0000"
"04-6836735"|"THE JACOBSON FAMILY FOUNDATION TRUST"|"220865"|"1336196"|"YEAR UP"|"BOSTON"|"MA"|"USA"|"2000000.0000"
"04-6836735"|"THE JACOBSON FAMILY FOUNDATION TRUST"|"220866"|"1336196"|"YOUTH VILLAGES"|"MEMPHIS"|"TN"|"USA"|"8000000.0000"
"04-6047379"|"STONEMAN FAMILY FOUNDATION"|"224921"|"1336743"|"ARIZONA COMMUNITY FOUNDATION"|"PHOENIX"|"AZ"|"USA"|"15000.0000"
"04-6047379"|"STONEMAN FAMILY FOUNDATION"|"224922"|"1336743"|"BLUEPRINT NORTH CAROLINA"|"RALEIGH"|"NC"|"USA"|"50000.0000"
"04-6047379"|"STONEMAN FAMILY FOUNDATION"|"224923"|"1336743"|"CENTER ON BUDGET AND POLICY PRIORITIES"|"WASHINGTON"|"DE"|"USA"|"230000.0000"
"04-6047379"|"STONEMAN FAMILY FOUNDATION"|"224924"|"1336743"|"CENTER ON BUDGET AND POLICY PRIORITIES"|"WASHINGTON"|"DC"|"USA"|"100000.0000"
"04-6047379"|"STONEMAN FAMILY FOUNDATION"|"224925"|"1336743"|"CENTER ON BUDGET AND POLICY PRIORITIES"|"WASHINGTON"|"DC"|"USA"|"500000.0000"
"04-6047379"|"STONEMAN FAMILY FOUNDATION"|"224926"|"1336743"|"GEORGIA BUDGET AND POLICY INSTITUTE"|"ATLANTA"|"GA"|"USA"|"50000.0000"
"04-6047379"|"STONEMAN FAMILY FOUNDATION"|"224927"|"1336743"|"GEORGIA BUDGET AND POLICY INSTITUTE"|"ATLANTA"|"GA"|"USA"|"75000.0000"
"04-6047379"|"STONEMAN FAMILY FOUNDATION"|"224928"|"1336743"|"OREGON CENTER FOR PUBLIC POLICY"|"SILVERTON"|"OR"|"USA"|"75000.0000"
"04-6125088"|"F. A. & J. H. HARRINGTON FOUNDATION"|"224929"|"1336744"|"Boys and Girls Club of Worcester"|""|""|"USA"|"1000000.0000"
"04-6470890"|"THE FLETCHER FOUNDATION"|"224930"|"1336746"|"Abby's House"|""|""|"USA"|"25000.0000"
"04-6470890"|"THE FLETCHER FOUNDATION"|"224931"|"1336746"|"Lutheran Social Services of New England, Inc."|""|""|"USA"|"60000.0000"
"04-6470890"|"THE FLETCHER FOUNDATION"|"224932"|"1336746"|"Massachusetts Audubon Society-Worcester"|""|""|"USA"|"150000.0000"
"04-6470890"|"THE FLETCHER FOUNDATION"|"224933"|"1336746"|"Salvation Army of Worcester"|""|""|"USA"|"50000.0000"
"04-6470890"|"THE FLETCHER FOUNDATION"|"224934"|"1336746"|"VNA Care Network & Hospice, Inc."|""|""|"USA"|"50000.0000"
"04-6470890"|"THE FLETCHER FOUNDATION"|"224935"|"1336746"|"Worcester Art Museum"|""|""|"USA"|"400000.0000"
"04-6470890"|"THE FLETCHER FOUNDATION"|"224936"|"1336746"|"Worcester Center for Crafts"|""|""|"USA"|"100000.0000"
"04-6470890"|"THE FLETCHER FOUNDATION"|"224937"|"1336746"|"Abby's House"|""|""|"USA"|"0.0000"
"04-6470890"|"THE FLETCHER FOUNDATION"|"224938"|"1336746"|"Lutheran Social Services of New England, Inc."|""|""|"USA"|"0.0000"
"04-6470890"|"THE FLETCHER FOUNDATION"|"224939"|"1336746"|"Massachusetts Audubon Society-Worcester"|""|""|"USA"|"0.0000"
"04-6470890"|"THE FLETCHER FOUNDATION"|"224940"|"1336746"|"Salvation Army of Worcester"|""|""|"USA"|"0.0000"
"04-6470890"|"THE FLETCHER FOUNDATION"|"224941"|"1336746"|"VNA Care Network & Hospice, Inc."|""|""|"USA"|"0.0000"
"04-6470890"|"THE FLETCHER FOUNDATION"|"224942"|"1336746"|"Worcester Art Museum"|""|""|"USA"|"0.0000"
"04-6470890"|"THE FLETCHER FOUNDATION"|"224943"|"1336746"|"Worcester Center for Crafts"|""|""|"USA"|"0.0000"
"04-6470890"|"THE FLETCHER FOUNDATION"|"224944"|"1336746"|"Abby's House"|""|""|"USA"|"-12500.0000"
"04-6470890"|"THE FLETCHER FOUNDATION"|"224945"|"1336746"|"Lutheran Social Services of New England, Inc."|""|""|"USA"|"-30000.0000"
"04-6470890"|"THE FLETCHER FOUNDATION"|"224946"|"1336746"|"Massachusetts Audubon Society-Worcester"|""|""|"USA"|"-50000.0000"
"04-6470890"|"THE FLETCHER FOUNDATION"|"224947"|"1336746"|"Salvation Army of Worcester"|""|""|"USA"|"-25000.0000"
"04-6470890"|"THE FLETCHER FOUNDATION"|"224948"|"1336746"|"VNA Care Network & Hospice, Inc."|""|""|"USA"|"-25000.0000"
"04-6470890"|"THE FLETCHER FOUNDATION"|"224949"|"1336746"|"Worcester Art Museum"|""|""|"USA"|"-100000.0000"
"04-6470890"|"THE FLETCHER FOUNDATION"|"224950"|"1336746"|"Worcester Center for Crafts"|""|""|"USA"|"-50000.0000"
"04-6547989"|"TUPANCY-HARRIS FDN.-1986"|"224951"|"1336747"|"NANTUCKET ATHENEUM"|"NANTUCKET"|"MA"|"USA"|"50000.0000"
"04-6547989"|"TUPANCY-HARRIS FDN.-1986"|"224952"|"1336747"|"STRONG WINGS"|"NANTUCKET"|"MA"|"USA"|"50000.0000"
"04-6547989"|"TUPANCY-HARRIS FDN.-1986"|"224953"|"1336747"|"MARIA MITCHELL ASSOCIATION"|"NANTUCKET"|"MA"|"USA"|"300000.0000"
"04-6856456"|"GRANTHAM FOUNDATION FOR THE PROTECTION OF THE ENVIRONMENT"|"224954"|"1336748"|"ALL GRANTS FOR FUTURE PAYMENT ARE SUBJECT TO CONTINGENCIES"|""|""|"USA"|""
"04-2852328"|"GODDARD HEALTH SERVICES INC"|"231303"|"1348810"|"BROCKTON NEIGHBORHOOD HEALTH CENTER"|"BROCKTON"|"MA"|"USA"|"300000.0000"
"02-0566229"|"EXPRESS SCRIPTS FOUNDATION"|"233293"|"1357205"|"UMSL - College of Business Administration Capital Campaign"|""|""|"USA"|"200000.0000"
"02-0566229"|"EXPRESS SCRIPTS FOUNDATION"|"233294"|"1357205"|"St Louis University"|""|""|"USA"|"225000.0000"
"02-0566229"|"EXPRESS SCRIPTS FOUNDATION"|"233295"|"1357205"|"American Heart Assoc"|""|""|"USA"|"45750.0000"
"02-0566229"|"EXPRESS SCRIPTS FOUNDATION"|"233296"|"1357205"|"GO' St Louis"|""|""|"USA"|"25000.0000"
"02-0566229"|"EXPRESS SCRIPTS FOUNDATION"|"233297"|"1357205"|"Operation Food Search"|""|""|"USA"|"45000.0000"
"02-0566229"|"EXPRESS SCRIPTS FOUNDATION"|"233298"|"1357205"|"Junior Achievement of AZ"|""|""|"USA"|"15000.0000"
"02-0566229"|"EXPRESS SCRIPTS FOUNDATION"|"233299"|"1357205"|"Barnes Jewish Hospital Foundation"|""|""|"USA"|"56000.0000"
"02-0566229"|"EXPRESS SCRIPTS FOUNDATION"|"233300"|"1357205"|"College Bound"|""|""|"USA"|"50000.0000"
"02-0566229"|"EXPRESS SCRIPTS FOUNDATION"|"233301"|"1357205"|"Inspire STL"|""|""|"USA"|"10000.0000"
"02-0566229"|"EXPRESS SCRIPTS FOUNDATION"|"233302"|"1357205"|"Philadelphia Reads, Inc"|""|""|"USA"|"5000.0000"
"02-0566229"|"EXPRESS SCRIPTS FOUNDATION"|"233303"|"1357205"|"HOME WORKS' The Teacher Home Visit Program"|""|""|"USA"|"5000.0000"
"02-0566229"|"EXPRESS SCRIPTS FOUNDATION"|"233304"|"1357205"|"Our Lady of Guadalupe School"|""|""|"USA"|"5500.0000"
"02-0566229"|"EXPRESS SCRIPTS FOUNDATION"|"233305"|"1357205"|"Washington Univ in STL"|""|""|"USA"|"35000.0000"
