"C_EIN"|"C_Org_Name"|"CONTRACTOR_ID"|"XML_DOCUMENT_ID"|"CONTR_NAME"|"CONTR_STREET"|"CONTR_CITY"|"CONTR_STATE"|"CONTR_COUNTRY"|"CONTR_ZIP"|"CONTR_SERVICE"|"CONTR_COMP"
"04-3118545"|"SWEET WATER TRUST"|"3960"|"1411919"|"DOWNTOWN ASSOCIATES I LP-FROM K-1"|"674 UNIONVILLE RD STE 105"|"KENNETT SQ"|"PA"|"USA"|"19348"|"PORTFOLIO MANAGEMENT"|"136428.0000"
"04-3118545"|"SWEET WATER TRUST"|"3961"|"1411919"|"NEUBERGER BERMAN LLC"|"605 THIRD AVE 36TH FL"|"NEW YORK"|"NY"|"USA"|"10158"|"INVESTMENT MANAGEMENT"|"123142.0000"
"04-3578370"|"NICHOLS VILLAGE INC"|"3990"|"1414002"|"BETHANY COMMUNITY SERVICES INC"|"10-12 PHOENIX ROW"|"HAVERHILL"|"MA"|"USA"|"01830"|"Management Services"|"126720.0000"
"04-3473585"|"BARBARA LEE FAMILY FOUNDATION INC"|"4041"|"1418232"|"LAKE RESEARCH PARTNERS"|"1726 M STREET NW SUITE 100"|"WASHINGTON"|"DC"|"USA"|"20036"|"CONSULTING"|"147604.0000"
"04-6036092"|"THEODORE EDSON PARKER FOUNDATION"|"4049"|"1419082"|"GMA FOUNDATIONS"|"77 SUMMER STREET"|"BOSTON"|"MA"|"USA"|"02110"|"ADMINISTORS GRANTS"|"121679.0000"
"04-6155696"|"THE ART COMPLEX INC"|"4077"|"1420366"|"WILLIAM THOMAS"|"ALDEN STREET"|"DUXBURY"|"MA"|"USA"|"02332"|"PROPERTY MAINT/CONSTRUCTION"|"102242.0000"
"04-6155696"|"THE ART COMPLEX INC"|"4078"|"1420366"|"FIDUCIARY COUNSELING INC"|"3000 WELLS FARGO PLACE"|"ST PAUL"|"MN"|"USA"|"55101"|"INVESTMENT ADVISORS/MANAGERS"|"70109.0000"
"02-0331198"|"RANNIE WEBSTER FOUNDATION"|"4092"|"1420627"|"GENESIS REHABILITATION SERVICES"|"P.O. BOX 7247-6524"|"PHILADELPHIA"|"PA"|"USA"|"19170-6524"|"REHABILITATION SERVICES"|"661824.0000"
"04-6013598"|"BUSHROD H. CAMPBELL & ADAH F. HALL CHARITY FUND"|"4093"|"1420640"|"HEMENWAY & BARNES LLP"|"60 STATE STREET"|"BOSTON"|"MA"|"USA"|"02109"|"ADMIN, LEGAL & INV"|"194250.0000"
"03-0473333"|"JEROME A. YAVITZ CHARITABLE FOUNDATION, INC."|"4102"|"1420871"|"MORGAN STANLEY"|"522 FIFTH AVENUE"|"NEW YORK"|"NY"|"USA"|"10036"|""|"126720.0000"
"04-6745180"|"THE IORIO CHARITABLE FOUNDATION"|"4189"|"1422311"|"CHARLES SCHWAB & CO"|"211 MAIN STREET"|"SAN FRANCISCO"|"CA"|"USA"|"94105"|"ADVISOR & BROKERAGE FEES"|"9711.0000"
"04-6745180"|"THE IORIO CHARITABLE FOUNDATION"|"4190"|"1422311"|"FLETCHER TILTON PC"|"370 MAIN STREET 12TH FLOOR"|"WORCESTER"|"MA"|"USA"|"01608"|"ADMINISTRATION AND ACCOUNTING"|"3312.0000"
"02-0512290"|"ENDOWMENT FOR HEALTH, INC."|"4215"|"1427679"|"THE BRIDGESPAN GROUP"|"535 BOYLSTON STREET, 10TH FLOOR"|"BOSTON"|"MA"|"USA"|"02116"|"STRATEGIC PLANNING ADVISOR"|"200000.0000"
"02-0512290"|"ENDOWMENT FOR HEALTH, INC."|"4216"|"1427679"|"PRIME BUCHHOLZ AND ASSOCIATES"|"PEASE INTERNATIONAL TRADEPORT, 273 CORPORATE DRIVE"|""|""|"USA"|""|"INVESTMENT ADVISOR"|"91647.0000"
"04-2121342"|"METROWEST COMMUNITY HEALTH CARE FOUNDATION, INC."|"4217"|"1427680"|"BRIDGESPAN GROUP"|"535 BOYLSTON STREET"|"BOSTON"|"MA"|"USA"|"02116"|"STRATEGIC PLANNING"|"277361.0000"
"04-2121342"|"METROWEST COMMUNITY HEALTH CARE FOUNDATION, INC."|"4218"|"1427680"|"PRIME BUCHHOLZ & ASSOCIATES"|"273 CORPORATE DRIVE"|"PORTSMOUTH"|"NH"|"USA"|"03801"|"INVESTMENT CONSULTING"|"51856.0000"
"04-6037650"|"CLARK CHARITABLE TRUST"|"4233"|"1429283"|"BOOKS BONARDI &CO PC"|"POST OFFICE BOX 557"|"NEEDHAM"|"MA"|"USA"|"02494-0011"|"TAX PREPARATION"|"4450.0000"
"04-2104767"|"THE PEABODY FOUNDATION INC"|"4248"|"1435590"|"WELCH & FORBES INC"|"45 SCHOOL STREET"|"BOSTON"|"MA"|"USA"|"02108"|"INVESTMENT ADVISOR SERVICES"|"66709.0000"
"04-2738800"|"COSTAS AND MARY MALIOTIS CHARITABLE FOUNDATION - 1981"|"4249"|"1435597"|"JAGER SMITH PC"|"1 FINANCIAL CENTER"|"BOSTON"|"MA"|"USA"|"02111"|"ATTORNEY"|"360000.0000"
"04-3292638"|"JAMES AND BEATRICE SALAH FAMILY FOUNDATION TWN OF CANTON"|"4277"|"1436660"|"JOHN J KONEVICH CPA PC"|"100 SHAWMUT ROAD"|"CANTON"|"MA"|"USA"|"02021"|"PROFESSIONAL"|"4150.0000"
"02-0434037"|"FOUNDATION FOR INFORMED MEDICAL DECISION MAKING INC"|"4285"|"1437265"|"MGH INTERNAL MEDICINE"|"PO BOX 3662"|"BOSTON"|"MA"|"USA"|"02241"|"CONSULTING"|"477359.0000"
"02-0434037"|"FOUNDATION FOR INFORMED MEDICAL DECISION MAKING INC"|"4286"|"1437265"|"SAGE PARTNERS"|"34 ARNOLD ROAD"|"WELLESLEY HILLS"|"MA"|"USA"|"02481"|"CONSULTING"|"327000.0000"
"02-0434037"|"FOUNDATION FOR INFORMED MEDICAL DECISION MAKING INC"|"4287"|"1437265"|"GARY SCHWITZER"|"1602 WATSON AVENUE"|"ST PAUL"|"MN"|"USA"|"55116"|"PUBLISHER"|"162676.0000"
"02-0434037"|"FOUNDATION FOR INFORMED MEDICAL DECISION MAKING INC"|"4288"|"1437265"|"MADPOW MEDIA SOLUTIONS"|"27 CONGRESS STREET"|"PORTSMOUTH"|"NH"|"USA"|"03801"|"CONSULTING"|"159726.0000"
"02-0434037"|"FOUNDATION FOR INFORMED MEDICAL DECISION MAKING INC"|"4289"|"1437265"|"COULTER & COULTER LTD"|"8 BITTERELL EYNSHAM"|"OXFORDSHIRE"|""|"UK"|""|"CONSULTING"|"123347.0000"
"02-0703907"|"The Ruth and Hal Launders Charitable Trust"|"4291"|"1437289"|"Jeffrey J. Fairfield, P.C."|"P.O. Box 546"|"Herndon"|"VA"|"USA"|"20172"|"Legal"|"155233.0000"
"02-0703907"|"The Ruth and Hal Launders Charitable Trust"|"4292"|"1437289"|"The Whiting-Turner Contracting Company"|"300 East Joppa Road"|"Baltimore"|"MD"|"USA"|"21286"|"Park Construction"|"412227.0000"
"04-3210639"|"ROBERT E DAVOLI & EILEEN L MCDONAGH CHARITABLE FOUNDATION"|"4293"|"1437444"|"NOMI TAKAICHI LLP"|"2105 S BASCOM AVE SUITE 225"|"CAMPBELL"|"CA"|"USA"|"95008"|"ACCOUNTING"|"5578.0000"
"04-3340591"|"THE RUETTGERS FAMILY CHARIT FOUNDATION"|"4294"|"1437457"|"ATLANTIC TRUST CO NA"|"100 FEDERAL STREET 37TH FL"|"BOSTON"|"MA"|"USA"|"02110"|"INVESTMENT ADVISORY/CUSTODIAN"|"149948.0000"
"04-3494831"|"Eos Foundation"|"4295"|"1437474"|"Hemenway and Barnes"|"60 State Street"|"Boston"|"MA"|"USA"|"02109"|"Legal"|"90568.0000"
"04-6053295"|"LOUIS E WOLFSON FOUNDATION"|"4296"|"1437502"|"KASPICK & COMPANY"|"ONE BEACON STREET 8TH FLOOR"|"BOSTON"|"MA"|"USA"|"02108-3107"|"INVESTMENT MANAGEMENT"|"77736.0000"
"04-6053295"|"LOUIS E WOLFSON FOUNDATION"|"4297"|"1437502"|"FRIEDMAN SUVALLE & SALOMON"|"70 WELLS AVE"|"NEWTON"|"MA"|"USA"|"02459"|"ACCOUNTANT"|"25300.0000"
"04-6053295"|"LOUIS E WOLFSON FOUNDATION"|"4298"|"1437502"|"PAUL BISHOP ESQ"|"70 WALNUT STREET"|"WELLESLEY"|"MA"|"USA"|"02181"|"LAWYER"|"6483.0000"
"04-2105771"|"THE LOWELL INSTITUTE"|"4367"|"1444692"|"CHOATE HALL & STEWART LLP"|"TWO INT'L PLACE"|"BOSTON"|"MA"|"USA"|"02110"|"LEGAL RE TAX, INVESTMENTS & GRANT"|"156206.0000"
"04-6047957"|"HAVERHILL FEMALE BENEVOLENT SOCIETY"|"4368"|"1444786"|"BEATON MANAGEMENT CO"|"180 WATER ST"|"HAVERHILL"|"MA"|"USA"|"01830"|"INVESTMENT"|"3665.0000"
"04-6047957"|"HAVERHILL FEMALE BENEVOLENT SOCIETY"|"4369"|"1444786"|"MICHAEL F REILLY CPA"|"392 MAIN ST"|"HAVERHILL"|"MA"|"USA"|"01830"|"ACCOUNTING"|"495.0000"
"04-6528085"|"LEONARD & HILDA KAPLAN CHARITABLE FOUNDATION"|"4371"|"1444803"|"SMITH BARNEY"|"7272 WISCONSIN AVENUE"|"BETHESDA"|"MD"|"USA"|"20814"|"INVESTMENT CONSULTING & ADVISORY SERVICES"|"49958.0000"
"04-6528085"|"LEONARD & HILDA KAPLAN CHARITABLE FOUNDATION"|"4372"|"1444803"|"CBIZ TOFIAS"|"56 EXCHANGE TERRACE"|"PROVIDENCE"|"RI"|"USA"|"02903"|"ACCOUNTING AND TAX SERVICES"|"43175.0000"
"01-0485964"|"JANET H & C HARRY KNOWLES FOUNDATION INC A/K/A KNOWLES SCIENCE TEACHING FD INC"|"4421"|"1449799"|"INVERNESS RESEARCH INC"|"PO BOX 313"|"INVERNESS"|"CA"|"USA"|"94937"|"CONSULTANT"|"244917.0000"
"01-0485964"|"JANET H & C HARRY KNOWLES FOUNDATION INC A/K/A KNOWLES SCIENCE TEACHING FD INC"|"4422"|"1449799"|"MOMENTUM COMMUNICATIONS GROUP"|"26 W 23RD ST 6F"|"NEW YORK"|"NY"|"USA"|"10010"|"MARKETING"|"90051.0000"
"01-0485964"|"JANET H & C HARRY KNOWLES FOUNDATION INC A/K/A KNOWLES SCIENCE TEACHING FD INC"|"4423"|"1449799"|"DENTSU COMMUNICATIONS INC"|"32 AVENUE OF THE AMERICAS 16TH FLOOR"|"NEW YORK"|"NY"|"USA"|"10013"|"WEBSITE DESIGN"|"89289.0000"
"01-0485964"|"JANET H & C HARRY KNOWLES FOUNDATION INC A/K/A KNOWLES SCIENCE TEACHING FD INC"|"4424"|"1449799"|"PERFORMANCE MARKETING"|"1501 42ND STREET SUITE 550"|"WEST DES MOINES"|"IA"|"USA"|"50266"|"WEBSITE DEVELOPMENT & MARKETING"|"66133.0000"
"01-0485964"|"JANET H & C HARRY KNOWLES FOUNDATION INC A/K/A KNOWLES SCIENCE TEACHING FD INC"|"4425"|"1449799"|"ERESOURCES LLC"|"1423 POWHATAN ST 9"|"ALEXANDRIA"|"VA"|"USA"|"22314"|"IT CONSULTANT"|"64863.0000"
"04-6470644"|"NEW BALANCE FOUNDATION"|"4478"|"1454839"|"UBS FINANCIAL SERVICES"|"1 POST OFFICE SQUARE"|"BOSTON"|"MA"|"USA"|"02109-2106"|"INVESTMENT ADVISORS"|"117418.0000"
"04-6036558"|"Amelia Peabody Foundation"|"4519"|"1460134"|"Income Research & Management"|"110 Federal St. FL 31"|"Boston"|"MA"|"USA"|"02110-4106"|"Management fees"|"124113.0000"
"04-6036558"|"Amelia Peabody Foundation"|"4520"|"1460134"|"Prime Bucholz & Assoc."|"10 Post Office Sq N. Tower 580"|"Boston"|"MA"|"USA"|"02109"|"Investment Advisors"|"100000.0000"
"04-6036558"|"Amelia Peabody Foundation"|"4521"|"1460134"|"State Street Bank"|"200 Newport Ave 7th FL"|"North Quincy"|"MA"|"USA"|"02171"|"Custodial fees"|"64848.0000"
"04-6036558"|"Amelia Peabody Foundation"|"4522"|"1460134"|"CBIZ Tofias"|"500 Boylston St. 4th Fl"|"Boston"|"MA"|"USA"|"02116"|"Auditing"|"34200.0000"
"04-6036558"|"Amelia Peabody Foundation"|"4523"|"1460134"|"Walter V. Gordon, Jr., CPA"|"56 North Main St."|"Fall River"|"MA"|"USA"|"02720"|"Accounting"|"34000.0000"
"04-2103958"|"THE CAMBRIDGE HOMES"|"4524"|"1460189"|"SENIOR LIVING RESIDENCES LLC"|"388 E 8TH STREET"|"BOSTON"|"MA"|"USA"|"02127"|"OPERATIONS/MANAGEMENT"|"383470.0000"
"04-2103958"|"THE CAMBRIDGE HOMES"|"4525"|"1460189"|"ATLANTIC TRUST COMPANY"|"100 FEDERAL STREET"|"BOSTON"|"MA"|"USA"|"02110"|"INVESTMENT ADVISORS"|"121142.0000"
"04-3444155"|"The Don & Manlyn Rodman Foundation"|"4526"|"1460203"|"Amenprise Financial Services"|"45 Braintree Hill Office Park, Suite 305"|"Braintree"|"MA"|"USA"|"02184"|"Brokerage Services"|"21600.0000"
"02-6004971"|"AGNES M. LINDSAY TRUST"|"4585"|"1473202"|"GOLDMAN SACHS & CO"|"125 HIGH STREET 17TH FLOOR"|"BOSTON"|"MA"|"USA"|"02110-2704"|"BROKER"|"168027.0000"
"04-3340006"|"THE JOSETTA FUND (FORMERLY MARTHA R. GERRY TOWNLEY FOUNDATION)"|"4613"|"1473780"|"B& L ASSET MANAGEMENT, LLC"|"125 SUMMER STREET"|"BOSTON"|"MA"|"USA"|"02110"|"ASSET MANAGEMENT FEES"|"114442.0000"
"04-3340006"|"THE JOSETTA FUND (FORMERLY MARTHA R. GERRY TOWNLEY FOUNDATION)"|"4614"|"1473780"|"LEE MUNDER CAPITAL GROUP LLC"|"200 CLARENDON STREET"|"BOSTON"|"MA"|"USA"|"02116"|"ASSET MANAGEMENT FEES"|"102391.0000"
"04-3340006"|"THE JOSETTA FUND (FORMERLY MARTHA R. GERRY TOWNLEY FOUNDATION)"|"4615"|"1473780"|"BURNS & LEVINSON LLP"|"125 SUMMER STREET"|"BOSTON"|"MA"|"USA"|"02110"|"LEGAL EXPENSES"|"86957.0000"
"04-3340006"|"THE JOSETTA FUND (FORMERLY MARTHA R. GERRY TOWNLEY FOUNDATION)"|"4616"|"1473780"|"LAZARD ASSET MANAGEMENT"|"30 ROCKEFELLER PLAZA"|"NEW YORK"|"NY"|"USA"|""|"ASSET MANAGEMENT FEES"|"70422.0000"
"04-3340006"|"THE JOSETTA FUND (FORMERLY MARTHA R. GERRY TOWNLEY FOUNDATION)"|"4617"|"1473780"|"THE BRYN MAWR TRUST COMPANY OF DELAWARE"|"20 MONTCHANIN ROAD, SUITE 100"|"GREENVILLE"|"DE"|"USA"|""|"TAX PREP & AGENCY FEES"|"22070.0000"
"04-3397500"|"HUNT ALTERNATIVES FUND"|"4618"|"1473783"|"HUNT ALTERNATIVES LLC"|"625 MT AUBURN ST"|"CAMBRIDGE"|"MA"|"USA"|"02138"|"ADMINISTRATIVE SERVICES"|"1785431.0000"
"04-3397500"|"HUNT ALTERNATIVES FUND"|"4619"|"1473783"|"MISSION MEASUREMENT"|"2 N. LASALLE ST"|"CHICAGO"|"IL"|"USA"|"60602"|"PROGRAM CONSULTING"|"198450.0000"
"04-3397500"|"HUNT ALTERNATIVES FUND"|"4620"|"1473783"|"CAROL EDGAR"|"HAF, 625 MT AUBURN ST"|"CAMBRIDGE"|"CA"|"USA"|"02138"|"PUBLIC RELATIONS CONSULTING"|"75832.0000"
"04-3397500"|"HUNT ALTERNATIVES FUND"|"4621"|"1473783"|"PRECISION STRATEGIES"|"1121 14TH ST. NW"|"WASHINGTON"|"DC"|"USA"|"20005"|"PROGRAM CONSULTING"|"60000.0000"
"04-3397500"|"HUNT ALTERNATIVES FUND"|"4622"|"1473783"|"KATHERINE ARCHULETA"|"HAF 625 MT AUBURN ST"|"CAMBRIDGE"|"MA"|"USA"|"02138"|"STRATEGIC CONSULTING"|"54456.0000"
"01-0854918"|"Oreggia Family Foundation"|"4638"|"1479049"|"Jeff Johnson"|"278 Pebble Hill Way"|"Rockledge"|"FL"|"USA"|"32955"|"investment advisor"|"65000.0000"
"01-0789717"|"THE ANGEL FOUNDATION"|"4648"|"1482226"|"VOYAGER MANAGEMENT, LLC"|"11111 SANTA MONICA BLVD. #1800"|"LOS ANGELES"|"CA"|"USA"|"90025"|"INVESTMENT SERVICES"|"396423.0000"
"01-0789717"|"THE ANGEL FOUNDATION"|"4649"|"1482226"|"JOHN G. OTT & ASSOCIATES"|"124A 12ST STREET"|"MANATTAN BEACH"|"CA"|"USA"|"90266"|"PROGRAM SERVICE CONSULTATION"|"138725.0000"
"01-0789717"|"THE ANGEL FOUNDATION"|"4650"|"1482226"|"JANIS MINTON CONSULTING"|"2444 WILSHIRE BLVD STE 622"|"SANTA MONICA"|"CA"|"USA"|"90403"|"PROGRAM SERVICE CONSULTATION"|"90000.0000"
"01-0789717"|"THE ANGEL FOUNDATION"|"4651"|"1482226"|"CAMBIAR INVESTORS"|"2401 E SECOND AVE"|"DENVER"|"CO"|"USA"|"80206"|"INVESTMENT SERVICES"|"80004.0000"
"01-0789717"|"THE ANGEL FOUNDATION"|"4652"|"1482226"|"CITY NATIONAL SECURITIES"|"400 N ROXBURY DR"|"BEVERLY HILLS"|"CA"|"USA"|"90210"|"INVESTMENT SERVICES"|"62172.0000"
"01-0493311"|"Francis T and Louise T, Nichols Foundation"|"4710"|"1484926"|"Eaton Peabody"|"P O Box 1210"|"Bangor"|"ME"|"USA"|"04402-1210"|"Asset management"|"100912.0000"
"01-0493311"|"Francis T and Louise T, Nichols Foundation"|"4711"|"1484926"|"Maine Asset Management"|"31 Main Street"|"Bangor"|"ME"|"USA"|"04401"|"Investment Advice"|"27012.0000"
"04-6035212"|"ESTHER H. HAWKS TRUST #0717116"|"4712"|"1484935"|"NUTTER, MCCLENNEN & FISH. LLP"|""|""|""|"USA"|""|"INVEST/CUSTODIAL"|"12704.0000"
"04-6035212"|"ESTHER H. HAWKS TRUST #0717116"|"4713"|"1484935"|"JOHN B NEWHALL"|""|""|""|"USA"|""|"TRUTEE FEE"|"6320.0000"
"04-6035212"|"ESTHER H. HAWKS TRUST #0717116"|"4714"|"1484935"|"NUTTER, MCCLENNEN & FISH. LLP"|""|""|""|"USA"|""|"LEGAL FEES"|"5040.0000"
"04-6035212"|"ESTHER H. HAWKS TRUST #0717116"|"4715"|"1484935"|"NUTTER, MCCLENNEN & FISH. LLP"|""|""|""|"USA"|""|"TAX PREPARATION"|"2100.0000"
"04-6038620"|"FLORENCE & ROBERT SPRAGUE FOUNDATION"|"4743"|"1487132"|"Henry Bralcher"|"55 Bacon St"|"Natick"|"MA"|"USA"|"01760"|"Tax preparation/ Accounting review"|"550.0000"
"04-6017426"|"A.C. Ratshesky Foundation"|"4776"|"1489148"|"Grants Management Associates"|"77 Summer Street, 8th Fl"|"Boston"|"MA"|"USA"|"02110"|"Administrative"|"50500.0000"
"04-6035327"|"FLORENCE EVANS BUSHEE FOUNDATION, INC #95-828090"|"4777"|"1489155"|"HEMENWAY & BARNES LLP"|"60 STATE STREET"|"BOSTON"|"MA"|"USA"|"02109"|"ADMINISTRATIVE, LEGAL & INVESTMENT"|"40887.0000"
"04-6907024"|"THOMAS M & NANCY H O'NEILL FOUNDATION"|"4778"|"1489167"|"LESLIE HARROWER"|"2 GARDNER LANE"|"AYER"|"MA"|"USA"|"01432"|"ADMINISTRATION"|"3500.0000"
"02-0497577"|"HNH FOUNDATION, INC."|"4828"|"1491456"|"JSI RESEARCH AND TRAINING INSTITUTE"|"501 SOUTH STREET"|"BOW"|"NH"|"USA"|"03304"|"CONSULTING"|"78106.0000"
"03-0536676"|"THE V & L MARX FOUNDATION"|"4829"|"1491463"|"LEVY, HARKINS & CO, INC"|"366 MADISON AVE 14TH FLOOR"|"NEW YORK"|"NY"|"USA"|"10017"|"INVESTMENT ADVISORY"|"65222.0000"
"04-2946393"|"Sprague Foundation Inc."|"4830"|"1491467"|"Fiduciary Trust International"|"600 Fifth Ave"|"NY"|"NY"|"USA"|"10020"|"Financial Custodian"|"15580.0000"
"04-2946393"|"Sprague Foundation Inc."|"4831"|"1491467"|"Henry Bratcher"|"55 Bacon St."|"Natick"|"MA"|"USA"|"01760"|"Tax preparation"|"650.0000"
"04-3557888"|"FELICIA M . DELORENZO SCHOLARSHIP FOUNDATION, INC. #0741869"|"4832"|"1491474"|"NUTTER MCCLENNEN & FISH LLP"|"155 SEAPORT BLVD"|"BOSTON"|"MA"|"USA"|"02210"|"INVESTMENT/LEGAL/TAX SERVICES"|"126216.0000"
"03-0410199"|"Praise Him Ministries, Inc."|"4886"|"1498697"|"NC Entertainment Group"|"1890 Portway Road"|"Spring Hill"|"TN"|"USA"|"37174"|"Event Productn"|"217050.0000"
"03-0410199"|"Praise Him Ministries, Inc."|"4887"|"1498697"|"Western Slope Executive Protection"|"23322 Uncompagre Rd"|"Montrose"|"CO"|"USA"|"81401"|"Security"|"190883.0000"
"03-0410199"|"Praise Him Ministries, Inc."|"4888"|"1498697"|"Brimstone Services, Inc."|"5543 Edmondson Pike #175"|"Nashville"|"TN"|"USA"|"37211"|"Public Relation"|"68421.0000"
"03-0410199"|"Praise Him Ministries, Inc."|"4889"|"1498697"|"Middleton Accounting & Consulting"|"PO Box 248"|"Ridgway"|"CO"|"USA"|"81432"|"Accounting"|"53223.0000"
"04-6144732"|"ANNA B. STEARNS CHARITABLE FOUNDATION, INC."|"4916"|"1502631"|"GRANTS MANAGEMENT ASSOCIATE"|"77 SUMMER ST 8th FLOOR"|"BOSTON"|"MA"|"USA"|"02110-1006"|"GRANT MAKING SERVICE"|"85338.0000"
"04-3365869"|"BERKSHIRE BANK FOUNDATION, INC"|"4926"|"1510341"|"BERKSHIRE BANK, INC"|"P. O. BOX 1308"|"PITTSFIELD"|"MA"|"USA"|"01202"|"CUSTODIAL / ADVISOR"|"330488.0000"
"04-3433749"|"DESAI FOUNDATION"|"4934"|"1513077"|"GOLDBERG HARDER ADELSTEIN & CO PC"|"132 LINCOLN STREET"|"BOSTON"|"MA"|"USA"|"02111"|"ACCOUNTING & TAX"|"2500.0000"
"04-6069958"|"MILDRED H. MCEVOY FOUNDATION"|"4960"|"1513225"|"FLETCHER TILTON PC"|"370 MAIN STREET, 12TH FLOOR"|"WORCESTER"|"MA"|"USA"|"01608"|"LEGAL AND OTHER PROFESSIONAL"|"190000.0000"
"04-3340251"|"CITIZENS PROGRAMS CORPORATION"|"5022"|"1515422"|"STATEMENT OUTSOURCING LLC"|"300 TECHNOLOGY DRIVE"|"HOOKSETT"|"NH"|"USA"|"03106"|"DATA ENTRY"|"419191.0000"
"04-3340251"|"CITIZENS PROGRAMS CORPORATION"|"5023"|"1515422"|"KEN SWOPE & ASSOCIATES"|"135 BASS POINT ROAD"|"NAHANT"|"MA"|"USA"|"01908"|"ADVERTISING"|"300000.0000"
"04-3340251"|"CITIZENS PROGRAMS CORPORATION"|"5024"|"1515422"|"SAGE SYSTEMS"|"185 DEVONSHIRE STREET, SUITE 200"|"BOSTON"|"MA"|"USA"|"02110"|"NETWORKING HOSTING"|"174536.0000"
"04-3340251"|"CITIZENS PROGRAMS CORPORATION"|"5025"|"1515422"|"EVENS AND MCNAMARA"|"931 SOUTH FOURTH STREET"|"SPRINGFIELD"|"IL"|"USA"|"62705"|"ADVERTISING"|"147070.0000"
"03-0541650"|"AMERICO J FRANCISCO CHARITABLE TRUST"|"5043"|"1515515"|"AMERICO J FRANCISCO CHARITABLE TRUST"|""|""|""|"USA"|""|""|""
"04-6834092"|"Becton Family Foundation Justin W. Heatter, Trustee"|"5044"|"1515553"|"John A. Adams, CPA"|"20 Main Street"|"Natick"|"MA"|"USA"|"01760"|"Tax & Accounting"|"3175.0000"
"04-3211653"|"EGAN FAMILY FOUNDATION"|"5115"|"1520697"|"CARRUTH MANAGEMENT LLC"|"116 FLANDERS RD, STE 3000"|"WESTBOROUGH"|"MA"|"USA"|"01581"|"BOOKKEEPING, ADMIN. & INVESTMENT"|"172093.0000"
"04-3540155"|"MARIANNE J H WITHERBY FOUNDATION"|"5116"|"1520700"|"NONE OVER $50,000"|""|""|""|"USA"|""|""|"0.0000"
"04-2104858"|"ROXBURY HOME FOR AGED WOMEN"|"5145"|"1530008"|"FIDUCIARY TRUST COMPANY"|"175 FEDERAL STREET"|"BOSTON"|"MA"|"USA"|"02110"|"INVESTMENT ADVISORS"|"72593.0000"
"04-2687384"|"CLIPPER SHIP FOUNDATION, INC."|"5146"|"1530011"|"GMA FOUNDATIONS, INC."|"77 SUMMER STREET"|"BOSTON"|"MA"|"USA"|"02110"|"ADMINISTRATION"|"80067.0000"
"04-2687384"|"CLIPPER SHIP FOUNDATION, INC."|"5147"|"1530011"|"FIDUCIARY TRUST COMPANY"|"175 FEDERAL STREET"|"BOSTON"|"MA"|"USA"|"02110"|"INVESTMENT MANAGEMENT"|"50753.0000"
"04-3505849"|"THE MULBERRY FOUNDATION, INC."|"5162"|"1530171"|"FLETCHER TILTON PC"|"370 MAIN STREET, 12TH FLOOR"|"WORCESTER"|"MA"|"USA"|"01608"|"TRUST & ACCOUNTING FEES"|"14601.0000"
"04-3505849"|"THE MULBERRY FOUNDATION, INC."|"5163"|"1530171"|"TRIAD ADVISORS/COPPERTREE LLC"|"45 S QUINSIGAMOND AVE"|"SHREWSBURY"|"MA"|"USA"|"01545"|"FINANCIAL ADVISORY"|"13581.0000"
"04-6036659"|"Joseph L. Sweeney Charitable Foundation"|"5164"|"1530180"|"Glynn&Glynn"|"10 Union Street"|"Natick"|"MA"|"USA"|"01760"|"Trustee/Investment Advisory Fee"|"6900.0000"
"04-3493830"|"Santos Family Foundation"|"5230"|"1532879"|"Leonard E. Santos, Esq."|"4110 SE Hawthorne Street, #423"|"Portland"|"OR"|"USA"|"97214"|"See attached statement."|"58200.0000"
"04-6016303"|"ELISHA V. ASHTON TRUST U/W"|"5265"|"1535381"|"CHOATE HALL & STEWART LLP"|"TWO INT'L PLACE"|"BOSTON"|"MA"|"USA"|"02110"|"INVESTMENT ADVICE, CUSTODY, & GRANT ADM"|"108982.0000"
"04-6016303"|"ELISHA V. ASHTON TRUST U/W"|"5266"|"1535381"|"CHOATE HALL & STEWART LLP"|"TWO INT'L PLACE"|"BOSTON"|"MA"|"USA"|"02110"|"TAX PREPARATION"|"3950.0000"
"04-6016303"|"ELISHA V. ASHTON TRUST U/W"|"5267"|"1535381"|"CHOATE HALL & STEWART LLP"|"TWO INT'L PLACE"|"BOSTON"|"MA"|"USA"|"02110"|"LEGAL RE: GRANT ADMINISTRATION"|"639.0000"
"04-2607232"|"THE NANCY LURIE MARKS FAMILY FOUNDATION"|"5270"|"1535661"|"CAMBRIDGE ASSOCIATES LLC"|"100 SUMMER STREET"|"BOSTON"|"MA"|"USA"|"02110"|"INVESTMENT ADVISORY FEES"|"192638.0000"
"04-2607232"|"THE NANCY LURIE MARKS FAMILY FOUNDATION"|"5271"|"1535661"|"GOULSTON & STORRS"|"400 ATLANTIC AVE"|"BOSTON"|"MA"|"USA"|"02110"|"CUSTODIAL & LEGAL FEES"|"108572.0000"
"04-2607232"|"THE NANCY LURIE MARKS FAMILY FOUNDATION"|"5272"|"1535661"|"KENNETH M. FARBER"|"C/O NLM FOUNDATION, 60 WILLIAMS ST"|"WELLESLEY"|"MA"|"USA"|""|"CONSULTING"|"70163.0000"
