"EIN"|"ORG_NAME"|"XMLID"
"04-6042274"|"Mary A Kelly Scholarship Fund"|"1332781"
"04-6579815"|"BARR FOUNDATION"|"1332786"
"04-6691809"|"Van Sloun Foundation"|"1332788"
"01-0706738"|"The Marshall Mathers Foundati9on"|"1358801"
"02-0656117"|"The Edward E and Mane L Matthews Foundation"|"1358808"
"04-6595469"|"SHAUGHNESSY CHARITABLE TRUST"|"1076452"
"04-6747335"|"BEMIS-TRUST IN DIVERSITY, THOMAS E. PECKHAM, TRUSTEE"|"1076454"
"04-6646727"|"ALBERT FLEMING INSURANCE TR"|"1121717"
"01-0546160"|"Redco Foundation Inc"|"1122603"
"02-0241739"|"SCOTT-FARRAR HOME"|"1122605"
"04-3107591"|"HAROLD S. AND ANNA S. ULLIAN CHARITABLE FOUNDATION"|"1123362"
"04-3340591"|"THE RUETTGERS FAMILY CHARIT FOUNDATION"|"1123364"
"04-6097390"|"JOHN CHANY RESIDUARY CL UW"|"1123366"
"03-0569654"|"THE HIGGINS FAMILY CHARITABLE FOUNDATION"|"1124457"
"04-2944189"|"McLane/Harper Charitable Foundation Inc"|"1124459"
"01-6007180"|"JOHN ANSON KITTRIDGE EDUCATIONAL FUND TRUST U/A 10 -101230022680"|"1273919"
"01-0557030"|"LINDSAY FAMILY FOUNDATION 58034730"|"1273953"
"04-3140032"|"The Hsiao Family Foundation"|"1273958"
"04-6847260"|"FREEDOM CHARITABLE FOUNDATION"|"1273960"
"02-0433248"|"NH FOOD INDUSTRIES EDUCATION FOUNDATION"|"1277493"
"02-6152617"|"THE ALBERT T. QUON CHARITABLE TRUST"|"1277495"
"04-2866532"|"DARTHEA MORROW T/U/A"|"1277502"
"04-3366804"|"TRITON FOUNDATION"|"1277504"
"04-3617275"|"RUTH S. WILLOUGHBY FOUNDATION"|"1277511"
"04-6017836"|"Orville W Forte Charitable Foundation Inc"|"1277513"
"04-6136011"|"JAMES B CORCORAN"|"1277518"
"04-3340251"|"CITIZENS PROGRAMS CORPORATION"|"1278272"
"01-0549138"|"4:19 FOUNDATION, INC."|"1278281"
"04-6875253"|"THE FRANK B MAZER FOUNDATION"|"1278315"
"04-2119492"|"RED ACRE FARM INC DBA RED ACRE FOUNDATION"|"1279265"
"04-2655735"|"THE CRICKET FOUNDATION GP5057"|"1279267"
"04-2607208"|"LOTTA FUND FOR AIDING DISCHARGED CONVICTS"|"1293194"
"04-6022091"|"CHARLES SANDERS TRUST UW"|"1293203"
"04-6030253"|"Walter S. Quinlan Foundation"|"1293205"
"04-6137251"|"THE HANS & ELIZABETH WOLF FOUNDATION"|"1293212"
"04-6526806"|"E BROOKS-GR BOST COUNCIL ALCOHOL"|"1293214"
"04-6341523"|"CORNELIUS A WOOD 1969 CHAR TR"|"1295461"
"04-6692518"|"ROBERT S PAPE CHARTITABLE FND"|"1295468"
"01-6009698"|"WILLIAM SEARLS SCHOLARSHIP FUND THE FIRST NA"|"1304851"
"04-3049521"|"MAYOR GAYDEN MORRILL CHARITABLE FOUNDATION"|"1304855"
"04-6012784"|"KENWOOD FOUNDATION 7560-07552021240"|"1304860"
"04-6043096"|"Macpherson Fund Inc"|"1304862"
"04-6744975"|"KERSHAW FOUNDATION CHARITABLE TRUST"|"1304869"
"01-6085692"|"ROSE M CLARK TRUST"|"1318489"
"02-0794202"|"COTSEN FOUNDATION FOR ACADEMIC RESEARCH"|"1318491"
"04-3397818"|"TURNING LEAF FOUNDATION INC"|"1318498"
"04-3540667"|"YEARLEY FAMILY FOUNDATION"|"1318500"
"01-6017314"|"SYLVIA E ROSS TRUST"|"1319066"
"04-3582018"|"BROOKS FAMILY FOUNDATION"|"1319068"
"01-0644503"|"MILL PARK FOUNDATION, INC"|"1322051"
"04-6014010"|"SHOLLEY FOUNDATION"|"1334617"
"04-6112830"|"FRANK H BEEBE FUND FOR MUSICIANS 7562-07552005918"|"1334619"
"04-6223350"|"GEORGE & BEATRICE SHERMAN FAMILY CHARITABLE TRUST"|"1335255"
"04-3484188"|"GISELA B HOGAN CHARITABLE FOUNDATION"|"1335335"
"04-6051095"|"HENDERSON FOUNDATION"|"1335337"
"01-6040690"|"MEANS ELIZABETH W"|"1335562"
"03-6087553"|"HELEN P. LEFEVRE CHARITABLE TRUST"|"1335564"
"04-6599655"|"HATHAWAY MEMORIAL CHARIT TR"|"1335569"
"04-3136120"|"The Kneisel Foundation, Inc"|"1335796"
"04-3612920"|"THE CHARLES R. BRONFMAN PRIZE FOUNDATION"|"1335798"
"01-0546133"|"NARRAGANSETT NUMBER ONE FOUNDATION"|"1361109"
"02-0582343"|"GEORGE V DURGIN TRUST UW SCHOLARSHIP FUND"|"1361114"
"02-0733877"|"CARITA FOUNDATION-IMA"|"1361116"
"04-2655735"|"CRICKET FOUNDATION JH6001"|"1361125"
"04-3435338"|"FLORENCE E SEELEY EDUCATION FDTN+"|"1361132"
"04-3492839"|"Savage Family Foundation"|"1361134"
"04-6009458"|"CHARLES H PEARSON TRUST"|"1361139"
"04-6025910"|"THOMAS MINNS FUND"|"1361141"
"04-2203700"|"JOSIAH WILLARD HAYDEN RECREATION CENTRE, INC."|"1365576"
"04-2761754"|"THE WHITE FUND INC"|"1366598"
"04-3198227"|"WOODBURY FUND INC"|"1366948"
"04-3304952"|"Michael R. Lissack Foundation"|"1366950"
"04-6878795"|"THE PHILLIP AND ELIZABETH GROSS FAMILY FDN"|"1366964"
"02-6055400"|"ANNIE L ROWELL CHARITABLE REMAINDER TRUST"|"1375120"
"04-6008408"|"LEROY M BICKFORD TRUST"|"1376690"
"04-6093316"|"EMERY GEORGIANA TR U/WILL"|"1376692"
"03-0549778"|"The Dignity Seed Foundation"|"1376976"
"04-6013680"|"THE HYAMS FOUNDATION INC"|"1376992"
"04-6269182"|"E JOSEPH EVANS CHARITABLE TRUST LEE ALFIERI TRUSTEE"|"1379741"
"04-6091682"|"STRAUSS PETER E TR U/WILL"|"1379934"
"04-3747289"|"EQT FOUNDATION INC"|"1380084"
"03-0485661"|"JUDSON FAMILY FOUNDATION INC"|"1380929"
"01-0760063"|"JANICE A LARSEN FOUNDATION"|"1381011"
"04-2725274"|"KERRI ANN KATTAR MEMORIAL FUND INC"|"1381029"
"04-3558072"|"MKC GORMLEY FAMILY FOUNDATION INC"|"1381045"
"04-6046761"|"MASSACHUSETTS SOCIETY OF THE CINCINNATI"|"1381052"
"04-6116930"|"ZARTARIAN FOUNDATION"|"1381054"
"04-6855961"|"BRAD & CORI MELTZER CHARITABLE TRUST"|"1381061"
"01-0852643"|"Gregory L. Gibson Charitable Foundation, Inc."|"1397012"
"01-6072828"|"THOMAS MARION & RUTH TR FBO GOODALL"|"1397021"
"01-6076500"|"RICHARD S HUESTIS TRUST U/W 8/9/57 10"|"1397023"
"03-6009912"|"General Education Fund, Inc."|"1397107"
"04-6025922"|"F S PARMENTER B/O A C P U/W"|"1397296"
"04-6027776"|"CORNERSTONE FOUNDATION"|"1397300"
"04-6197659"|"JOAN GOODSPEED TR/U/W"|"1397323"
"03-0184240"|"OM FISHER HOME INC"|"1411915"
"01-0211537"|"OAK GROVE SCHOOL"|"1412304"
"04-6091978"|"CONVERSE M I FBO HAHNEMANN FDN-TR"|"1412974"
"02-0798199"|"TRUBRADOR FOUNDATION"|"1413953"
"04-3479749"|"THE MILFORD NATIONAL CHARITABLE FOUNDATION INC"|"1413994"
"04-6051258"|"ADELAIDE BREED BAYRD FOUNDATION"|"1414010"
"04-6063152"|"ROGERS FAMILY FOUNDATION"|"1414012"
"04-6875099"|"THE ROBERT AND MICHELLE COOKE ATCHINSON FOUNDATION"|"1414017"
"02-6015152"|"ETTA M SHAW TR"|"1275446"
"03-0433603"|"BANK OF AMERICA, NA"|"1275448"
"04-3547221"|"TALBOTS CHARITABLE FOUNDATION, INC"|"1275455"
"04-6034850"|"LAWRENCE MODEL LODGING HOUSES TRUST DONALD VAUGHAN, ET AL, TRUSTEE"|"1275457"
"04-6893292"|"JSJN CHILDREN'S CHARITABLE TRUST (F/K/A WEBSTER CHARITABLE TRUST)"|"1275725"
"01-0211792"|"Lewiston-Auburn Children's Home"|"1275850"
"02-0709433"|"The Vincent Dowling Family Foundation Inc"|"1275855"
"03-0373845"|"Donato J Tramuto Foundation"|"1275857"
"02-0406826"|"TAMPOSI FOUNDATION"|"1292880"
"04-3298628"|"ROAF MEMORIAL FUND"|"1292885"
"04-3343529"|"THE ROBERT F STOICO/FIRSTFED CHARITABLE FOUNDATION"|"1292887"
"04-6412350"|"FRED W. WELLS TRUST FUND"|"1298151"
"04-6720803"|"HARPLEY FOUNDATION"|"1298153"
"04-3198713"|"RUSSELL-DAVIDSON FOUNDATION"|"1300532"
"04-3371516"|"AVIDIA CHARITABLE FOUNDATION, INC."|"1300534"
"04-6046113"|"ANSIN FOUNDATION"|"1300541"
"04-6614314"|"PATRICK CARNEY FOUNDATION"|"1300543"
"04-3511089"|"THE SHILLMAN FOUNDATION"|"1308788"
"02-6076262"|"THE MCININCH SCHOLARSHIP FUND 407385012"|"1312466"
"03-0374762"|"HUGIN FAMILY FOUNDATION INC"|"1313218"
"01-6138763"|"GLADYS F O'NEIL CHARITABLE TRUST"|"1315406"
"01-6020765"|"JEWISH COMMUNITY ENDOWMENT ASSOCIATES"|"1315876"
"04-3234201"|"WOLF & COMPANY, PC"|"1315883"
"04-6131201"|"FIDELITY FOUNDATION"|"1315885"
"02-6021464"|"ABBIE M GRIFFIN HOSPITAL FUND"|"1316151"
"04-3534471"|"Irene Stiver Scholarship Fund"|"1317362"
"05-0260671"|"BALLOU HOME FOR THE AGED"|"1317364"
"04-6004390"|"Wheelwright Scientific School"|"1337082"
"02-6077231"|"MERRIFIELD WOODIS IRRV TRUST 402726012"|"1348823"
"04-3254694"|"THE HAYNES FAMILY FOUNDATION INC"|"1348825"
"04-3676427"|"THE DUCKWORTH CHARITABLE FOUNDATION"|"1348830"
"04-6466327"|"GRACE B JONES CO TD BANK TAX DEPT"|"1348832"
"03-6048694"|"DOROTHY HASTINGS STUDENT AID FUND 430026013"|"1349057"
"01-0635531"|"THE NATALIE BAILEY & HERBERT J KIRSHNER FOUNDATION"|"1355868"
"01-0751429"|"THE DAVIS FAMILY FOUNDATION, INC."|"1357204"
"02-6004322"|"Trust uw Alvin Cross"|"1357206"
"02-6014968"|"BLANCHE A BRUCE TRUST UWO"|"1368295"
"04-2104284"|"HARVARD MUSICAL ASSOCIATION"|"1368302"
"04-6009066"|"FLORENCE L. MACKAY TRUST"|"1368320"
"04-2768239"|"YAWKEY FOUNDATION II"|"1370908"
"04-3355139"|"THE HENRY VINCENT COUPER CHARITABLE FOUNDATION"|"1370910"
"02-0678498"|"Carlton Hill Family Foundation Inc"|"1371192"
"04-2961763"|"FOUNDATION, INC."|"1372221"
"01-6007242"|"RALPH AND MARY SIMMONS WELFARE FND 10 -101160023000"|"1373366"
"02-6095307"|"RENY CHARITABLE FOUNDATION"|"1374159"
"04-6032023"|"BEAMAN FOUNDATION ELLEN M HARRINGTON TRUSTEE"|"1374177"
"04-2747025"|"HARRY L. BRADLEY JR CHARITABLE FUND"|"1409389"
"04-3528495"|"JAMES W. O'BRIEN FOUNDATION, INC."|"1409391"
"04-6096914"|"RUSSELL W S UW BEN G A RUSSELL"|"1409398"
"04-6768027"|"THE JOSEPH NOVAKOFF CHARITABLE FOUNDATION"|"1409405"
"04-3366125"|"IKEDA CENTER FOR PEACE LEARNING AND DIALOGUE INC"|"1410643"
"03-0345055"|"GEORGE W. MERGENS FOUNDATION"|"1410977"
"04-3400633"|"THE DURANT FAMILY FOUNDATION #0745364"|"1410979"
"04-6046234"|"HELEN G. BUDD MEMORIAL FUND"|"1410984"
"04-6069834"|"The Fragment Society"|"1410986"
"01-6009431"|"CARL E DANFORTH"|"1411804"
"04-2104808"|"MERRIMACK RIVER VALLEY HOUSE INC"|"1444194"
"02-6003957"|"RUSSELL T & OLIVE V BARTLETT TRUST 3020000764"|"1444644"
"04-6012091"|"EARLE P. CHARLTON TRUST"|"1444785"
"04-6528085"|"LEONARD & HILDA KAPLAN CHARITABLE FOUNDATION"|"1444803"
"01-0485964"|"JANET H & C HARRY KNOWLES FOUNDATION INC A/K/A KNOWLES SCIENCE TEACHING FD INC"|"1449799"
"01-0852699"|"TABAT FAMILY FOUNDATION INC"|"1449810"
"03-0363251"|"STOWE SWIMMERS FOUNDATION LTD, D/B/A THE SWIMMING HOLE"|"1449844"
"04-2104694"|"MARBLEHEAD FEMALE HUMANE SOCIETY INC"|"1449858"
"04-3107591"|"Harold and Anna S. Ullian Charitable Foundation"|"1449892"
"04-6552121"|"C.J.L. CHARITABLE FOUNDATION"|"1449919"
"04-2307820"|"BABSON-WEBBER-MUSTARD FUND"|"1480569"
"04-6820320"|"KINGSBURY ROAD CHARITABLE FOUNDATION"|"1480578"
"01-6048187"|"F ROGER MILLER TRUST"|"1482246"
"01-6070773"|"MUHS FLORENCE H IRREV TR"|"1482248"
"04-3293081"|"GERALD R JORDAN FOUNDATION"|"1482255"
"04-3388013"|"JORDAN TORCH FOUNDATION - TR"|"1482257"
"04-6019088"|"WILLIAM B WALKER TUW"|"1482264"
"04-6019184"|"GRACE H NOYES"|"1482266"
"04-6028223"|"JOHN H SANDERSON TUW"|"1482271"
"04-6046282"|"LEWIS & FRANCIS TIFFT TUA-BAY"|"1482273"
"04-6136421"|"MATILDA L HEYDT TUW"|"1482280"
"04-6232521"|"GRACE C JORDAN TUA"|"1482282"
"04-6397711"|"MAHONEY FOR ST PATRICK'S MANOR"|"1482289"
"04-6446179"|"BROOKS GRACE E TRUST"|"1482291"
"04-6779682"|"RUTH C M MASSON FD FOR CHARLTON"|"1482296"
"04-6814621"|"MILES & GERTRUDE HANSON FDN"|"1482298"
"04-6008332"|"ANDREW W PRESTON CHARITY FD TR"|"1498699"
"01-0557030"|"LINDSAY FAMILY FOUNDATION 58034730"|"1498735"
"01-6027530"|"ABNER F. MORISON TRUST FUND"|"1498742"
"01-6124732"|"CAROL AND DAVID HANCOCK CHARITABLE TRUST"|"1498744"
"02-6021132"|"M L BILLINGS TR FBO NH CHARITIES 3035009497"|"1498749"
"03-0307532"|"THE PIZZAGALLI FOUNDATION"|"1498751"
"03-6009332"|"Charitable Foundation of the Bryant Chucking Grinder Co."|"1498753"
"04-2866532"|"DARTHEA MORROW T/U/A"|"1498758"
"04-3407432"|"THE MITCHELL SCHOOL PARENT TEACHER COUNCIL TRUST"|"1498760"
"04-6018698"|"HENRIETTA F DEXTER TUW-DEXTER CH"|"1498767"
"04-6019531"|"JOHN DEFERRARI FOUNDATION"|"1498769"
"04-6040032"|"TRUSTEES OF SEARS AND OTHER FUNDS"|"1498776"
"04-6072097"|"TR U/A E ROBBINS-ROBBINS MEM"|"1498778"
"04-6164232"|"A V REOPELL TUA"|"1498783"
"02-0665786"|"ABRAHAM & RAIZEL EKSTEIN CHARITABLE"|"1358810"
"03-0395312"|"JULIE ANN WRIGLEY FOUNDATION INC"|"1358817"
"03-0474038"|"B & E gILMAN FAMILY FOUNDATION"|"1358819"
"04-2741943"|"S SYDNEY DEYOUNG FOUNDATION"|"1358824"
"04-3073023"|"Cummings Foundation Inc"|"1358826"
"04-3347626"|"The Schooner Foundation"|"1358835"
"04-3496159"|"LINDA P MARSH CHARITABLE FOUNDATION 15027659"|"1358842"
"04-3781316"|"THE KING AND I FOUNATION POLSTON"|"1358849"
"04-6004808"|"THE DEVONSHIRE FOUNDATION"|"1358851"
"04-6049776"|"WINNING HOME INC"|"1358853"
"04-6716517"|"THE KAPLAN GOLDSTEIN FAMILY FOUNDATION"|"1358858"
"04-6773335"|"Theodore H Cutler Family Trust"|"1358860"
"04-2648729"|"SWEATT WILLIAM H TR U/WILL"|"1382592"
"04-3528464"|"THE JOHANNA K AND JEFFREY T BLACK FOUNDATION"|"1382601"
"04-6240765"|"ROSE KNOOP TUA"|"1382615"
"04-6384971"|"FOX MARION TR U/WILL ART 4"|"1382617"
"04-6111827"|"TR UW G GORHAM PETERS 7567-07552007373"|"1403925"
"04-3138834"|"THE BLESSING WAY FOUNDATION INC"|"1404361"
"04-3446341"|"THE CHARLES AND CERISE JACOBS CHARITABLE FOUNDATION"|"1404377"
"04-3558239"|"THE FNSBIE FAMILY FOUNDATION"|"1404384"
"04-6019793"|"ALICE W MILES T/U/W-WORC HS"|"1407017"
"04-6089241"|"MABEL A. HORNE FUND FLEET NATIONAL BANK"|"1407026"
"04-6242439"|"OSCAR J. GEORGE TRUST 003077"|"1407031"
"04-6749251"|"FIELDS/HANNAGAN/WALTERS FNDN"|"1407033"
"01-0626611"|"WALTER PAYNE FOUNDATION"|"1435577"
"04-2306840"|"THE SWAN SOCIETY IN BOSTON INC"|"1435593"
"04-3721096"|"THE BLACK DOG FOUNDATION"|"1435613"
"04-6012766"|"AMERICAN MEMORIAL HOSPITAL INC."|"1435618"
"04-6905753"|"THE FISH FAMILY FOUNDATION"|"1435627"
"04-6923387"|"COGAN FAMILY FOUNDATION"|"1435629"
"04-3140238"|"The Stephen J. Hendrickson Foundation, Inc"|"1436722"
"01-0576324"|"STEVAN 7 CYNIHIA PEARCE CHARITABLE OUNDATION"|"1437215"
"02-0222124"|"ALEXANDER EASTMAN FOUNDATION"|"1437249"
"02-0434037"|"FOUNDATION FOR INFORMED MEDICAL DECISION MAKING INC"|"1437265"
"02-0586953"|"NEW HORIZONS SUPPORT FOUNDATIONINC"|"1437276"
"04-3336274"|"THE ROY F COPPEDGE III CHARITABLE FDN"|"1437456"
"04-3494831"|"Eos Foundation"|"1437474"
"03-0514974"|"THE WARREN & BERNICE HENSEL FOUNDATION"|"1473774"
"04-2104372"|"LATHROP HOME"|"1473776"
"04-3366804"|"Triton Foundation"|"1473781"
"04-3397500"|"HUNT ALTERNATIVES FUND"|"1473783"
"04-6033804"|"GRACE C B STEBBINS TUA"|"1473790"
"04-6058104"|"William B Rice Aid Fund Inc"|"1473792"
"04-6021172"|"NELSON & GERTRUDE HIBBARD TUA"|"1474324"
"04-6033910"|"LEWIS & FRANCIS TIFFT TUA-SPRING"|"1474326"
"01-0421912"|"Fore River Foundation"|"1474867"
"04-2714713"|"THE GUND ART FOUNDATION"|"1474869"
"02-0762912"|"THE GRAGG FOUNDATION"|"1475948"
"04-2121312"|"COOLIDGE HILL FOUNDATION"|"1475957"
"04-3494212"|"LAWRENCE & SUSAN DANIELS FAMILY FOUNDATION"|"1475973"
"04-6660214"|"THE ORCHARD FOUNDATION"|"1475980"
"04-6896914"|"NOVACK FAMILY FOUNDATION"|"1475982"
"03-0326934"|"Carris Corporate Foundation"|"1489141"
"04-6017426"|"A.C. Ratshesky Foundation"|"1489148"
"04-6020729"|"SARAH G MCCARTHY MEMORIAL FDN"|"1489150"
"04-6064025"|"THE ROSS WEBB FUND"|"1489157"
"04-6224489"|"TTEE U/A OF ELLICE M ENDICOTT"|"1489159"
"04-6678724"|"ANDREWS TR FUND-CHARITABLE SHS"|"1489166"
"01-0442078"|"MORTON-KELLY CHARITABLE TRUST"|"1491447"
"01-0810723"|"HARRY M MIRIAM C WILL C HORTON F"|"1491454"
"02-0497577"|"HNH FOUNDATION, INC."|"1491456"
"02-6005885"|"THE BARKER FOUNDATION INC."|"1491458"
"03-0536676"|"THE V & L MARX FOUNDATION"|"1491463"
"04-1841679"|"GILLESPIE FAMILY FDN I/AG 20-1132700"|"1491465"
"04-3557888"|"FELICIA M . DELORENZO SCHOLARSHIP FOUNDATION, INC. #0741869"|"1491474"
"04-6039593"|"THE AARON FOUNDATION"|"1491481"
"04-6307934"|"GLADYS REYNOLDS SA VOIE TR U/I"|"1491483"
"04-6036092"|"THEODORE EDSON PARKER FOUNDATION"|"1419082"
"04-6092890"|"WHITNEY MARY D TR U/WILL"|"1419452"
"04-3448695"|"The Ludes Family Foundation"|"1420363"
"02-0331198"|"RANNIE WEBSTER FOUNDATION"|"1420627"
"02-6006398"|"GEORGE A WENTWORTH 1994 TRUST 5129150"|"1420629"
"02-0759145"|"DOWNEY-SHORT FOUNDATION"|"1420870"
"03-6007183"|"FLECTHER FARM FOUNDATION, INC."|"1420872"
"03-0463941"|"THE A M FOUNDATION F/K/A USHER AND MIRIAM MEISELS FAMILY FOUNDATION"|"1422299"
"04-2683042"|"PERKINELMER FOUNDATION"|"1422301"
"04-6079166"|"Elisha V. Ashton Trust U/W"|"1422308"
"04-6609917"|"THE KELSEY TRUST"|"1422310"
"04-6014190"|"SALEM FEMALE CHARITABLE SOCIETY"|"1427681"
"01-0222218"|"HATTIE A AND FRED C LYNAM TRUST"|"1479046"
"01-0555919"|"GADDIS FAMILY FOUNDATION, INC."|"1479048"
"02-6175078"|"THISTLE & ROSE FOUNDATION"|"1479055"
"04-2748787"|"KENDRICK FOUNDATION"|"1479062"
"04-3078302"|"NORTHEAST CHARITABLE TRUST"|"1479064"
"04-6039187"|"EDWIN GINN TR-ART XV (11)"|"1479071"
"04-6183688"|"E MAURAN & J BEALS CHARITABLE TRUST"|"1479073"
"04-3237138"|"THE BROMLEY CHARITABLE TRUST"|"1501256"
"04-6067737"|"ABRAHAM KAPLAN CHARITABLE FOUNDATION"|"1501258"
"04-6533896"|"Elizabeth Whittemore Charitable Trust"|"1501260"
"05-0466295"|"TRUST U/W DIANA S ADELSON"|"1516616"
"02-6007760"|"J WILFRED ANCTIL FOUNDATION"|"1520694"
"04-2767462"|"FRANK M. BARNARD FOUNDATION , INC."|"1520696"
"04-6010266"|"CORNELIUS A & MURIEL P WOOD TUA"|"1520701"
"04-6020367"|"HENRY WALKER FOR OTHERS"|"1520703"
"04-3332966"|"BRISTOL COUNTY SAVINGS CHARITABLE FOUNDATION INC"|"1547143"
"04-2103796"|"HOWARD HOME TRUSTEES HOME FOR AGED MEN BROCKTON"|"1397124"
"04-3340295"|"THE WALLACE FAMILY FOUNDATION"|"1397249"
"04-3542674"|"PARKER FAMILY FOUNDATION"|"1397272"
"04-6026213"|"TTEE U/D OF GEORGE NORMAN ALBREE+"|"1397297"
"04-6026880"|"The Nichols Trust"|"1397299"
"04-6056778"|"North Attleboro Scholarship Foundation"|"1397308"
"04-6095808"|"BAILEY CO DECL 11 30 53 CHAR FD"|"1397313"
"04-6246000"|"BAYLEY HARRIET B TR U/IND"|"1397324"
"01-6008547"|"THE HORACE WILLIAMS MEMORIAL FUND KENNEBEC SAVINGS BANK, AGENT FOR TRUSTEE"|"1412307"
"04-6093047"|"WARREN FRANCES KNOWLES TR U/IND"|"1412316"
"04-6091533"|"LAWRENCE DANIEL W TR U/AGREE"|"1412973"
"04-6092036"|"RICHARDS HELEN R TR U/WILL"|"1412975"
"01-6209149"|"KENNETH LINDSAY FOUNDATION"|"1413943"
"02-6013556"|"CASEY FAMILY FOUNDATION"|"1413954"
"04-3464855"|"THOMAS S GUNNING SCHOLARSHIP FOUNDATION INC"|"1413993"
"04-3578370"|"NICHOLS VILLAGE INC"|"1414002"
"02-6046966"|"ADELE GIFFORD RESIDUARY TRUST 360888010"|"1416310"
"04-3464255"|"F. Felix Foundation"|"1416360"
"04-6039361"|"FISHER AND FUEL SOCIETY OF BEVERLY"|"1416365"
"04-6092559"|"REED FANNY B TR U/WILL"|"1416374"
"04-6093280"|"PETHYBRIDGE HARRY M-TR"|"1416376"
"04-6595469"|"SHAUGHNESSY CHARITABLE TRUST"|"1416385"
"01-6019033"|"MAX KAGAN FAMILY FOUNDATION"|"1452467"
"04-6694692"|"THE POUNDATION FOR AN AMERICAN VISION"|"1452726"
"04-6091333"|"BUSIEL FRANK E TR U/WILL"|"1454064"
"04-6046756"|"ROWLAND FOUNDATION INC."|"1454823"
"04-6470644"|"NEW BALANCE FOUNDATION"|"1454839"
"04-2103958"|"THE CAMBRIDGE HOMES"|"1460189"
"04-3444155"|"The Don & Manlyn Rodman Foundation"|"1460203"
"01-6027394"|"MARGARET J S KENNEDY TRUST"|"1470851"
"01-6136971"|"ALBERT H. YOUNG BANGOR SAVINGS BANK TRUSTEE"|"1473198"
"04-6019105"|"FREDERICK H GILLETT TUW-YMCA"|"1473207"
"04-6712607"|"ROBERT RIMMELE SCHOLARSHIP FD"|"1473214"
"01-6011506"|"ROBERT W. BELKNAR, MD, FREE BED FUND"|"1484928"
"03-0213310"|"RONALD TERRILL MEMORIAL FUND, INC."|"1484930"
"01-0537127"|"VIRGINIA HODGKINS SOMERS FOUNDATION, INC"|"1487011"
"03-0363118"|"THE JACK AND DOROTHY BYRNE FOUNDATION, INC."|"1487102"
"03-6071893"|"CASSIDY W.W. & ARMSTRONG M.C. TR 31V130014"|"1487104"
"04-2754324"|"CROCKETT JAMES UNDERWOOD"|"1487109"
"04-3533126"|"Wechsler Family Foundation"|"1487120"
"04-3801691"|"EISZNER FAMILY FOUNDATION"|"1487129"
"04-6056133"|"FUSARO CHARITABLE FOUNDATION, INC."|"1487134"
"04-6070226"|"GRIMES - KING FOUNDATION FOR THE ELDERLY"|"1487136"
"04-6607624"|"LOU H WILLEKE TUW"|"1487143"
"04-6834127"|"MORIARTY FAMILY CHARITABLE FOUNDATION TR ROWLAND T. & JANE F. MORIARTY, TRUSTEES"|"1487145"
"04-2660137"|"THE RICBAC FOUNDATION"|"1502630"
"04-3365869"|"BERKSHIRE BANK FOUNDATION, INC"|"1510341"
"04-3422869"|"FLORENCE SAVINGS CHARITABLE FOUNDATION, INC"|"1510343"
"01-0632263"|"WHITE LILY FOUNDATION"|"1513074"
"01-6225742"|"CHRIS HESS FOUNDATION"|"1513181"
"02-0788743"|"ELLIS FAMILY CHARITABLE FOUNDATION"|"1513183"
"03-0343444"|"VAILE & CLEAVELAND SCHOLARSHIP FUND 43V168019"|"1513190"
"03-6039645"|"ARTHUR J. WHITE & ALICE M. DEMOND 43C060019"|"1513192"
"04-3213639"|"THE TODD AND DEBORAH KRASNOW FOUNDATION"|"1513197"
"04-3408546"|"LOCHRIDGE-WATKINS CHARITABLE"|"1513201"
"04-3521246"|"MIDDLESEX SAVINGS CHARITABLE FOUNDATION, INC."|"1513206"
"04-3556844"|"BOSTON SCIENTIFIC FOUNDATION, INC."|"1513208"
"04-6018649"|"GRACE P MEEKINS TUW-SOUTH CONG"|"1513215"
"04-6024358"|"JOSEPH H STONE TR U/W TRINITARIAN CHURCH CAMBRIDGE TRUST COMPANY 1266881"|"1513217"
"04-6044945"|"HUNTER FAMILY CHARITABLE TRUST"|"1513222"
"04-6062249"|"ROTCH TRAVELING SCHOLARSHIP, INC."|"1513224"
"04-6139356"|"JESSIE GORDON SHERMAN TR. U/W"|"1513231"
"04-6245939"|"AYLING CHARLES L TR U/WILL"|"1513233"
"03-0435755"|"M W ARMISTEAD III FAMILY FOUNDATION"|"1529186"
"04-6118955"|"THE COVE CHARITABLE TRUST"|"1529191"
"04-6042267"|"FIORANGELO GASBARRI TRUST UW JAMES C BOWDRING TRUSTEE"|"1529970"
"04-2687384"|"CLIPPER SHIP FOUNDATION, INC."|"1530011"
"01-6009329"|"J.W.Robinson Weifare Trust"|"1530161"
"02-0718525"|"KOOK MIN HUR FOUNDATION"|"1530163"
"04-3404168"|"CHRISTOPHER R. YENS CHARITABLE FOUNDATION"|"1530170"
"04-6025012"|"TTEE U/I BY DANIEL O WOLFF"|"1530177"
"04-6027388"|"GUSTAVE HARTMAN T/U/W"|"1530179"
"04-6828957"|"JOSEPH & KATHERINE O'DONNELL CHARITABLE TRUST"|"1530186"
"02-0691130"|"LEWIN FAMILY FOUNDATION"|"1558525"
"03-6005799"|"GEORGE A DASCOMB CHARITABLE EXEMPT TRUST"|"1558530"
"04-3722125"|"MAJESTIC REALTY FOUNDATION"|"1558539"
"01-0446023"|"The Bank of Maine Charitable Foundation"|"1567758"
"02-0519941"|"LEIGHTON FAMILY FOUNDATION"|"1567790"
