"C_EIN"|"C_Org_Name"|"XML_DOCUMENT_ID"|"SUPPLEMENT"
"01-0648145"|"ORTHOCAROLINA RESEARCH INSTITUTE INC"|"1663836"|""
"01-0686634"|"DREAM CENTER OF LAKELAND INC"|"1663837"|""
"01-0729039"|"NORTHEAST WILDERNESS TRUST CORPORATION"|"1663838"|""
"01-0441229"|"DOWN EAST AIDS NETWORK INC"|"1664196"|""
"01-0713126"|"NORTH RIVER CARE INC"|"1664197"|""
"01-0798626"|"Harnson Center for the Arts Inc"|"1664198"|""
"01-0453264"|"Maine Tree Foundation"|"1665366"|""
"01-0741733"|"INTERNATIONAL PARTNERSHIP FOR MICROBICIDES INC"|"1665368"|"PART II-B, LINE 1 CONTRACTED WITH AN INDIVIDUAL TO ADVOCATE FOR AN INCREASE IN US GOVERNMENT MONIES DEDICATED TO MICROBICIDE RESEARCH AND DEVELOPMENT AND ACCESS THIS GOAL WAS ACCOMPLISHED THROUGH THE DEVELOPMENT OF A LEGISLATIVE STRATEGY MONITORING HOUSE AND SENATE APPROPRIATIONS SUBCOMMITTEES TO ENSURE THAT NECESSARY LANGUAGE IS INCLUDED IN BILLS, MEETINGS WITH POLICYMAKERS AND THEIR STAFFS, AND CULTIVATING ALLY GROUPS AND CONSTITUENT MOBILIZATION"
"01-0211546"|"Community Health and Nursing Services"|"1666111"|""
"01-0237721"|"UNIVERSITY OF MAINE PULP & PAPER FOUNDATION"|"1666112"|""
"01-0579367"|"TURNING POINT COMMUNITY SERVICES INC"|"1666113"|""
"01-0724403"|"Wild Waterways Conservancy Inc"|"1666114"|""
"01-0764022"|"MillerCoors LLC Long-Term Disability & Survivor Income Benefit Plan Trust"|"1666115"|""
"01-0815503"|"PLYMOUTH BAY HOUSING CORPORATION"|"1666116"|""
"01-6133041"|"MAINE FINANCIAL INSTITUTIONS EMPLOYEE BENEFITS TRUST"|"1668195"|""
"01-0211567"|"YOUNG MEN'S CHRISTIAN ASSOCIATION OF LEWISTON-AUBURN"|"1669106"|""
"01-0100593"|"KENNEBUNK RIVER CLUB"|"1669548"|""
"01-0353352"|"NEW MARBLEHEAD SENIORS HOUSING CORP"|"1669550"|""
"01-0461075"|"MARIAN MOVEMENT OF PRIESTS"|"1669551"|""
"01-0631361"|"Washington International School"|"1669555"|""
"01-0765675"|"JOAN MALE FAMILY SUPPORT CENTER FOUNDATION"|"1669557"|""
"01-0938793"|"BETHEL FOUNDATION OF OSHKOSH INC"|"1669559"|""
"01-0974882"|"Faith & Dreams Academy Inc"|"1669561"|""
"01-6208491"|"SEDGWICK CLAIMS MANAGEMENT SERVICES INC WELFARE BENEFITS PLAN"|"1669563"|""
"01-0550458"|"STOCKDALE VOLUNTEER FIRE DEPARTMENT"|"1673200"|""
"01-0611469"|"FRIENDS OF FIREFIGHTERS INC"|"1673201"|""
"01-0833168"|"UNIVERSITIES ALLIED FOR ESSENTIAL MEDICINES CORP"|"1674827"|""
"01-0155360"|"MAINE BANKERS ASSOCIATION"|"1675292"|"PART I-A, LINE 1 IN 2013 ABOUT 20% OF DUES WERE ALLOCATED TOWARDS LOBBYING ACTIVITIES FOR THE PROMOTION OF THE BANKING INDUSTRY"
"01-0186375"|"YORK HARBOR READING ROOM"|"1675942"|""
"01-0425071"|"Friends of Acadia"|"1675943"|""
"01-0485474"|"TELESIS HOUSING CORPORATION"|"1675944"|""
"01-0582371"|"SUNSHINE SOCIAL SERVICES INC"|"1675946"|""
"01-0628076"|"GIRLS ON THE RUN OF SILICON VALLEY INC"|"1675947"|""
"01-0755874"|"MANZANO MOUNTAIN EARLY LEARNING CENTER"|"1675948"|""
"01-0771671"|"SUB-SAHARAN AFRICAN YOUTH AND FAMIL"|"1675949"|""
"01-0669290"|"Bgichertown Land Trust, Inc."|"1676782"|""
"01-0213979"|"EASTPORT MEMORIAL HOSPITAL"|"1677145"|""
"01-0540180"|"Hospice of Southern Maine"|"1677147"|"National Hospice and Palliative Care Organization portion of dues paid allocated to lobbying activities was $512 Home Care and Hospice Alliance of Maine portion of dues paid allocated to lobbying activities was $330"
"01-0599278"|"LIFELINE ANIMAL PROJECT, INC."|"1677148"|""
"01-0693679"|"LONG ISLAND MEDICAL FOUNDATION INC"|"1677149"|""
"01-0849087"|"Open Space Alliance for North Brooklyn Inc"|"1677150"|""
"02-0103680"|"American Guernsey Association"|"1677151"|""
"02-0172481"|"NEW HAMPSHIRE MOTOR TRANSPORT ASSOC"|"1677152"|""
"01-0211486"|"MT DESERT ISLAND YMCA"|"1678430"|""
"01-0279387"|"Pine Tree Legal Assistance Inc"|"1678431"|""
"01-0342353"|"FALMOUTH ELDERLY HOUSING CORPORATION"|"1678432"|""
"01-0430078"|"DOWNEAST COASTAL CONSERVANCY"|"1678433"|""
"01-0449348"|"The Cobscook Community Learning Center"|"1678434"|""
"01-0463255"|"Maine Sheriffs Association"|"1678435"|""
"01-0505695"|"BOSSOV BALLET THEATRE BOSSOV BALLET THEATR"|"1678437"|""
"01-0602578"|"VISION 21 LEARNING CENTER INC"|"1678439"|""
"01-0621494"|"NEIGHBORHOOD LEADERSHIP INSTITUTE"|"1678441"|""
"01-0729555"|"First Defense Legal Aid"|"1678444"|""
"01-0771966"|"Fibromuscular Dysplasia Society of America Inc"|"1678445"|""
"01-0825899"|"Dalton Convention and Visitors Bureau"|"1678446"|""
"01-0931463"|"Protecting Our Children Outreach"|"1678448"|""
"01-0964759"|"Ho'okipalpal LLC"|"1678449"|""
"01-6129359"|"Weathervane Seafoods Health & Welfare Trust"|"1678451"|""
"01-6196051"|"INTERNATIONAL BROTHERHOOD OF TEAMSTERS VOLUNTARY EMPLOYEE BENEFITS TRUST"|"1678452"|""
"01-0267392"|"MAINE CHILDREN'S HOME FOR LITTLE WANDERERS"|"1683142"|""
"01-0523390"|"Senator George J Mitchell Scholarship Research Institute"|"1683144"|""
"01-0562689"|"Tnangle Lightning"|"1683145"|""
"01-0573988"|"PROGRESSIVE ARTS ALLIANCE INCORPORATED"|"1683146"|""
"01-0670794"|"TOGETHER ENHANCING AUTISM AWARENESS IN MISSISSIPPI"|"1683147"|""
"01-0718987"|"DEKALB AQUATICS SWIM TEAM INC"|"1683148"|""
"01-6011487"|"PINE TREE STATE 4-H FOUNDATION UNIVERSITY OF MAINE"|"1683149"|""
"01-0211798"|"MOUNT DESERT NURSING ASSOCIATION"|"1684261"|""
"01-0261795"|"FIVE COUNTY CREDIT UNION"|"1684262"|"PART I-A,LINE 1 $3,198 OF THE DUES PAID BY FIVE COUNTY CREDIT UNION TO THE MAIN CREDIT UNION LEAGUE IN 2013 WERE USED TOWARDS LEGISLATIVE ACTION TRAVEL EXPENSES TOTALED $2,614 FOR THE TRIP TO WASHINGTON,DC"
"01-0966096"|"Maryland Dental Action Coalition Inc"|"1684263"|""
"01-0274998"|"Mount St Joseph"|"1684657"|"Part II-B, Line 1 A portion of various association dues paid during the year pertained to lobbying activities"
"01-0888847"|"BETHEL TOWERS INC"|"1684659"|""
"01-0547255"|"UAWLOCAL 3999"|"1686261"|""
"01-0621493"|"ALS THERAPY ALLIANCE INC"|"1686591"|""
"01-0706799"|"GREEN BLUE INSTITUTE"|"1686592"|""
"02-0223176"|"NEW HAMPSHIRE MEDICAL SOCIETY"|"1686593"|"EXPLANATION: THE SOCIETY'S INDIRECT INVOLVEMENT IN POLITICAL CAMPAIGNS IS PRIMARILY FOR EMPLOYEES AND MEMBERS OF THE SOCIETY TO ATTEND POLITICAL FUNDRAISERS 29 ORGANIZATIONS RECEIVED CONTRIBUTIONS AVERAGING 5180 (WITH ONLY ONE LARGER THAN $500) PREDOMINANTLY TO CAMPAIGNS FOR STATE OFFICE (DETAIL LIST OF RECIPIENTS AVAILABLE UPON REQUEST)"
"01-0932008"|"A+ A PLUS"|"1688792"|""
"01-0211551"|"ST MARY'S REGIONAL MEDICAL CENTER"|"1689254"|"PART II-B, LINE 1 ST MARY'S REGIONAL MEDICAL CENTER IS A MEMBER OF THE MAINE HOSPITAL ASSOCIATION AND A PORTION OF THE DUES PAID IN THE AMOUNT OF$12,504 WAS USED FOR LOBBYING ST MARY'S ALSO PAID FMJ GOVERNMENTAL AFFAIRS $ 15,200 FOR LOBBYING ACTIVITY"
"02-0222215"|"ST JOSEPH HOSPITAL"|"1689255"|"PART II-B, LINE 1 A PORTION OF THE DUES PAID TO THE NH HOSPITAL ASSOCIATION, CATHOLIC HEALTH ASSOCIATION AND THE AMERICAN HOSPITAL ASSOCIATION ARE USED FOR LOBBYING PURPOSES"
"01-0488811"|"MAINE STATE GOLF ASSOCIATION INC"|"1690157"|""
"01-0786312"|"Missouri Valley Eclipse Amateur Athletic Club"|"1690158"|""
"01-0836208"|"HAND IN HAND MANO EN MANO"|"1691504"|""
"01-0916403"|"NATIONAL GRASSROOTS ADVOCACY INC"|"1691505"|""
"01-0211814"|"YOUNG MEN'S CHRISTIAN ASSOCIATION SANFORD-SPRINGVALE"|"1692071"|""
"01-0215915"|"HANCOCK COUNTY TRUSTEES OF PUBLIC RESERVATIONS"|"1692072"|""
"01-0427824"|"WATERSHED CENTER FOR THE CERAMIC ARTS"|"1692073"|""
"01-0549023"|"PHARMACEUTICAL SECURITY INSTITUTE INC"|"1692076"|""
"01-0633520"|"PINK RIBBONS PROJECT"|"1692078"|""
"01-0688221"|"FILM CLIPS SPIRIT OF AMERICA"|"1692079"|""
"01-0216933"|"MAINE MEDICAL ASSOCIATION"|"1694186"|""
"01-0270233"|"Blue Hill Society for Aid to Children Inc"|"1694187"|""
"01-0478004"|"THE MAINE NARROW GAUGE RAILROAD AND INDUSTRIAL HERITAGE TRUST"|"1694188"|""
"01-0521521"|"PISCATAQUIS COUNTY ECONOMIC DEVELOP P C E D C"|"1694189"|""
"01-0527022"|"MAINE DISCOVERY MUSEUM"|"1694190"|""
"01-0572814"|"HOUSTON TEXANS FOUNDATION"|"1694191"|""
"01-0596305"|"RESCUEGROUPSORG INC"|"1694192"|""
"01-0621802"|"CAMDEN FIRST COMMUNITY DEVELOPMENT"|"1694194"|""
"01-0638903"|"Inliquidcom Inc"|"1694196"|""
"01-0697206"|"LHASA HAPPY HOMES RESCUE INC"|"1694197"|""
"01-0708733"|"DEMOCRACY NOW PRODUCTIONS, INC"|"1694198"|""
"01-0788905"|"MASTER BREWERS ASSOCIATION OF THE AMERICAS INC"|"1694199"|""
"01-6021200"|"COASTAL HUMANE SOCIETY INC"|"1694202"|""
"01-0468832"|"MUNICIPAL REVIEW COMMITTEE INC"|"1698130"|""
"01-0214017"|"JESUP MEMORIAL LIBRARY"|"1699288"|""
"01-0241528"|"SOUTHWEST HARBOR LIBRARY"|"1699289"|""
"01-0286541"|"Maine Dental Service Corporation"|"1699290"|""
"01-0317232"|"UNITED SOCIETY OF SHAKERS SABBATHDAY LAKE INC"|"1699291"|""
"01-0356732"|"CARRIAGE MUSEUM OF AMERICA, INC."|"1699292"|""
"01-0463028"|"PORTLAND TRAILS"|"1699293"|""
"01-0473601"|"Washington Library Association"|"1699294"|""
"01-0514334"|"TD Bank Beach to Beacon 10K Inc"|"1699295"|""
"01-0535534"|"SOMERSET ECONOMIC DEVELOPMENT ECONOMIC DEVELOPMENT"|"1699296"|""
"01-0588839"|"THE MIDDLETOWN TOWNSHIP CULTURAL AND ARTS COUNCIL INC"|"1699297"|""
"01-0722641"|"Shenffs Memorial & Benevolent Society of Travis County"|"1699299"|""
"01-0781234"|"The Moore Free Care Clinic Inc"|"1699300"|""
"01-0212435"|"St Joseph Hospital"|"1702550"|"Part II-B, Line 1 American Hospital Association dues paid was $26,763, of which 23 98% ($6,418) was available for lobbying activities Maine Hospital Association dues paid was $52,543, of which 16 90% ($8,880) was available for lobbying activities During 2013, members of the Board of Directors of St Joseph Hospital contacted various members of the State of Maine legislature to discuss the importance of Medicaid expansion under the Affordable Care Act The Director of Community Networks made occasional trips to A ugusta to meet with State legislators during legislative sessions Incidental funds ($500) were expended in this effort Also during 2013, St Joseph Hospital, along with other regional healthcare providers, hosted a breakfast for area members of the State of Maine legislature to discuss the importance of Medicaid expansion under the Affordable Care Act Direct expenditures and the value of staff compensation for this event did not exceed $500"
"01-0553641"|"South Carolina United Methodist Camps and Retreat Ministnes"|"1703094"|""
"01-0814641"|"FUSION (FRIENDS UNITED TO SHELTER THE INDIGENT OPPRESSED & NEEDY)"|"1703095"|""
"01-0425115"|"MID-MAINE HOMELESS SHELTER"|"1705926"|""
"01-0712431"|"HILLSIDE FOOD OUTREACH INC"|"1705928"|""
"01-0749726"|"LIVER INSTITUTE AND FOUNDATION FOR"|"1705929"|""
"01-6010506"|"UA Local 716 Health & Welfare Trust Fund"|"1705931"|""
"01-0131335"|"Oak Grove Cemetery Association"|"1710004"|""
"01-0504725"|"ELDERCARE NETWORK OF LINCOLN COUNTY"|"1710005"|""
"01-0276862"|"United Way of York County"|"1710810"|""
"01-0909860"|"COMMUNITY CONNECTIONS OF NY INC"|"1710811"|""
"01-0368070"|"THE WILLIAM A FARNSWORTH LIBRARY AND ART MUSEUM INC"|"1711413"|""
"01-6231970"|"MEDICAL EXPENSE REIMBURSEMENT PLAN OF THE BURBANK EMPLOYEES RETIREE MEDICAL TRUST"|"1711418"|""
"01-0216328"|"EVERGREEN CREDIT UNION"|"1712442"|""
"01-0531223"|"JORDAN BAY PLACE"|"1712443"|""
"01-0927325"|"ELECTRIFICATION COALITION ALLIANCE"|"1712444"|""
"02-0196520"|"BELLWETHER COMMUNITY CREDIT UNION"|"1712445"|""
"01-0422885"|"Altemative Health Services"|"1713322"|""
"01-0599150"|"REACHING U A FOUNDATION FOR URUGUAY"|"1713323"|""
"01-0022415"|"Kennebec Valley Chamber of Commerce"|"1716625"|""
"01-0204000"|"MAINE STATE EMPLOYEES ASSOCIATION"|"1716626"|"PART I-A, LINE 1: CONTRIBUTIONS TO RELATED SECTION 527 ENTITY."
"01-0211812"|"BATH AREA FAMILY YMCA"|"1716627"|""
"01-0212442"|"PINE TREE SOCIETY FOR HANDICAPPED CHILDREN AND ADULTS INC"|"1716628"|""
"01-0224138"|"ROCKLAND FESTIVAL CORPORATION"|"1716629"|""
"01-0263908"|"SKOWHEGAN SCHOOL OF PAINTING AND SCULPTURE INC"|"1716630"|""
"01-0275734"|"ASSOCIATED GENERAL CONTRACTORS OF MAINE INC"|"1716631"|"PART I-C, LINE 5 THE ASSOCIATED GENERAL CONTRACTORS OF MAINE, INC (AGC)ADVANCES THE LEGISLATIVE AGENDA BY WORKING WITH ELECTED OFFICIALS AT THE LOCAL LEVELS THE GOAL IS TO PROTECT AND DEFEND THE INTERESTS OF THE CONSTRUCTION INDUSTRY BY ENSURING FAIR PROCUREMENT PROCEDURES, TO MAKING SURE THERE IS ADEQUATE FUNDING FOR ROADS, BRIDGES AND SCHOOLS, TO REGULATORY ISSUES OF THE AGC MEMBER COMPANIES"
"01-0318746"|"BELFAST AREA CHAMBER OF COMMERCE"|"1716632"|""
"01-0401717"|"The Ark"|"1716634"|""
"01-0415961"|"Veterans For Peace Inc"|"1716635"|""
"01-0436841"|"BANGOR HYDRO ELECTRIC COMPANY VEBA TRUST"|"1716636"|""
"01-0462738"|"UA Local 716 Apprenticeship & Training"|"1716637"|""
"01-0504905"|"GULF OF MAINE RESEARCH INSTITUTE"|"1716639"|"PART II-B, LINE 1 THE ORGANIZATION RETAINED AN OUTSIDE CONSULTING FIRM WITH RESPECT TO STATE LOBBYING AND STATE GOVERNMENTAL ACTIVITIES ($12,300) AND INCURRED INDIRECT COSTS OF $5,904"
"01-0516646"|"NORTHWEST ATLANTIC MARINE ALLIANCE INC"|"1716640"|""
"01-0532229"|"NEW ENGLAND RURAL HEALTH ROUNDTABLE"|"1716641"|""
"01-0532938"|"DOWNEAST SALMON FEDERATION"|"1716642"|""
"01-0544421"|"Oxford Hills Chnstian Academy"|"1716643"|""
"01-0545442"|"Fnends of the Cobbossee Watershed"|"1716644"|""
"01-0562526"|"Assoc of Community Pharmacists Inc"|"1716645"|""
"01-0576305"|"ANNALS OF FAMILY MEDICINE INC"|"1716646"|""
"01-0578709"|"WOMEN'S ENEWS"|"1716647"|""
"01-0652445"|"RODNEY STREET TENNIS AND TUTORING ASSOCIATION INC"|"1716649"|""
"01-0657646"|"International Apostolic Missions"|"1716650"|""
"01-0681241"|"CERTIFIED FUNCTIONAL SAFETY EXPERT GOVERNANCE BOARD INC"|"1716651"|""
"01-0725409"|"AMERICAN PILGRIMS ON THE CAMINO"|"1716652"|""
"01-0734263"|"LEE & HERMAN OSTROW FAMILY FOUNDATION"|"1716653"|""
"01-0803109"|"INTERNATIONAL SEMATECH MANUFACTURING INITIATIVE INC"|"1716655"|""
"01-0811961"|"INTERNATIONAL ASSOCIATION OF SOFTWARE ARCHITECTS"|"1716656"|""
"01-0890941"|"LAHAK HANOCHOS INC"|"1716657"|""
"01-6004404"|"United Way of Kennebec Valley"|"1716658"|""
"01-0215913"|"BUCK MEMORIAL LIBRARY"|"1724067"|""
"01-0561114"|"POST TRANSPLANT FOUNDATION"|"1724068"|""
"01-0127336"|"NEW AUBURN SOCIAL CLUB INC"|"1724967"|""
"01-0416936"|"Vinalhaven Land Trust Inc"|"1724968"|""
"01-0445336"|"Pope Memorial Humane Society of Knox Co."|"1724969"|""
"01-0527319"|"Northern Maine Independent System Administrator Inc"|"1724970"|""
"01-0679411"|"AMERICAN FRIENDS OF RETORNO"|"1724971"|""
"01-0752319"|"PITTSBURGH REGIONAL HEALTHCARE INITIATIVE"|"1724972"|""
"01-0367791"|"United Perenscot Housing, Inc."|"1726184"|""
"01-0484568"|"Oxford Hills Food Pantry"|"1726422"|""
"01-6016268"|"Tardiff Belanger Post #39, The Amencan Legion"|"1726423"|""
"01-0736063"|"Mc Closkey Family Foundation Inc"|"1727237"|""
"01-0211784"|"CAMP KETCHA"|"1728730"|""
"01-0287624"|"HOME INC"|"1728731"|""
"01-0382451"|"WHITNEY BROOKSIDE CORPORATION"|"1728732"|""
"01-0531224"|"FIVE GRAHAM STREET"|"1728733"|""
"01-0549750"|"FLORIDA ASSISTED LIVING AFFILIATION INC"|"1728735"|""
"01-0598053"|"Sears Brazos Retirement Corporation"|"1728736"|""
"01-0606353"|"MIDWEST REGION LABORERS'-EMPLOYERS' COOPERATION & EDUCATION TRUST"|"1728737"|""
"01-0684347"|"IN ARMS REACH INC"|"1728738"|""
"01-0710884"|"CHRISTIAN OUTDOOR ALLIANCE INC"|"1728739"|""
"01-0729151"|"HEALTHPLUS PARTNERS INC"|"1728740"|""
"01-0730325"|"THE MOUNT KENYA ACADEMY FOUNDATION, INC."|"1728741"|""
"01-0803184"|"CHRIST ENRICHMENT CENTER INC"|"1728742"|""
"01-0884383"|"MILAGRE KIDS SCHOOLS INC"|"1728743"|""
"01-0925282"|"HERO House"|"1728744"|""
"01-6011483"|"PORTLAND FIREFIGHTERS' UNION LOCAL #740"|"1728745"|""
"01-6017053"|"MAINE MEDICAL EDUCATION FOUNDATION"|"1728746"|""
"01-0370716"|"SPURWINKRI"|"1733154"|"PART II-B, LINE 1 CHANGES WE RE IMPOSED BY THE RHODE ISLAND DEPARTMENT OF BEHAVIORAL HEALTHCARE, DEVELOPMENTAL DISABILITIES AND HOSPITALS WHICH HAVE EFFECTED THE ORGANIZATION A PORTION OF THE EXECUTIVE DIRECTOR'S TIME WAS SPENT LOBBYING A PROPORTIONATE AMOUNT OF HIS SALARY HAS BEEN ALLOCATED TO LOBBYING ACCORDINGLY"
"01-0635317"|"Hooster Owners and Providers for the Elderly, LLC"|"1733155"|""
"01-0803117"|"ATRIUS HEALTH INC"|"1733156"|"PART II-B, LINE 1 ATRIUS HEALTH IS A 501 (C)(3) ORGANIZATION THAT SUPPORTS ITS AFFILIATED GROUPS TO IMPROVE THE HEALTH OF THEIR PATIENTS AND COMMUNITIES IN FULFILLMENT OF THE ABOVE MISSION, ATRIUS HEALTH ADVOCATES ON A NUMBER OF ISSUES ON BEHALF OF OUR CLINICIANS AND PATIENTS ON ISSUES SUCH AS PAYMENT REFORM, HEALTH CARE REFORM AND HEALTH INFORMATION TECHNOLOGY THE OFFICE OF EXTERNAL AFFAIRS DIRECTS THESE ACTIVITIES AND COORDINATES OUR ADVOCACY EFFORTS IN THIS REGARD ON OCCASION, ATRIUS HEALTH PROVIDES WRITTEN CORRESPONDENCE AND TESTIMONY TO LEGISLATORS AND MEETS WITH STATE AND LOCAL LEGISLATORS AND OFFICIALS ON AS-NEEDED BASIS THE GOVERNMENT RELATIONS MANAGER AND CHIEF EXTERNAL AFFAIRS OFFICER ARE REGISTERED WITH THE STATE AS LOBBYISTS, IN ACCORDANCE WITH STATE LAW ATRIUS HEALTH ALSO UTILIZES THE SERVICES OF TWO OUTSIDE CONSULTANTS, ONE OF WHOM ASSISTED SOLELY ON STATE MATTERS AND THE SECOND DEVOTED TO FEDERAL ADVOCACY MATTERS THESE CONSULTANTS, ON BEHALF OF ATRIUS HEALTH, PROVIDED PERIODIC UPDATES ON PENDING LEGISLATION AND REGULATIONS, FOLLOWED UP WITH GOVERNMENT AGENCIES AND LEGISLATORS AND THEIR STAFF ON ISSUES, AND ASSISTED IN SETTING UP MEETINGS"
"01-0810218"|"LITTLE RIVER CHAMBER OF COMMERCE AND VISITORS CENT"|"1733157"|""
"01-0750822"|"TMG FOUNDATION"|"1734709"|""
"01-0213357"|"DOWN EAST CREDIT UNION"|"1736132"|""
"01-0244457"|"NEW ENGLAND ELECTRIC RAILWAY HISTORICAL SOCIETY"|"1736133"|""
"01-0288480"|"THREE RIVERS AMBULANCE SERVICE"|"1736134"|""
"01-0425010"|"Camp Runoia Alumnae Organization"|"1736135"|""
"01-0427323"|"THE GENERAL HENRY KNOX MUSEUM"|"1736136"|""
"01-0438881"|"SHADY NOOK IMPROVEMENT ASSOCIATION INC"|"1736137"|""
"01-0493230"|"PROJECT SHARE"|"1736138"|""
"01-0499730"|"AMERICAN LIGHTHOUSE FOUNDATION"|"1736139"|""
"01-0557881"|"GRANDIN THEATRE FOUNDATION INC"|"1736140"|""
"01-0617023"|"CENTER OF LIFE"|"1736141"|""
"01-0735797"|"HOMELAND PROTECTION INSTITUTE, LTD."|"1736142"|""
"01-0778873"|"EASTON MOUNTAIN, INC."|"1736143"|""
"01-0851830"|"REGULATORY COMPLIANCE ASSOCIATION"|"1736144"|""
"01-0921490"|"IDIGNITY INC"|"1736145"|""
"01-0963657"|"NATIONAL MEDICAL FELLOWSHIPS, INC."|"1736146"|""
"01-6019452"|"AMERICAN LEGION LIBBY-MITCHELL POST 76"|"1736148"|""
"01-6254546"|"SEIU HEALTHCARE PA TRAINING & EDUCATION FUND"|"1736149"|""
"02-0214073"|"AMERICAN LEGION ROBERT G DURGIN POST #6"|"1736150"|""
"01-0170013"|"SHRINERS INTERNATIONAL"|"1742404"|""
"01-0211569"|"YWCA OF MOUNT DESERT ISLAND"|"1742405"|""
"01-0238760"|"BRICK STORE MUSEUM INC"|"1742406"|""
"01-0264870"|"CHRISTMAS COVE IMPROVEMENT ASSOCIATION"|"1742407"|""
"01-0347068"|"POLAND SPRING PRESERVATION SOCIETY"|"1742408"|""
"01-0416974"|"FRANNIE PEABODY CENTER"|"1742409"|""
"01-0505456"|"Sail Maine"|"1742410"|""
"01-0565671"|"The San Diego River Park Foundation"|"1742412"|""
"01-0571960"|"UECDF CORPORATION"|"1742413"|""
"01-0604413"|"THE FOUNDATION OF ST. LAWRENCE NYSARC, INC."|"1742414"|""
"01-0619670"|"FOUNDATION FOR THE CHALLENGED"|"1742415"|""
"01-0704374"|"BENDERS LANDING PROPERTY OWNERS ASSOCIATION"|"1742417"|""
"01-0740113"|"KHMER ARTS ACADEMY"|"1742418"|""
"01-0843142"|"SCUBANAUTS INTERNATIONAL, INC"|"1742420"|""
"01-0851113"|"LIFELINX CORPORATION"|"1742421"|""
"01-0865460"|"SAN MARINO COMMUNITY ATHLETICS ASSOCIATION"|"1742423"|""
"01-0904345"|"PHOENIX LODGE 2 FRATERNAL ORDER OF POLICE"|"1742424"|""
"01-3253364"|"SPONTANEOUS CELEBRATIONS INC"|"1742425"|""
"01-6020566"|"WALDO COMMUNITY ACTION PARTNERS"|"1742426"|""
"02-0214113"|"AMERICAN LEGION POST"|"1742427"|""
"01-0211513"|"THE JACKSON LABORATORY"|"1749256"|"LOBBYING ACTIVITY BY NON- ELECTING 501(C)(3) ORGANIZATION PART II-B, LINE 1G THE TOTAL LOBBYING EXPENSE FOR THE YEAR ENDED DECEMBER 31, 2013 WAS $188,554, WHICH WAS AN ALLOCATION OF EMPLOYEE COMPENSATION FOR LOBBYING ACTIVITIES AND $10,000 FOR AN ENGAGEMENT WITH THE PETRIZZO GROUP INC, OF WASHINGTON DC TO ARRANGE INTRODUCTIONS WITH PROGRAM OFFICERS IN VARIOUS FEDERAL AGENCIES"
"01-0228578"|"SPRINGVALE SOCIAL CLUB"|"1749257"|""
"01-0332278"|"BRADFORD HOUSING CORP"|"1749259"|""
"01-0344891"|"FRANKLIN COUNTY ANIMAL SHELTER"|"1749260"|""
"01-0360077"|"NEW BEGINNINGS INC"|"1749261"|""
"01-0380271"|"WESTMAN VILLAGE INC"|"1749262"|""
"01-0488477"|"RIVERVIEW FOUNDATION"|"1749263"|""
"01-0570543"|"EAST ARKANSAS ENTERPRISE COMMUNITY"|"1749264"|""
"01-0572077"|"ENABLE AMERICA INC"|"1749265"|""
"01-0588077"|"DEMOCRATIC FARMER LABOR PARTY BUILDING FUND"|"1749266"|""
"01-0637743"|"MOST VALUABLE KIDS INC"|"1749267"|""
"01-0674195"|"CYPRESS LANDING GOLF CLUB"|"1749268"|""
"01-0693398"|"The Center Helping Obesity in Children End Successfully Inc"|"1749269"|""
"01-0740393"|"THE RENAISSANCE SCHOOL"|"1749270"|""
"01-0801476"|"AFRICAN GENESIS CORRECTIVE HISTORY"|"1749271"|""
"01-0824387"|"STOP THE SILENCE: STOP CHILD SEXUAL ABUSE, INC."|"1749272"|""
"01-0824477"|"JESUS TEAM MINISTRIES INC"|"1749273"|""
"01-0842491"|"Old Rochester Community Television Inc"|"1749274"|""
"01-0867393"|"CR JRS CHIP"|"1749275"|""
"01-0955391"|"LITTLE BEANS PRESCHOOL CORPORATION"|"1749276"|""
"01-6014288"|"KENNEBUNKPORT HISTORICAL SOCIETY"|"1749277"|""
"01-0039552"|"CAMDEN YACHT CLUB"|"1754548"|""
"01-0140290"|"PINE GROVE CEMETERY CORPORATION"|"1754549"|""
"01-0244035"|"PARKVIEW ADVENTIST MEDICAL CENTER"|"1754550"|"SCHEDULE C, PART II - B, LINE 1I APORTION OF THE DUES PAID TO PROFESSIONAL AND BUSINESS ASSOCIATIONS ARE ALLOCATED TO LOBBYING ON MATTERS OF IMPORTANCE TO THEIR GENERAL MEMBERSHIP"
"01-0372429"|"Falmouth ConservationTrust"|"1754551"|""
"01-0528831"|"Waterfall Arts"|"1754552"|""
"01-0545327"|"Penobscot Valley Hospital"|"1754553"|"Part II-B, Line 1 The Organizaton Pays dues to the Maine Hospital Association and the American Hospital Association A portion of dues paid to the Maine Hospital Association ($4,158) and American Hospital Association ($615) were attributable to lobbying expenses"
"01-0595129"|"CALIFORNIA ISSUES FORUM"|"1754554"|""
"01-0661535"|"SD PROPERTIES INC"|"1754555"|""
"01-0687133"|"GOLISANO CHILDREN'S MUSEUM OF NAPLES INC"|"1754556"|""
"01-0918435"|"BASEL ACTION NETWORK"|"1754559"|""
"01-0920313"|"IMPACT PERSONAL SAFETY, INC."|"1754560"|""
"01-0927327"|"ELECTRIFICATION COALITION FOUNDATION"|"1754561"|""
"01-0948527"|"OPEN IDENTITY EXCHANGE,INC."|"1754562"|""
"01-0187940"|"ROCKLAND CEMETERY ASSOCIATION"|"1759394"|""
