"C_EIN"|"C_Org_Name"|"IND_GRANT_ID"|"XML_DOCUMENT_ID"|"IND_GRANT_TYPE"|"IND_NUM_RECIP"|"IND_CASH"|"IND_NON_CASH"|"IND_METHOD_VALUE"|"IND_DESCR_NON_CASH"
"01-0528014"|"MAINE FARMLAND TRUST"|"62596"|"1595173"|"FRESH FOOD(COMM FARM SHARE)"|"350"|""|"35016.0000"|"RETAIL VALUE"|"FARM FRESH FRUITS & VEGETABLES"
"01-6162280"|"King-Thomas Scholarship Trust"|"63966"|"1601795"|"Post-Secondary educational scholarships"|"15"|"28750.0000"|""|""|""
"01-0546327"|"Sebasticook Family Doctors"|"63571"|"1604525"|"(1) Hands of Giving Fund"|"56"|"11870.0000"|""|""|""
"01-0589927"|"MINOT COMMUNITY FOUNDATION"|"63878"|"1604722"|"CASH"|"31"|"40108.0000"|""|"FMV"|""
"01-0706027"|"MID-SOUTH MINORITY COUNCIL TADP, INC"|"64110"|"1604725"|"1 Scholarship - Jackson State"|"1"|"1000.0000"|""|""|""
"01-0706027"|"MID-SOUTH MINORITY COUNCIL TADP, INC"|"64111"|"1604725"|"2 Scholarship - Unvi of TN Chatt"|"1"|"1000.0000"|""|""|""
"01-0706027"|"MID-SOUTH MINORITY COUNCIL TADP, INC"|"64112"|"1604725"|"Scholarship - Tougaloo"|"1"|"1000.0000"|""|""|""
"01-0706027"|"MID-SOUTH MINORITY COUNCIL TADP, INC"|"64113"|"1604725"|"4 Scholarship - U of M"|"1"|"1000.0000"|""|""|""
"01-0706027"|"MID-SOUTH MINORITY COUNCIL TADP, INC"|"64114"|"1604725"|"5 Scholarships - Univ of TN Martin"|"2"|"2000.0000"|""|""|""
"01-0706027"|"MID-SOUTH MINORITY COUNCIL TADP, INC"|"64115"|"1604725"|"6 Scholarships - Christian Brothers"|"2"|"2000.0000"|""|""|""
"01-0706027"|"MID-SOUTH MINORITY COUNCIL TADP, INC"|"64116"|"1604725"|"7 Scholarships Unvi of TN Knoxville"|"2"|"2000.0000"|""|""|""
"01-6020406"|"York County Community Action Corporation"|"64618"|"1610587"|"Community Services assistance for emergency financial services as described in 990, Part III"|"921"|"59123.0000"|""|"Actual costs of amounts provided"|""
"01-6020406"|"York County Community Action Corporation"|"64619"|"1610587"|"Head Start child care and family assistance as described in 990, Part III"|"401"|"115851.0000"|""|"Actual costs of amounts provided"|""
"01-6020406"|"York County Community Action Corporation"|"64620"|"1610587"|"WIC program vouchers as described in 990, Part III"|"19227"|"2410673.0000"|""|"Actual costs of amounts provided"|""
"01-6020406"|"York County Community Action Corporation"|"64621"|"1610587"|"Transportation services in support of individuals"|"1125"|"1563927.0000"|""|"Actual costs of amounts provided"|""
"01-6020406"|"York County Community Action Corporation"|"64622"|"1610587"|"Dental services assistance to individuals"|"251"|"16256.0000"|""|"Actual costs of amounts provided"|""
"01-6020406"|"York County Community Action Corporation"|"64623"|"1610587"|"Housing and energy assistance to individuals"|"97"|"200610.0000"|""|"Actual costs of amounts provided"|""
"01-0810429"|"GOVERNMENT TRAINING SERVICES INC"|"64760"|"1610921"|"(1) BUSH FELLOWSHIP GRANT"|"4"|"123882.0000"|""|""|""
"02-0229110"|"WILLIAM MARCONI ITALIAN CLUB"|"65465"|"1617663"|"COLLEGE SCHOLARSHIPS"|"5"|"5012.0000"|""|""|""
"02-0229110"|"WILLIAM MARCONI ITALIAN CLUB"|"65466"|"1617663"|"BENEFIT FOR MEMBER IN NEED"|"1"|"3216.0000"|""|""|""
"02-0229110"|"WILLIAM MARCONI ITALIAN CLUB"|"65467"|"1617663"|"MISCELLANEOUS DONATIONNS TO COMMUNITY GROUPS/ORGANIZA TIONS"|"15"|"3012.0000"|""|""|""
"01-0216837"|"The Maine Sea Coast Mission"|"67113"|"1628101"|"Scholarships"|"103"|"141050.0000"|""|""|""
"01-0897469"|"SEIU HEALTHCARE MICHIGAN"|"67199"|"1628112"|"SCHOLARSHIPS"|"15"|"30000.0000"|""|""|""
"01-6241467"|"UNITED ASSOCIATION SCHOLARSHIP TRUST"|"67796"|"1632080"|"SPRING SCHOLARSHIP PAYMENTS"|""|"25000.0000"|""|""|""
"01-6241467"|"UNITED ASSOCIATION SCHOLARSHIP TRUST"|"67797"|"1632080"|"FALL SCHOLARSHIP PAYMENTS"|""|"157500.0000"|""|""|""
"01-0838477"|"SOUTHERN IOWA COG HOUSING TRUST FUN"|"68510"|"1638974"|"LOW TO MODERATE INCOME"|"4"|"80000.0000"|"0.0000"|""|""
"01-0288757"|"Child And Family Opportunities Inc"|"68648"|"1641740"|"Day Care Homes Provider CACFP USDA Meal Reimbursements"|"56"|"424489.0000"|""|"Actual Cost"|""
"01-0596752"|"WORLD MISSIONS ADVANCE"|"69003"|"1644178"|"MISSIONARY SUPPORT"|"6"|"19234.0000"|""|""|""
"01-0315732"|"Midcoast Maine Community Action"|"69039"|"1645320"|"WIC food vouchers"|"3158"|"1500724.0000"|""|""|""
"01-0315732"|"Midcoast Maine Community Action"|"69040"|"1645320"|"USDA CACFP & Head Start"|"568"|"70959.0000"|""|""|""
"01-0315732"|"Midcoast Maine Community Action"|"69041"|"1645320"|"Emergency assistance"|"967"|"69853.0000"|""|""|""
"01-0220091"|"NORTHEAST HARBOR LIBRARY"|"70040"|"1651119"|"SCHOLARSHIPS TO INDIVIDUALS"|"41"|"71890.0000"|""|""|""
"01-0541597"|"Maine Traditional Music Association"|"69948"|"1651128"|"Music Camp Scholarships"|"55"|""|"11000.0000"|"FMV"|"Tuition"
"01-0559608"|"ALLIED MEDIA PROJECTS, INC."|"70878"|"1659162"|"TRAVEL/HEALS TO PARTICIPATE IN THE CONFERENCE AND WORKSHOPS"|"21"|"8178.0000"|"0.0000"|""|""
"01-0237721"|"UNIVERSITY OF MAINE PULP & PAPER FOUNDATION"|"71454"|"1666112"|"SCHOLARSHIPS"|"86"|"670143.0000"|""|"COST"|""
"01-0237721"|"UNIVERSITY OF MAINE PULP & PAPER FOUNDATION"|"71455"|"1666112"|"FACULTY FELLOWSHIPS & GRANTS"|"9"|"25000.0000"|""|"COST"|""
"01-0177170"|"WALDO COUNTY GENERAL HOSPITAL"|"72168"|"1674762"|"SCHOLARSHIPS TO STUDENTS"|"18"|"16637.0000"|""|""|""
"02-0103680"|"American Guernsey Association"|"72579"|"1677151"|"(1) Guernsey Gold Award"|"5"|"3840.0000"|""|""|""
"02-0103680"|"American Guernsey Association"|"72580"|"1677151"|"Futurity Award"|"11"|"3328.0000"|""|""|""
"02-0103680"|"American Guernsey Association"|"72581"|"1677151"|"Memorial Funds"|"2"|"1000.0000"|""|""|""
"02-0103680"|"American Guernsey Association"|"72582"|"1677151"|"(4) Promotion Fund"|"2"|"3371.0000"|""|""|""
"02-0103680"|"American Guernsey Association"|"72583"|"1677151"|"(5) Western Guernsey Society"|"1"|"750.0000"|""|""|""
"02-0103680"|"American Guernsey Association"|"72584"|"1677151"|"(6) Guernsey Youth Progam"|"42"|"13562.0000"|""|""|""
"01-0267392"|"MAINE CHILDREN'S HOME FOR LITTLE WANDERERS"|"73627"|"1683142"|"OVERNIGHT CAMP SCHOLARSHIPS"|"120"|"28639.0000"|""|""|""
"01-0267392"|"MAINE CHILDREN'S HOME FOR LITTLE WANDERERS"|"73628"|"1683142"|"CHRISTMAS PROGRAM"|"1722"|""|"273227.0000"|"FMV"|"CHRISTMAS GIFTS (BOOKS, CLOTHING,TOYS)"
"01-0523390"|"Senator George J Mitchell Scholarship Research Institute"|"73629"|"1683144"|"Scholarships to one graduating senior from every public high school in Maine"|"129"|"733603.0000"|""|""|""
"01-0718987"|"DEKALB AQUATICS SWIM TEAM INC"|"73630"|"1683148"|"FINANCIAL ASSISTANCE"|"12"|"9812.0000"|""|"FMV"|""
"01-0836208"|"HAND IN HAND MANO EN MANO"|"74702"|"1691504"|"COLLEGE SCHOLARSHIPS"|"3"|"7000.0000"|""|""|""
"01-0788905"|"MASTER BREWERS ASSOCIATION OF THE AMERICAS INC"|"74986"|"1694199"|"AWARDS & SCHOLARSHIPS"|"3"|"6238.0000"|""|""|""
"01-0788905"|"MASTER BREWERS ASSOCIATION OF THE AMERICAS INC"|"74987"|"1694199"|"STUDENT TRAVEL GRANT"|"1"|"250.0000"|""|""|""
"01-0722641"|"Shenffs Memorial & Benevolent Society of Travis County"|"75658"|"1699299"|"(1) Sheirffs Employee Assistance"|"12"|"15100.0000"|""|""|""
"01-0722641"|"Shenffs Memorial & Benevolent Society of Travis County"|"75659"|"1699299"|"(2) Benevolence Funding"|"12"|"10090.0000"|""|""|""
"01-0722641"|"Shenffs Memorial & Benevolent Society of Travis County"|"75660"|"1699299"|"(3) Scholarships"|"3"|"1500.0000"|""|""|""
"01-0204000"|"MAINE STATE EMPLOYEES ASSOCIATION"|"78013"|"1716626"|"EDUCATIONAL SCHOLARSHIP"|"10"|"8250.0000"|"0.0000"|""|""
"01-0224138"|"ROCKLAND FESTIVAL CORPORATION"|"78014"|"1716629"|"SCHOLARSHIPS TO STUDENTS"|"4"|"6000.0000"|""|""|""
"01-0263908"|"SKOWHEGAN SCHOOL OF PAINTING AND SCULPTURE INC"|"78015"|"1716630"|"FULL AND PARTIAL FELLOWSHIP GRANTS"|"65"|""|"236253.0000"|"BASED ON FULL ADMISSION FEE OF $5,500 PER STUDENT"|"PARTIAL AND FULL FELLOWSHIPS TOWARDS TUITION, ROOM AND BOARD"
"01-6004404"|"United Way of Kennebec Valley"|"78016"|"1716658"|"Fuel and heating assistance, electric and gas assistance to individuals"|"19"|"6612.0000"|""|""|""
"01-0263385"|"Thomas College"|"79864"|"1726247"|"Scholarships and aid"|"731"|""|"7430330.0000"|"CASH"|"Scholarships"
"01-0287624"|"HOME INC"|"80276"|"1728731"|"UTILITIES"|"76"|"14439.0000"|""|""|""
"01-0287624"|"HOME INC"|"80277"|"1728731"|"MEDICAL"|"11"|"2292.0000"|""|""|""
"01-0287624"|"HOME INC"|"80278"|"1728731"|"GENERAL SUPPORT"|"53"|"7234.0000"|""|""|""
"01-0425010"|"Camp Runoia Alumnae Organization"|"81456"|"1736135"|"Scholarships"|"14"|""|""|""|""
"01-0921490"|"IDIGNITY INC"|"81457"|"1736145"|"TO OBTAIN LEGAL IDENTIFICATION DOCUMENTS"|"2863"|"54217.0000"|"0.0000"|""|""
"01-0963657"|"NATIONAL MEDICAL FELLOWSHIPS, INC."|"81458"|"1736146"|"MEDICAL GRANTS, STIPENDS, SCHOLARSHIPS"|"137"|"832046.0000"|""|""|""
"01-6020566"|"WALDO COMMUNITY ACTION PARTNERS"|"82312"|"1742426"|"DIRECT CLIENT BENEFITS"|""|"1015851.0000"|""|"FMV"|""
"02-0214113"|"AMERICAN LEGION POST"|"82313"|"1742427"|"SCHOLARSHIPS"|"3"|"6370.0000"|""|""|""
"01-0488477"|"RIVERVIEW FOUNDATION"|"83185"|"1749263"|"SCHOLARSHIP"|"53"|"32982.0000"|""|"COST"|""
"01-0740393"|"THE RENAISSANCE SCHOOL"|"83186"|"1749270"|"FINANCIAL AID"|"27"|"67099.0000"|""|"ACTUAL"|""
"01-0531191"|"Caribou Economic Growth Council"|"85584"|"1761446"|"1 Land contributions"|"2"|""|"86400.0000"|""|""
"01-0354752"|"Lincolnville Volunteer Fire Department"|"86554"|"1767652"|"Scholarship"|"2"|"5000.0000"|""|""|""
"01-0354752"|"Lincolnville Volunteer Fire Department"|"86555"|"1767652"|"Medical Assistance"|"1"|"10000.0000"|""|""|""
"01-0651843"|"IRANIAN AMERICAN JEWISH FEDERATION OF NEW YORK INC"|"87330"|"1770792"|"AID TO POORAND DISADVANTAGED INDIVIDUALS"|"235"|"100955.0000"|""|""|""
"01-0782751"|"NATIONWIDE CHILDREN'S HOSPITAL GROUP RETURN"|"107301"|"1770796"|"ASSISTANCE TO PATIENT FAMILIES (PAID BY NCH)"|"99167"|"338409.0000"|""|""|""
"01-0801061"|"Fort Worth HOPE Center"|"87332"|"1770798"|"Food, clothing, household goods"|"100000"|""|"3456122.0000"|"Wholesale & thrift shop"|"Non-cash assistance includes primarily food, delivered in weekly packages."
"02-0222174"|"PHILLIPS EXETER ACADEMY"|"88548"|"1774757"|"REGULAR SESSION SCHOLARSHIP"|"503"|""|"18245644.0000"|"FMV"|"TUITION/FEES ASSIST"
"02-0222174"|"PHILLIPS EXETER ACADEMY"|"88549"|"1774757"|"REGULAR SESSION OTHER AID"|"503"|"64436.0000"|"583884.0000"|"FMV"|"OTHER FIN ASSIST"
"02-0222174"|"PHILLIPS EXETER ACADEMY"|"88550"|"1774757"|"SUMMER PROGRAM SCHOLARSHIPS"|"225"|""|"1362647.0000"|"FMV"|"TUITION/FEES ASSIST"
"02-0222174"|"PHILLIPS EXETER ACADEMY"|"88551"|"1774757"|"SUMMER PROGRAM - OTHER AID"|"70"|""|"16127.0000"|"FMV"|"OTHER FINANCIAL ASSISTANT"
"01-0211783"|"Calais Regional Hospital"|"89579"|"1777084"|"Educational Assistance"|"11"|"24356.0000"|""|""|""
"01-0649794"|"MERIDIAN HEALTH SYSTEM INC - SUBORDINATES"|"107373"|"1781423"|"EDUCATIONAL SCHOLARSHIPS"|"236"|"273500.0000"|""|""|""
"01-0649794"|"MERIDIAN HEALTH SYSTEM INC - SUBORDINATES"|"107374"|"1781423"|"MERIDIAN DISASTER RELIEF FUND"|""|""|""|""|""
"01-0265648"|"NEW ENGLAND MUSIC CAMP ASSOCIATION"|"100924"|"1848254"|"(1) Scholarships"|"109"|""|"319265.0000"|"Camp's tuition rates"|"Scholarships and grants to campers"
"01-0561554"|"THE SHEPHERD'S CROOK MINISTRIES INC"|"100925"|"1848261"|"FINL ASSISTANCE/ADOPTION"|"13"|"162796.0000"|""|""|""
"01-0627754"|"CLEVELAND ARTS PRIZE"|"100926"|"1848263"|"SCHOLARSHIP"|""|""|""|""|""
"01-0739765"|"CHARLESTON ACADEMY OF MUSIC"|"101645"|"1852517"|"Scholarship"|"7"|""|"5467.0000"|"Cost of Tuition"|"Subsidized Tuition"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"104844"|"1860547"|"SCHOLARSHIPS/FELLOWSHIPS"|"43"|"61500.0000"|""|""|""
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"104845"|"1860547"|"(2) AWARDS"|"30"|"111000.0000"|""|""|""
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"104846"|"1860547"|"(3)CASH ASSISTANCE TO INDIGENTS"|"1"|"20000.0000"|""|""|""
"01-0391479"|"Maine Community Foundation Inc"|"106067"|"1862304"|"Scholarships for Maine Students for Undergraduate Study"|"1131"|"1829098.0000"|"0.0000"|""|""
"01-0391479"|"Maine Community Foundation Inc"|"106068"|"1862304"|"Scholarships for Maine Students for Graduate Study"|"31"|"59867.0000"|"0.0000"|""|""
"01-0391479"|"Maine Community Foundation Inc"|"106069"|"1862304"|"Awards to Graduated Maine Students for Graduate Study"|"8"|"40000.0000"|"0.0000"|""|""
"01-0391479"|"Maine Community Foundation Inc"|"106070"|"1862304"|"Provision to Enable Maine Students to Participate in Educational Experiences"|"35"|"13781.0000"|""|""|""
"01-0391479"|"Maine Community Foundation Inc"|"106071"|"1862304"|"Grants for Maine Professionals for Professional Development"|"2"|"3550.0000"|"0.0000"|""|""
"01-0564355"|"THE FOUNDATION FOR ENHANCING COMMUNITIES"|"106072"|"1862305"|"SCHOLARSHIPS"|"268"|"499704.0000"|"0.0000"|""|""
