"C_EIN"|"C_Org_Name"|"PART_V_B_ID"|"XML_DOCUMENT_ID"|"FACILITY_NAME"|"LINE_NUM"|"NEEDS_ASSMT_CBX"|"COMMUNITY_SERVED_CBX"|"DEMOGRAPHICS_CBX"|"EXISTING_FACILITIES_CBX"|"DATA_CBX"|"COMMUNITY_NEEDS_CBX"|"UNINSURED_CBX"|"IDENTIFYING_PROCESS_CBX"|"CONSULTING_PROCESS_CBX"|"INFO_GAPS_CBX"|"OTHER_NEEDS_CBX"|"ASSMT_YEAR"|"COMMUNITY_INPUT_CBX"|"MULTI_HOSPITAL_ASSMT_CBX"|"MADE_PUBLIC_CBX"|"WEBSITE_CBX"|"REQUEST_CBX"|"PUBLIC_OTHER_CBX"|"ADOPT_STRATEGY_CBX"|"EXECUTE_STRATEGY_CBX"|"DEVELOP_PLAN_CBX"|"EXECUTE_PLAN_CBX"|"OPER_PLAN_CBX"|"ADOPT_BUDGET_CBX"|"PRIOR_NEEDS_CBX"|"PRIOR_SERVICES_CBX"|"OTHER_ADDRESSED_CBX"|"ADDRESS_ALL_CBX"|"ELIGIBILITY_CBX"|"FPG_FREE_CBX"|"FPG_FREE_PCT"|"FPG_DISCOUNTED_CBX"|"FPG_DISCOUNTED_PCT"|"EXPLAIN_BASIS_CBX"|"INCOME_CBX"|"ASSET_CBX"|"INDIGENCY_CBX"|"INSURANCE_CBX"|"DISCOUNT_CBX"|"MEDI_CBX"|"STATE_REG_CBX"|"OTHER_FACTORS_CBX"|"APPLY_FA_CBX"|"PUBLICIZE_POL_CBX"|"POSTED_WEB_CBX"|"INVOICE_CBX"|"POSTED_ER_CBX"|"POSTED_OFFICE_CBX"|"IN_WRITING_CBX"|"ON_REQUEST_CBX"|"PUBLICIZE_OTHER_CBX"|"NONPAYMENT_CBX"|"HF_AGENCY_CBX"|"HF_LAWSUIT_CBX"|"HF_LIENS_CBX"|"HF_BODY_ATTACH_CBX"|"HF_OTHER_ACTIONS_CBX"|"THIRD_PARTY_CBX"|"TP_AGENCY_CBX"|"TP_LAWSUIT_CBX"|"TP_LIENS_CBX"|"TP_BODY_ATTACH_CBX"|"TP_OTHER_ACTIONS_CBX"|"NOTIFY_ADM_CBX"|"NOTIFY_DIS_CBX"|"NOTIFY_BILL_CBX"|"DOC_DETERM_CBX"|"NOTIFY_OTHER_CBX"|"EMC_POLICY_CBX"|"NO_CARE_CBX"|"NO_POLICY_CBX"|"LIMITED_CBX"|"OTHER_NO_EMC_CBX"|"LOWEST_RATE_CBX"|"AVERAGE_RATE_CBX"|"MEDI_RATE_CBX"|"OTHER_RATE_CBX"|"CHARGE_MORE_CBX"|"GROSS_CHARGE_CBX"|"EXCISE_TAX_CBX"|"REPORT_TAX_CBX"|"TAX_AMT"|"WEBSITE_URL"|"OTHER_WEBSITE_CBX"|"OTHER_WEBSITE_URL"|"RESIDENCY_CBX"|"RECOGNIZED_CURRENT_YEAR_CBX"|"ACQUIRED_CURRENT_YEAR_CBX"|"MULTI_ORG_ASSMT_CBX"|"ADOPT_IMPLEMENT_STRATEGY_CBX"|"IMPLEMENT_STRATEGY_YEAR"|"IMPLEMENT_STRATEGY_POSTED_CBX"|"IMPLEMENT_STRATEGY_WEBSITE"|"IMPLEMENT_STRATEGY_ATTACHED_CBX"|"UNDERINSURANCE_CBX"|"INFO_REQ_FA_CBX"|"SUPPORT_DOC_FA_CBX"|"CONTACT_INFO_STAFF_FA_CBX"|"CONTACT_INFO_NPO_FA_CBX"|"OTHER_FA_CBX"|"FA_WEBSITE_CBX"|"FA_WEBSITE"|"FA_APPLIC_WEBSITE_CBX"|"FA_APPLIC_WEBSITE"|"FA_PLAIN_WEBSITE_CBX"|"FA_PLAIN_WEBSITE"|"FA_GRATIS_CBX"|"FA_APPLIC_GRATIS_CBX"|"FA_SUMMARY_GRATIS_CBX"|"FA_DISPLAYED_CBX"|"FA_NOTIFIED_COMMUNITY_CBX"|"HF_SELLING_DEBT_CBX"|"HF_LEGAL_ACTIONS_CBX"|"HF_NONE_CBX"|"THIRD_PARTY"|"TP_SELLING_DEBT_CBX"|"LEGAL_ACTIONS_CBX"|"NONE_CBX"
"01-0211797"|"MOUNT DESERT ISLAND HOSPITAL"|"4775"|"1307252"|"Mount Desert Island Hospital"|"1"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|""|""|""|"Y"|"N"|"Y"|"Y"|"Y"|""|"Y"|"Y"|"Y"|"Y"|"Y"|""|"Y"|"Y"|""|"N"|"Y"|"Y"|"150.00"|"Y"|"250.00"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|""|"Y"|"Y"|"Y"|""|"Y"|"Y"|"Y"|"Y"|""|"Y"|"Y"|""|"Y"|""|""|"N"|""|""|""|""|""|""|""|"Y"|"Y"|""|"Y"|""|""|""|""|""|""|""|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0211797"|"MOUNT DESERT ISLAND HOSPITAL"|"4776"|"1307252"|"Cadillac Family Practice and Behavioral Health Center"|"2"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|""|""|""|"Y"|"N"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|""|"Y"|"Y"|""|"N"|"Y"|"Y"|"150.00"|"Y"|"250.00"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|""|"Y"|"Y"|"Y"|""|"Y"|"Y"|"Y"|"Y"|""|"Y"|"Y"|""|"Y"|""|""|"N"|""|""|""|""|""|""|""|"Y"|"Y"|""|"Y"|""|""|""|""|""|""|"Y"|"Y"|"N"|"N"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0211797"|"MOUNT DESERT ISLAND HOSPITAL"|"4777"|"1307252"|"Cooper Gilmore Health Center"|"3"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|""|""|""|"Y"|"N"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|""|"Y"|"Y"|""|"N"|"Y"|"Y"|"150.00"|"Y"|"250.00"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|""|"Y"|"Y"|"Y"|""|"Y"|"Y"|"Y"|"Y"|""|"Y"|"Y"|""|"Y"|""|""|"N"|""|""|""|""|""|""|""|"Y"|"Y"|""|"Y"|""|""|""|""|""|""|"Y"|"Y"|"N"|"N"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0211797"|"MOUNT DESERT ISLAND HOSPITAL"|"4778"|"1307252"|"Trenton Health Center"|"4"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|""|""|""|"Y"|"N"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|""|"Y"|"Y"|""|"N"|"Y"|"Y"|"150.00"|"Y"|"250.00"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|""|"Y"|"Y"|"Y"|""|"Y"|"Y"|"Y"|"Y"|""|"Y"|"Y"|""|"Y"|""|""|"N"|""|""|""|""|""|""|""|"Y"|"Y"|""|"Y"|""|""|""|""|""|""|"Y"|"Y"|"N"|"N"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0211797"|"MOUNT DESERT ISLAND HOSPITAL"|"4779"|"1307252"|"Community Health Center"|"5"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|""|""|""|"Y"|"N"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|""|"Y"|"Y"|""|"N"|"Y"|"Y"|"150.00"|"Y"|"250.00"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|""|"Y"|"Y"|"Y"|""|"Y"|"Y"|"Y"|"Y"|""|"Y"|"Y"|""|"Y"|""|""|"N"|""|""|""|""|""|""|""|"Y"|"Y"|""|"Y"|""|""|""|""|""|""|"Y"|"Y"|"N"|"N"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0211797"|"MOUNT DESERT ISLAND HOSPITAL"|"4780"|"1307252"|"Family Health Center"|"6"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|""|""|""|"Y"|"N"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|""|"Y"|"Y"|""|"N"|"Y"|"Y"|"150.00"|"Y"|"250.00"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|""|"Y"|"Y"|"Y"|""|"Y"|"Y"|"Y"|"Y"|""|"Y"|"Y"|""|"Y"|""|""|"N"|""|""|""|""|""|""|""|"Y"|""|""|"Y"|""|""|""|""|""|""|"Y"|"Y"|"N"|"N"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0211797"|"MOUNT DESERT ISLAND HOSPITAL"|"4781"|"1307252"|"Women's Health Center"|"7"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|""|""|""|"Y"|"N"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|""|"Y"|"Y"|""|"N"|"Y"|"Y"|"150.00"|"Y"|"250.00"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|""|"Y"|"Y"|"Y"|""|"Y"|"Y"|"Y"|"Y"|""|"Y"|"Y"|""|"Y"|""|""|"N"|""|""|""|""|""|""|""|"Y"|"Y"|""|"Y"|""|""|""|""|""|""|"Y"|"Y"|"N"|"N"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0211797"|"MOUNT DESERT ISLAND HOSPITAL"|"4782"|"1307252"|"Northeast Harbor Clinic"|"8"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|""|""|""|"Y"|"N"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|""|"Y"|"Y"|""|"N"|"Y"|"Y"|"150.00"|"Y"|"250.00"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|""|"Y"|"Y"|"Y"|""|"Y"|"Y"|"Y"|"Y"|""|"Y"|"Y"|""|"Y"|""|""|"N"|""|""|""|""|""|""|""|"Y"|"Y"|""|"Y"|""|""|""|""|""|""|"Y"|"Y"|"N"|"N"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0211797"|"MOUNT DESERT ISLAND HOSPITAL"|"4783"|"1307252"|"MDI Orthopedic clinic"|"9"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|""|""|""|"Y"|"N"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|""|"Y"|"Y"|""|"N"|"Y"|"Y"|"150.00"|"Y"|"250.00"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|""|"Y"|"Y"|"Y"|""|"Y"|"Y"|"Y"|"Y"|""|"Y"|"Y"|""|"Y"|""|""|"N"|""|""|""|""|""|""|""|"Y"|"Y"|""|"Y"|""|""|""|""|""|""|"Y"|"Y"|"N"|"N"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0211797"|"MOUNT DESERT ISLAND HOSPITAL"|"4784"|"1307252"|"MDI Dermatology Clinic"|"10"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|""|""|""|"Y"|"N"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|""|"Y"|"Y"|""|"N"|"Y"|"Y"|"150.00"|"Y"|"250.00"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|""|"Y"|"Y"|"Y"|""|"Y"|"Y"|"Y"|"Y"|""|"Y"|"Y"|""|"Y"|""|""|"N"|""|""|""|""|""|""|""|"Y"|"Y"|""|"Y"|""|""|""|""|""|""|"Y"|"Y"|"N"|"N"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0211797"|"MOUNT DESERT ISLAND HOSPITAL"|"4785"|"1307252"|"MDI Urology Clinic"|"11"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|""|""|""|"Y"|"N"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|""|"Y"|"Y"|""|"N"|"Y"|"Y"|"150.00"|"Y"|"250.00"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|""|"Y"|"Y"|"Y"|""|"Y"|"Y"|"Y"|"Y"|""|"Y"|"Y"|""|"Y"|""|""|"N"|""|""|""|""|""|""|""|"Y"|"Y"|""|"Y"|""|""|""|""|""|""|"Y"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0219904"|"STEPHENS MEMORIAL HOSPITAL ASSOC"|"4808"|"1309400"|"STEPHENS MEMORIAL HOSPITAL ASSOC"|"1"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"Y"|"Y"|"175.00"|"Y"|"225.00"|"N"|""|""|""|""|""|""|""|""|"Y"|"Y"|"Y"|""|"Y"|"Y"|""|"Y"|""|"Y"|""|""|""|""|""|"N"|""|""|""|""|""|""|""|"Y"|"Y"|""|"Y"|""|""|""|""|"Y"|""|""|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0179500"|"THE WEBBER HOSPITAL ASSOC"|"4809"|"1309713"|"SOUTHERN MAINE MEDICAL CENTER"|"1"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"Y"|"Y"|"175.00"|"Y"|"225.00"|"Y"|"Y"|""|"Y"|"Y"|""|""|""|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|""|"Y"|""|""|""|""|""|"N"|""|""|""|""|""|"Y"|"Y"|"Y"|"Y"|""|"Y"|""|""|""|""|""|""|""|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0211501"|"Eastern Maine Medical Center"|"4810"|"1309714"|"Eastern Maine Medical Center"|"1"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|""|"Y"|""|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|""|""|""|""|"Y"|"Y"|"Y"|"N"|"Y"|"Y"|"200.00"|"Y"|"300.00"|"Y"|"Y"|""|""|""|""|""|""|""|"Y"|"Y"|""|""|""|""|""|"Y"|"Y"|"Y"|""|""|""|""|""|"N"|""|""|""|""|""|""|""|""|""|""|"Y"|""|""|""|""|""|""|""|"Y"|"N"|"N"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0545327"|"Penobscot Valley Hospital"|"5091"|"1337178"|"Penobscot Valley Hospital"|"1"|"N"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"Y"|"Y"|"200.00"|"Y"|"275.00"|"Y"|"Y"|""|""|""|""|""|"Y"|""|"Y"|"Y"|""|""|""|""|""|"Y"|"Y"|"Y"|""|""|""|""|""|"N"|""|""|""|""|""|""|""|""|""|""|"Y"|""|""|""|""|""|""|""|"Y"|"N"|"N"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0263628"|"SEBASTICOOK VALLEY HEALTH"|"5099"|"1337640"|"Sebasticook Valley Health"|"1"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|""|"Y"|""|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|""|""|""|""|""|"Y"|""|"Y"|"Y"|"Y"|"Y"|"200.00"|"N"|""|"Y"|"Y"|""|""|""|""|""|""|""|"Y"|"Y"|"Y"|""|""|""|""|"Y"|"Y"|"Y"|""|""|""|""|""|"N"|""|""|""|""|""|""|""|""|""|""|"Y"|""|""|""|""|""|""|""|"Y"|"N"|"N"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0212435"|"St Joseph Hospital"|"5124"|"1340920"|"St Joseph Hospital"|"1"|"N"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"Y"|"Y"|"200.00"|"Y"|"350.00"|"Y"|"Y"|"Y"|"Y"|""|""|""|"Y"|""|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|""|"Y"|"Y"|""|""|""|""|"N"|""|""|""|""|""|"Y"|"Y"|"Y"|"Y"|""|"Y"|""|""|""|""|""|""|""|"Y"|"N"|"N"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0244035"|"PARKVIEW ADVENTIST MEDICAL CENTER"|"5125"|"1340921"|"PARKVIEW ADVENTIST MEDICAL CENTER"|"1"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"Y"|"Y"|"200.00"|"Y"|"300.00"|"Y"|"Y"|""|"Y"|""|""|"Y"|""|""|"Y"|"Y"|""|""|"Y"|"Y"|""|"Y"|""|"N"|""|""|""|""|""|"N"|""|""|""|""|""|"Y"|"Y"|"Y"|"Y"|""|"Y"|""|""|""|""|""|""|"Y"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0372148"|"THE AROOSTOOK MEDICAL CENTER"|"5209"|"1349133"|"THE AROOSTOOK MEDICAL CENTER"|"1"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|""|"Y"|""|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|""|""|""|""|""|"Y"|""|"Y"|"N"|"Y"|"Y"|"200.00"|"N"|""|"N"|""|""|""|""|""|""|""|""|"Y"|"Y"|"Y"|""|"Y"|"Y"|""|"Y"|"Y"|"Y"|""|""|""|""|""|"N"|""|""|""|""|""|""|""|""|""|""|"Y"|""|""|""|""|""|""|""|"Y"|"N"|"N"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0782751"|"NATIONWIDE CHILDREN'S HOSPITAL GROUP RETURN"|"5353"|"1364312"|"NATIONWIDE CHILDREN'S (MAIN CAMPUS)"|"1"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"Y"|"Y"|"200.00"|"Y"|"400.00"|"Y"|"Y"|""|""|""|""|""|""|""|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|""|"Y"|""|"Y"|""|""|""|""|""|"N"|""|""|""|""|""|""|""|"Y"|"Y"|"Y"|"Y"|""|""|""|""|""|""|""|"Y"|"N"|"N"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0153960"|"ST ANDREWS HOSPITAL"|"5410"|"1366785"|"ST ANDREWS HOSPITAL"|"1"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"Y"|"Y"|"175.00"|"Y"|"225.00"|"Y"|"Y"|""|"Y"|""|""|"Y"|"Y"|"Y"|"Y"|"Y"|""|""|"Y"|"Y"|"Y"|"Y"|""|"Y"|"Y"|""|""|""|""|"N"|""|""|""|""|""|""|""|""|""|""|"Y"|""|""|""|""|""|""|""|""|"Y"|"N"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"02-0222157"|"Monadnock Community Hospital"|"5411"|"1366787"|"Monadnock Community Hospital"|"1"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"Y"|"Y"|"200.00"|"Y"|"400.00"|"Y"|"Y"|"Y"|""|"Y"|""|"Y"|""|""|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|""|"Y"|""|""|"Y"|"Y"|""|"Y"|""|""|"Y"|""|"Y"|"Y"|"Y"|"Y"|""|""|""|""|""|"Y"|""|""|"N"|"Y"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0646166"|"INDIANA UNIVERSITY HEALTH BLACKFORD HOSPITAL INC"|"5485"|"1371189"|"IU HEALTH BLACKFORD HOSPITAL"|"1"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"Y"|"Y"|"200.00"|"Y"|"650.00"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|""|""|""|"Y"|"Y"|"Y"|""|"Y"|"Y"|""|"Y"|"Y"|"Y"|""|""|""|""|""|"N"|""|""|""|""|""|"Y"|"Y"|"Y"|"Y"|""|"Y"|""|""|""|""|""|"Y"|""|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0829282"|"GOOD SHEPHERD MEDICAL CENTER-LINDEN"|"5594"|"1376765"|"GSMC-LINDEN INC"|"1"|"N"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"Y"|"Y"|"100.00"|"Y"|"500.00"|"Y"|"Y"|"Y"|"Y"|"Y"|""|""|""|""|"Y"|"Y"|""|""|""|""|""|"Y"|""|"Y"|""|""|""|""|""|"N"|""|""|""|""|""|""|""|""|""|""|"Y"|""|""|""|""|""|""|""|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0234189"|"Northern Maine Medical Center"|"5710"|"1380059"|"Northern Maine Medical Center"|"1"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"2011"|"Y"|"Y"|""|""|"Y"|"Y"|"Y"|""|""|""|""|""|"Y"|"Y"|"Y"|"N"|"Y"|"Y"|"200.00"|"Y"|"200.00"|"Y"|"Y"|""|""|""|""|""|""|""|"Y"|"Y"|""|""|"Y"|"Y"|"Y"|""|""|"Y"|""|""|""|""|""|"Y"|""|"Y"|"Y"|""|""|"Y"|"Y"|"Y"|"Y"|""|"Y"|""|""|""|""|""|""|""|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0211796"|"MILES MEMORIAL HOSPITAL"|"5788"|"1384956"|"MILES MEMORIAL HOSPITAL"|"1"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"Y"|"Y"|"175.00"|"Y"|"225.00"|"Y"|"Y"|""|"Y"|""|""|"Y"|"Y"|"Y"|"Y"|"Y"|""|""|"Y"|"Y"|"Y"|"Y"|""|"Y"|"Y"|""|""|""|""|"N"|""|""|""|""|""|""|""|""|""|""|"Y"|""|""|""|""|""|""|""|""|"Y"|"N"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0263198"|"Down East Community Hospital"|"5914"|"1404299"|"Down East Community Hospital"|"1"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"Y"|"Y"|"200.00"|"N"|""|"Y"|"Y"|""|""|""|""|""|"Y"|""|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|""|"Y"|"Y"|"Y"|"Y"|""|""|"N"|""|""|""|""|""|""|""|""|""|""|"Y"|""|""|""|""|""|""|""|"Y"|"N"|"N"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0211783"|"Calals Reglonal Hospltal"|"6086"|"1418222"|"Calais Regional Hospital"|"1"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"Y"|"Y"|"150.00"|"Y"|"165.00"|"Y"|"Y"|""|""|""|""|"Y"|""|""|"Y"|"Y"|""|""|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|""|""|"N"|""|""|""|""|""|"Y"|"Y"|"Y"|"Y"|""|"Y"|""|""|""|""|""|"Y"|""|"Y"|"N"|"N"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
