"C_EIN"|"C_Org_Name"|"RELATED_ORG_ID"|"XML_DOCUMENT_ID"|"REL_ORG_NAME"|"REL_ORG_ADDRESS1"|"REL_ORG_CITY"|"REL_ORG_STATE"|"REL_ORG_COUNTRY"|"REL_ORG_ZIP"|"REL_ORG_EIN"|"REL_ORG_PRIMARY_ACTIVITY"|"REL_ORG_LEGAL_DOM"|"REL_ORG_EXEMPT_CODE"|"REL_ORG_CHARITY_STATUS"|"REL_ORG_CONTROLLING_ENTITY"|"REL_ORG_SEC512_CBX"
"01-0377901"|"Eastern Maine Medical Center Auxiliary"|"1208744"|"1227546"|"Eastern Maine Homecare"|"P O Box 688"|"Caribou"|"ME"|"USA"|"04736"|"01-0328442"|"Provide home health & hospice services"|"ME"|"501(c)(3)"|"9"|"EMHS"|"Y"
"01-0377901"|"Eastern Maine Medical Center Auxiliary"|"1208745"|"1227546"|"Maine Institute Human Genetics & Hea"|"43 Whiting Hill Road"|"Brewer"|"ME"|"USA"|"04412"|"55-0894346"|"Biomedical research and development"|"ME"|"501(c)(3)"|"9"|"EMHS"|"Y"
"01-0377901"|"Eastern Maine Medical Center Auxiliary"|"1208746"|"1227546"|"Blue Hill Memorial Hospital"|"57 Water Street"|"Blue Hill"|"ME"|"USA"|"04614-5231"|"01-0227195"|"Provide healthcare services"|"ME"|"501(c)(3)"|"3"|"EMHS"|"Y"
"01-0377901"|"Eastern Maine Medical Center Auxiliary"|"1208747"|"1227546"|"Meadow Wood, LLC"|"43 Whiting Hill Road"|"Brewer"|"ME"|"USA"|"04412"|"27-2935243"|"Provide Patient Care"|"ME"|"501(c) (3)"|"9"|"AHI"|"Y"
"01-0377901"|"Eastern Maine Medical Center Auxiliary"|"1208748"|"1227546"|"Inland Family Practice Associates, L"|"200 Kennedy Memorial Drive"|"Waterville"|"ME"|"USA"|"04901"|"27-2942245"|"Provide Patient Care"|"ME"|"501(c) (3)"|"3"|"Inland Hospital"|"Y"
"01-0377901"|"Eastern Maine Medical Center Auxiliary"|"1208749"|"1227546"|"Sebasticook Valley Family Practice A"|"447 North Main Street"|"Pittsfield"|"ME"|"USA"|"04967"|"01-0357854"|"Provide patient care"|"ME"|"501(c) (3)"|"9"|"SVH"|"Y"
"01-0377901"|"Eastern Maine Medical Center Auxiliary"|"1208750"|"1227546"|"Sebasticook Valley Hlth Con Care, LL"|"447 North Maine Street"|"Pittsfield"|"ME"|"USA"|"04967"|"27-3129791"|"Provide patient care"|"ME"|"501(c) (3)"|"3"|"SVH"|"Y"
"01-0377901"|"Eastern Maine Medical Center Auxiliary"|"1208751"|"1227546"|"Capitol Convenient Care, LLC"|"43 Whiting Hill Road, Ste 500"|"Brewer"|"ME"|"USA"|"04412"|"27-3671960"|"Provide Patient Care"|"ME"|"501(c) (3)"|"11 Type II"|"EMHS"|"Y"
"01-0377901"|"Eastern Maine Medical Center Auxiliary"|"1208752"|"1227546"|"Beacon Health, LLC"|"43 Whiting Hill Road"|"Brewer"|"ME"|"USA"|"04412"|"45-2967056"|"Accountable Care Organization"|"ME"|"501(c) (3)"|"11 Type II"|"EMHS"|"Y"
"01-0377901"|"Eastern Maine Medical Center Auxiliary"|"1208753"|"1227546"|"Sebasticook Valley Work Health, LLC"|"447 North Main Street"|"Pittsfield"|"ME"|"USA"|"04967"|"45-3359446"|"Provide Patient Care"|"ME"|"501(c)(3)"|"3"|"SVH"|"Y"
"01-0386912"|"CENTRAL MAINE COMMUNITY HEALTH CORPORATION"|"1209786"|"1237564"|"CENTRAL MAINE HEALTHCARE CORPORATION"|"PO BOX 4500"|"LEWISTON"|"ME"|"USA"|"04243"|"01-0386913"|"HEALTHCARE"|"ME"|"501(C)(3)"|"11 B II"|""|"N"
"01-0386912"|"CENTRAL MAINE COMMUNITY HEALTH CORPORATION"|"1209787"|"1237564"|"CENTRAL MAINE MEDICAL CENTER"|"PO BOX 4500"|"LEWISTON"|"ME"|"USA"|"04243"|"01-0211494"|"HEALTHCARE"|"ME"|"501(C)(3)"|"3"|"CMHC"|"N"
"01-0386912"|"CENTRAL MAINE COMMUNITY HEALTH CORPORATION"|"1209788"|"1237564"|"CMMC COLLEGE OF NURSING AND HEALTH PROF"|"PO BOX 4500"|"LEWISTON"|"ME"|"USA"|"04243"|"01-0356077"|"EDUCATION"|"ME"|"501(C)(3)"|"2"|"CMMC"|"N"
"01-0386912"|"CENTRAL MAINE COMMUNITY HEALTH CORPORATION"|"1209789"|"1237564"|"CENTRAL MAINE HEART & VASCULAR INSTITUTE"|"300 MAIN STREET"|"LEWISTON"|"ME"|"USA"|"04240"|"54-2078282"|"HEALTHCARE"|"ME"|"501(C)(3)"|"9"|"CMHC"|"N"
"01-0386912"|"CENTRAL MAINE COMMUNITY HEALTH CORPORATION"|"1209790"|"1237564"|"CENTRAL MAINE REAL ESTATE MANAGEMENT CORP"|"PO BOX 4500"|"LEWISTON"|"ME"|"USA"|"04243"|"01-0387674"|"REAL ESTATE"|"ME"|"501(C)(2)"|""|"CMHC"|"N"
"01-0386912"|"CENTRAL MAINE COMMUNITY HEALTH CORPORATION"|"1209791"|"1237564"|"RUMFORD COMMUNITY FAMILY HEALTH CENTER"|"430 FRANKLIN STREET"|"RUMFORD"|"ME"|"USA"|"04276"|"01-0481000"|"HEALTHCARE"|"ME"|"501(C)(3)"|"3"|"CMHC"|"N"
"01-0386912"|"CENTRAL MAINE COMMUNITY HEALTH CORPORATION"|"1209792"|"1237564"|"RUMFORD COMMUNITY HOME CORPORATION"|"11 JOHN F KENNEDY LANE"|"RUMFORD"|"ME"|"USA"|"04276"|"22-2844951"|"NURSING HOME"|"ME"|"501(C)(3)"|"9"|"CMHC"|"N"
"01-0386912"|"CENTRAL MAINE COMMUNITY HEALTH CORPORATION"|"1209793"|"1237564"|"RUMFORD HOSPITAL"|"420 FRANKLIN STREET"|"RUMFORD"|"ME"|"USA"|"04276"|"01-0215227"|"HEALTHCARE"|"ME"|"501(C)(3)"|"3"|"CMHC"|"N"
"01-0386912"|"CENTRAL MAINE COMMUNITY HEALTH CORPORATION"|"1209794"|"1237564"|"BRIDGTON HOSPITAL"|"10 HOSPITAL DRIVE"|"BRIDGTON"|"ME"|"USA"|"04009"|"01-0130427"|"HEALTHCARE"|"ME"|"501(C)(3)"|"3"|"CMHC"|"N"
"01-0386912"|"CENTRAL MAINE COMMUNITY HEALTH CORPORATION"|"1209795"|"1237564"|"BRIDGTON HOSPITAL PHYSICIAN GROUP"|"SOUTH HIGH STREET"|"BRIDGTON"|"ME"|"USA"|"04009"|"01-0493083"|"HEALTHCARE"|"ME"|"501(C)(3)"|"9"|"CMHC"|"N"
"01-0386912"|"CENTRAL MAINE COMMUNITY HEALTH CORPORATION"|"1209796"|"1237564"|"ELIAS TUCKER TRUST FUND"|"C/O CMMC 300 MAIN STREET"|"LEWISTON"|"ME"|"USA"|"04240"|"01-6042343"|"NURSING ED"|"ME"|"501(C)(3)"|"11 A I"|"CMMC"|"N"
"01-0749311"|"UFCW UNIONS & PARTICIPATING EMPLOYERS HEALTH & WELFARE FUND"|"1209797"|"1237566"|"UNITED FOOD & COMMERCIAL WORKERS"|"UNION LOCAL 152 701 RT 50"|"MAYS LANDING"|"NJ"|"USA"|"08330"|"20-3953178"|"UNION"|"NJ"|"501C5"|""|""|"N"
"01-0749311"|"UFCW UNIONS & PARTICIPATING EMPLOYERS HEALTH & WELFARE FUND"|"1209798"|"1237566"|"UNITED FOOD & COMMERCIAL WORKERS"|"UNION LOCAL 1360 400 COMMERCE LANE"|"WEST BERLIN"|"NJ"|"USA"|"08091"|"21-0546700"|"UNION"|"NJ"|"501C5"|""|""|"N"
"01-0749311"|"UFCW UNIONS & PARTICIPATING EMPLOYERS HEALTH & WELFARE FUND"|"1209799"|"1237566"|"CAMDEN COUNTY MUNICIPAL UTILITIES AUTHORITY"|"1645 FERRY AVE"|"CAMDEN"|"NJ"|"USA"|"08104"|"22-2003702"|"UTILITIES"|"NJ"|""|""|""|"N"
"01-0749311"|"UFCW UNIONS & PARTICIPATING EMPLOYERS HEALTH & WELFARE FUND"|"1209800"|"1237566"|"ALLEGANY COUNTY HUMAN RESOURCES DEVELOPMENT COMMISSION INC"|"125 VIRGINIA AVE"|"CUMBERLAND"|"MD"|"USA"|"21502"|"52-6065754"|"SOCIAL SVC"|"MD"|"501C3"|""|""|"N"
"01-0749311"|"UFCW UNIONS & PARTICIPATING EMPLOYERS HEALTH & WELFARE FUND"|"1209801"|"1237566"|"NURSING HOME BOARD OF ALLEGANY COUNTY"|"901 SETON DR"|"CUMBERLAND"|"MD"|"USA"|"21502"|"52-0812302"|"HEALTHCARE"|"MD"|"501C3"|""|""|"N"
"01-0749311"|"UFCW UNIONS & PARTICIPATING EMPLOYERS HEALTH & WELFARE FUND"|"1209802"|"1237566"|"WEPCO FEDERAL CREDIT UNION"|"204 N BRANCH AVE"|"BLOOMINGTON"|"MD"|"USA"|"21523"|"52-0627367"|"FINANCIAL"|"MD"|"501C14"|""|""|"N"
"01-0749311"|"UFCW UNIONS & PARTICIPATING EMPLOYERS HEALTH & WELFARE FUND"|"1209803"|"1237566"|"CHESSIE FEDERAL CREDIT UNION"|"141 BALTIMORE ST"|"CUMBERLAND"|"MD"|"USA"|"21502"|"52-0580973"|"FINANCIAL"|"MD"|"501C14"|""|""|"N"
"01-0749311"|"UFCW UNIONS & PARTICIPATING EMPLOYERS HEALTH & WELFARE FUND"|"1209804"|"1237566"|"FIRST PEOPLES COMMUNITY FEDERAL CREDIT UNION"|"153 BALTIMORE ST"|"CUMBERLAND"|"MD"|"USA"|"21502"|"52-0905189"|"FINANCIAL"|"MD"|"501C14"|""|""|"N"
"01-0465231"|"Norumbega Medical Specialists LTD"|"1210030"|"1240159"|"Eastern Maine Healthcare Systems"|"43 Whiting Hill Road"|"Brewer"|"ME"|"USA"|"04412"|"01-0527066"|"Supporting organization for healthcare affiliates"|"ME"|"501(c)(3)"|"11, Type II"|""|"Y"
"01-0465231"|"Norumbega Medical Specialists LTD"|"1210031"|"1240159"|"Eastern Maine Medical Center (EMMC)"|"PO Box 404, 489 State Street"|"Bangor"|"ME"|"USA"|"04402-0404"|"01-0211501"|"Provide healthcare services"|"ME"|"501(c)(3)"|"3"|"EMHS"|"Y"
"01-0465231"|"Norumbega Medical Specialists LTD"|"1210032"|"1240159"|"Eastern Maine Healthcare Real Esta"|"43 Whiting Hill Road"|"Brewer"|"ME"|"USA"|"04412"|"01-0391036"|"Leases real estate"|"ME"|"501(c)(2)"|""|"EMHS"|"Y"
"01-0465231"|"Norumbega Medical Specialists LTD"|"1210033"|"1240159"|"Rosscare"|"43 Whiting Hill Road, Ste 400"|"Brewer"|"ME"|"USA"|"04412"|"01-0391038"|"Provide services to elderly"|"ME"|"501(c)(3)"|"PF"|"EMHS"|"Y"
"01-0465231"|"Norumbega Medical Specialists LTD"|"1210034"|"1240159"|"Rosscare Nursing Homes, Inc."|"43 Whiting Hill Road, Ste 400"|"Brewer"|"ME"|"USA"|"04412"|"01-0430751"|"Operation of nursing homes"|"ME"|"501(c)(3)"|"9"|"Rosscare"|"Y"
"01-0465231"|"Norumbega Medical Specialists LTD"|"1210035"|"1240159"|"Acadia Hospital Corp. (AHC)"|"43 Whiting Hill Road"|"Brewer"|"ME"|"USA"|"04412"|"01-0459837"|"Provide healthcare services"|"ME"|"501(c)(3)"|"3"|"EMHS"|"Y"
"01-0465231"|"Norumbega Medical Specialists LTD"|"1210036"|"1240159"|"Eastern Maine Medical Center Auxilia"|"43 Whiting Hill Road"|"Brewer"|"ME"|"USA"|"04412"|"01-0377901"|"Fund raising for exempt Eastern Maine Medical Center"|"ME"|"501(c)(3)"|"9"|"EMMC"|"Y"
"01-0465231"|"Norumbega Medical Specialists LTD"|"1210037"|"1240159"|"Acadia Healthcar,e Inc."|"43 Whiting Hill Road"|"Brewer"|"ME"|"USA"|"04412"|"22-3183888"|"Provide healthcare services"|"ME"|"501(c)(3)"|"9"|"AHC"|"Y"
"01-0465231"|"Norumbega Medical Specialists LTD"|"1210038"|"1240159"|"EMHS Foundation"|"43 Whiting Hill Road, Ste 400"|"Brewer"|"ME"|"USA"|"04412"|"22-2514163"|"Raise and manage funds for exempt organization"|"ME"|"501(c)(3)"|"11 Type II"|"EMHS"|"Y"
"01-0465231"|"Norumbega Medical Specialists LTD"|"1210039"|"1240159"|"Inland Hospital"|"200 Kennedy Memorial Drive"|"Waterville"|"ME"|"USA"|"04901"|"01-0217211"|"Provide healthcare services"|"ME"|"501(c)(3)"|"3"|"EMHS"|"Y"
"01-0465231"|"Norumbega Medical Specialists LTD"|"1210040"|"1240159"|"Lakewood, A Continuing Care Center"|"220 Kennedy Memorial Drive"|"Waterville"|"ME"|"USA"|"04901"|"01-0421234"|"Provide skilled and long-term nursing care"|"ME"|"501(c)(3)"|"3"|"Island Hospital"|"Y"
"01-0465231"|"Norumbega Medical Specialists LTD"|"1210041"|"1240159"|"C.A. Dean Memorial Hospital"|"Pritham Avenue, PO Box 1129"|"Greenville"|"ME"|"USA"|"04441-1129"|"04-3341666"|"Provide healthcare services"|"ME"|"501(c)(3)"|"3"|"EMHS"|"Y"
"01-0465231"|"Norumbega Medical Specialists LTD"|"1210042"|"1240159"|"Sebasticook Valley Health (SVH)"|"447 North Main Street"|"Pittsfield"|"ME"|"USA"|"04967"|"01-0263628"|"Critical care hospital"|"ME"|"501(c)(3)"|"3"|"EMHS"|"Y"
"01-0465231"|"Norumbega Medical Specialists LTD"|"1210043"|"1240159"|"The Aroostook Medical Center (TAMC)"|"PO Box 151, 140 Academy Street"|"Presque Isle"|"ME"|"USA"|"04769-0151"|"01-0372148"|"Provide healthcare services"|"ME"|"501(c)(3)"|"3"|"EMHS"|"Y"
"01-0465231"|"Norumbega Medical Specialists LTD"|"1210044"|"1240159"|"TAMC Title Corp."|"PO Box 151, 140 Academy Street"|"Presque Isle"|"ME"|"USA"|"04769-0151"|"01-0389226"|"Real estate holding company"|"ME"|"501(c)(3)"|""|"TAMC"|"Y"
"01-0465231"|"Norumbega Medical Specialists LTD"|"1210045"|"1240159"|"TAMC Endowments"|"PO Box 151, 140 Academy Street"|"Presque Isle"|"ME"|"USA"|"04769-0151"|"01-0389222"|"Raise funds for exempt organizations"|"ME"|"501(c)(3)"|"11 Type I"|"TAMC"|"Y"
"01-0465231"|"Norumbega Medical Specialists LTD"|"1210046"|"1240159"|"Horizons Health Services"|"PO Box 151, 140 Academy Street"|"Presque Isle"|"ME"|"USA"|"04769-0151"|"01-0504393"|"Provide patient care"|"ME"|"501(c)(3)"|"3"|"TAMC"|"Y"
"01-0465231"|"Norumbega Medical Specialists LTD"|"1210047"|"1240159"|"Eastern maine HomcCare"|"PO Box 688"|"Caribou"|"ME"|"USA"|"04736"|"01-0328442"|"Provide home health and hospice services"|"ME"|"501(c)(3)"|"9"|"EMHS"|"Y"
"01-0465231"|"Norumbega Medical Specialists LTD"|"1210048"|"1240159"|"Maine Institute for Human Genetics a"|"43 Whiting Hill Road"|"Brewer"|"ME"|"USA"|"04412"|"55-0894346"|"Biomedical research and development"|"ME"|"501(c)(3)"|"9"|"EMHS"|"Y"
"01-0465231"|"Norumbega Medical Specialists LTD"|"1210049"|"1240159"|"Blue Hill Memorial Hospital"|"57 Water Street"|"Blue Hill"|"ME"|"USA"|"04614-5231"|"01-0227195"|"Provide healthcare services"|"ME"|"501(c)(3)"|"3"|"EMHS"|"Y"
"01-0465231"|"Norumbega Medical Specialists LTD"|"1210050"|"1240159"|"Meadow Wood, LLC"|"43 Whiting Hill Road"|"Brewer"|"ME"|"USA"|"04412"|"27-2935243"|"Provide patient care"|"ME"|"501(c)(3)"|"9"|"AHI"|"Y"
"01-0465231"|"Norumbega Medical Specialists LTD"|"1210051"|"1240159"|"Inland Family Practice Associates, L"|"200 Kennedy Memorial Drive"|"Waterville"|"ME"|"USA"|"04901"|"27-2942245"|"Provide patient care"|"ME"|"501(c)(3)"|"3"|"Inland Hospital"|"Y"
"01-0465231"|"Norumbega Medical Specialists LTD"|"1210052"|"1240159"|"Sebasticook Valley Family Practice A"|"447 North Main St"|"Pittsfield"|"ME"|"USA"|"04967"|"01-0357854"|"Provide patient care"|"ME"|"501(c)(3)"|"9"|"SVH"|"Y"
"01-0465231"|"Norumbega Medical Specialists LTD"|"1210053"|"1240159"|"Sebasticook Valley Health Convenient"|"447 North Main St"|"Pittsfield"|"ME"|"USA"|"04967"|"27-3129791"|"Provide patient care"|"ME"|"501(c)(3)"|"3"|"SVH"|"Y"
"01-0465231"|"Norumbega Medical Specialists LTD"|"1210054"|"1240159"|"Capitol Convenient Care, LLC"|"43 Whiting Hill Road"|"Brewer"|"ME"|"USA"|"04412"|"27-3671960"|"Provide patient care"|"ME"|"501(c)(3)"|"11, Type II"|"EMHS"|"Y"
"01-0465231"|"Norumbega Medical Specialists LTD"|"1210055"|"1240159"|"Sebasticook Valley Work Health, LLC"|"447 North Main St"|"Pittsfield"|"ME"|"USA"|"04967"|"45-3359446"|"Provide patient care"|"ME"|"501(c)(3)"|"3"|"SVH"|"Y"
"01-0465231"|"Norumbega Medical Specialists LTD"|"1210056"|"1240159"|"Beacon Health, LLC"|"43 Whiting Hill Road"|"Brewer"|"ME"|"USA"|"04412"|"45-2967056"|"Provide patient organization"|"ME"|"501(c)(3)"|"11, Type II"|"EMHS"|"Y"
"01-0732928"|"US RUSSIA FOUNDATION FOR ECONOMIC ADVANCEMENT AND THE RULE OF LAW"|"1210370"|"1241171"|"THE US RUSSIA INVESTMENT FUND"|"137 MITCHELLS CHANCE ROAD"|"EDGEWATER"|"MD"|"USA"|"21037"|"13-3837559"|"INVESTMENTS"|"DE"|"501(C)(3)"|"LINE 7"|""|"N"
"02-0222123"|"Capital Region Health Care Corporation"|"1210371"|"1241172"|"Concord Hospital"|"250 Pleasant Street"|"Concord"|"NH"|"USA"|"03301"|"22-2594672"|"Provide medical care"|"NH"|"501(C) (3)"|"3"|""|"N"
"02-0222123"|"Capital Region Health Care Corporation"|"1210372"|"1241172"|"Capital Region Physician Group Corp"|"250 Pleasant Street"|"Concord"|"NH"|"USA"|"03301"|"02-0481705"|"Provide medical care to community"|"NH"|"501(C)(3)"|"9"|""|"N"
"02-0222123"|"Capital Region Health Care Corporation"|"1210373"|"1241172"|"Capital Region Health Ventures Corp"|"250 Pleasant Street"|"Concord"|"NH"|"USA"|"03301"|"02-0438264"|"Provide medical care to community"|"NH"|"501(C)(3)"|"11 type II"|""|"N"
"02-0222123"|"Capital Region Health Care Corporation"|"1210374"|"1241172"|"Concord Regional Visiting Nurses Association"|"250 Pleasant Street"|"Concord"|"NH"|"USA"|"03301"|"02-0222122"|"Home health care & hospice services"|"NH"|"501(C)(3)"|"9"|""|"N"
"02-0222123"|"Capital Region Health Care Corporation"|"1210375"|"1241172"|"Capital Region Health Care Development Corp"|"250 Pleasant Street"|"Concord"|"NH"|"USA"|"03301"|"02-0429749"|"Support Concord Hospital & other affiliates"|"NH"|""|""|""|"N"
"02-0222123"|"Capital Region Health Care Corporation"|"1210376"|"1241172"|"CHDHC"|"250 Pleasant Street"|"Concord"|"NH"|"USA"|"03301"|"02-0519680"|"Provide health services to Concord community"|"NH"|"501(C)(3)"|"3"|""|"N"
"02-0222123"|"Capital Region Health Care Corporation"|"1210377"|"1241172"|"Concord Hospital Trust"|"250 Pleasant Street"|"Concord"|"NH"|"USA"|"03301"|"26-0378710"|"Fundraising"|"NH"|"501(C)(3)"|"11 type I"|""|"N"
"02-0222123"|"Capital Region Health Care Corporation"|"1210378"|"1241172"|"Riverbend Community Mental Health Inc"|"3-5 North State Street"|"Concord"|"NH"|"USA"|"03302-2032"|"02-0264383"|"Multi-service team"|"NH"|"501(C) (2)"|"7"|""|"N"
"01-0540981"|"COMMUNITY CONCEPTS FINANCE CORPORATION"|"1210715"|"1243569"|"COMMUNITY CONCEPTS INC"|"240 BATES ST"|"LEWISTON"|"ME"|"USA"|"04240"|"01-0424969"|"COMMUNITY-ACTION AGENCY SERVING LOWER INCOME FAMILIES"|"ME"|"501(C)3"|"7"|""|"N"
"01-0540981"|"COMMUNITY CONCEPTS FINANCE CORPORATION"|"1210716"|"1243569"|"LEWISTON AUBURN COMMUNITY HOUSING INC"|"17 MARKET SQUARE"|"SOUTH PARIS"|"ME"|"USA"|"04281"|"20-2341500"|"LOW-INCOME HOUSING DEVELOPMENT AND FINANCING"|"ME"|"501(C)3"|"7"|""|"N"
"01-0430751"|"Rosscare Nursing Homes, Inc."|"1210999"|"1243941"|"Eastern Maine Healthcare Systems"|"43 Whiting Hill Road"|"Brewer"|"ME"|"USA"|"04412"|"01-0527066"|"Supporting organization for healthcare affiliates"|"ME"|"501(c)(3)"|"11, Type II"|""|"Y"
"01-0430751"|"Rosscare Nursing Homes, Inc."|"1211000"|"1243941"|"Eastern Maine Medical Center (EMMC"|"PO Box 404, 489 State Street"|"Bangor"|"ME"|"USA"|"04402-0404"|"01-0211501"|"Provide healthcare services"|"ME"|"501(c)(3)"|"3"|"EMHS"|"Y"
"01-0430751"|"Rosscare Nursing Homes, Inc."|"1211001"|"1243941"|"Eastern Maine Healthcare Real Esta"|"43 Whiting Hill Road"|"Brewer"|"ME"|"USA"|"04412"|"01-0391036"|"Leases real estate"|"ME"|"501(c)(2)"|""|"EMHS"|"Y"
"01-0430751"|"Rosscare Nursing Homes, Inc."|"1211002"|"1243941"|"Rosscare"|"43 Whiting Hill Road, Ste 400"|"Brewer"|"ME"|"USA"|"04412"|"01-0391038"|"Provide services to elderly"|"ME"|"501(c)(3)"|"PF"|"EMHS"|"Y"
"01-0430751"|"Rosscare Nursing Homes, Inc."|"1211003"|"1243941"|"Acadia Hospital Corp. (AHC)"|"43 Whiting Hill Road"|"Brewer"|"ME"|"USA"|"04412"|"01-0459837"|"Provide healthcare services"|"ME"|"501(c)(3)"|"3"|"EMHS"|"Y"
"01-0430751"|"Rosscare Nursing Homes, Inc."|"1211004"|"1243941"|"Eastern Maine Medical Center Auxilia"|"43 Whiting Hill Road"|"Brewer"|"ME"|"USA"|"04412"|"01-0377901"|"Fund raising for exempt Eastern Maine Medical Center"|"ME"|"501(c)(3)"|"9"|"EMMC"|"Y"
"01-0430751"|"Rosscare Nursing Homes, Inc."|"1211005"|"1243941"|"Acadia Healthcare, Inc."|"43 Whiting Hill Road"|"Brewer"|"ME"|"USA"|"04412"|"22-3183888"|"Provide healthcare services"|"ME"|"501(c)(3)"|"9"|"AHC"|"Y"
"01-0430751"|"Rosscare Nursing Homes, Inc."|"1211006"|"1243941"|"EMHS Foundation"|"43 Whiting Hill Road, Ste 400"|"Brewer"|"ME"|"USA"|"04412"|"22-2514163"|"Raise and manage funds for exempt organizations"|"ME"|"501(c)(3)"|"11, Type II"|"EMHS"|"Y"
"01-0430751"|"Rosscare Nursing Homes, Inc."|"1211007"|"1243941"|"Norumbega Medical Specialists, LTD"|"43 Whiting Hill Road, Ste 400"|"Brewer"|"ME"|"USA"|"04412"|"01-0465231"|"Provide patient care and education"|"ME"|"501(c)(3)"|"9"|"EMMC"|"Y"
"01-0430751"|"Rosscare Nursing Homes, Inc."|"1211008"|"1243941"|"Inland Hospital"|"200 Kennedy Memorial Drive"|"Waterville"|"ME"|"USA"|"04901"|"01-0217211"|"Provide healthcare services"|"ME"|"501(c)(3)"|"3"|"EMHS"|"Y"
"01-0430751"|"Rosscare Nursing Homes, Inc."|"1211009"|"1243941"|"Lakewood, A Continuing Care Center"|"220 Kennedy Memorial Drive"|"Waterville"|"ME"|"USA"|"04901"|"01-0421234"|"Provide skilled and long-term nursing care"|"ME"|"501(c)(3)"|"3"|"Inland Hospital"|"Y"
"01-0430751"|"Rosscare Nursing Homes, Inc."|"1211010"|"1243941"|"CA Dean Memorial Hospital Pritham Avenue"|"PO Box 1129"|"Greenville"|"ME"|"USA"|"04441-1129"|"04-3341666"|"Provide healthcare services"|"ME"|"501(c)(3)"|"3"|"EMHS"|"Y"
"01-0430751"|"Rosscare Nursing Homes, Inc."|"1211011"|"1243941"|"Sebasticook Valley Health (SVH)"|"447 North Main Street"|"Pittsfield"|"ME"|"USA"|"04967"|"01-0263628"|"Critical care hospital"|"ME"|"501(c)(3)"|"3"|"EMHS"|"Y"
"01-0430751"|"Rosscare Nursing Homes, Inc."|"1211012"|"1243941"|"The Aroostook Medical Center (TAMC)"|"PO BOX 151, 140 Academy Street"|"Presque Isle"|"ME"|"USA"|"04769-0151"|"01-0372148"|"Provide healthcare services"|"ME"|"501(c)(3)"|"3"|"EMHS"|"Y"
"01-0430751"|"Rosscare Nursing Homes, Inc."|"1211013"|"1243941"|"TAMC Title Corp."|"PO Box 151, 140 Academy Street"|"Presque Isle"|"ME"|"USA"|"04769-0151"|"01-0389226"|"Real estate holding company"|"ME"|"501(c)(2)"|""|"TAMC"|"Y"
"01-0430751"|"Rosscare Nursing Homes, Inc."|"1211014"|"1243941"|"TAMC Endowments"|"PO Box 151, 140 Academy Street"|"Presque Isle"|"ME"|"USA"|"04769-0151"|"01-0389222"|"Raise funds for exempt organizations"|"ME"|"501(c)(3)"|"11, Type I"|"TAMC"|"Y"
"01-0430751"|"Rosscare Nursing Homes, Inc."|"1211015"|"1243941"|"Horizons Health Services"|"PO Box 151, 140 Academy Street"|"Presque Isle"|"ME"|"USA"|"04769-0151"|"01-0504393"|"Provide patient care"|"ME"|"501(c)(3)"|"3"|"TAMC"|"Y"
"01-0430751"|"Rosscare Nursing Homes, Inc."|"1211016"|"1243941"|"Eastern Maine HomeCare"|"PO Box 688"|"Caribou"|"ME"|"USA"|"04736"|"01-0328442"|"Provide home health and hospice services"|"ME"|"501(c)(3)"|"9"|"EMHS"|"Y"
"01-0430751"|"Rosscare Nursing Homes, Inc."|"1211017"|"1243941"|"Maine Inst for Human Genetics & Heal"|"43 Whiting Hill Road"|"Brewer"|"ME"|"USA"|"04412"|"55-0894346"|"Biomedical research and development"|"ME"|"501(c)(3)"|"9"|"EMHS"|"Y"
"01-0430751"|"Rosscare Nursing Homes, Inc."|"1211018"|"1243941"|"Blue Hill Memorial Hospital"|"57 Water Street"|"Blue Hill"|"ME"|"USA"|"04614-5231"|"01-0227195"|"Provide healthcare services"|"ME"|"501(c)(3)"|"3"|"EMHS"|"Y"
"01-0430751"|"Rosscare Nursing Homes, Inc."|"1211019"|"1243941"|"Meadow Wood, LLC"|"43 Whiting Hill Road"|"Brewer"|"ME"|"USA"|"04412"|"27-2935243"|"Provide patient care"|"ME"|"501(c)(3)"|"9"|"AHI"|"Y"
"01-0430751"|"Rosscare Nursing Homes, Inc."|"1211020"|"1243941"|"Inland Family Practice Associates, L"|"200 Kennedy Memorial Drive"|"Waterville"|"ME"|"USA"|"04901"|"27-2942245"|"Provide patient care"|"ME"|"501(c)(3)"|"3"|"Inland Hospital"|"Y"
"01-0430751"|"Rosscare Nursing Homes, Inc."|"1211021"|"1243941"|"Sebasticook Valley Family Practice A"|"447 North Main Street"|"Pittsfield"|"ME"|"USA"|"04967"|"01-0357854"|"Provide patient care"|"ME"|"501(c)(3)"|"9"|"SVH"|"Y"
"01-0430751"|"Rosscare Nursing Homes, Inc."|"1211022"|"1243941"|"Sebasticook Valley Hlth Convenient C"|"447 North Main Street"|"Pittsfield"|"ME"|"USA"|"04967"|"27-3129791"|"Provide patient care"|"ME"|"501(c)(3)"|"3"|"SVH"|"Y"
"01-0430751"|"Rosscare Nursing Homes, Inc."|"1211023"|"1243941"|"Capitol Convenient Care, LLC"|"43 Whiting Hill Road, Ste 500"|"Brewer"|"ME"|"USA"|"04412"|"27-3671960"|"Provide patient care"|"ME"|"501(c)(3)"|"11, Type II"|"EMHS"|"Y"
