"C_EIN"|"C_Org_Name"|"bmf_id"|"ein"|"org_name"|"address_id"|"grp_exmpt"|"subsection_code"|"affil_code"|"deductn_code"|"ruling_yr"|"ruling_mo"|"foundn_code"|"activity_code1"|"activity_code2"|"activity_code3"|"org_code"|"district"|"advrule_expyr"|"advrule_expmo"|"class_code1"|"class_code2"|"class_code3"|"class_code4"|"tax_year"|"tax_month"|"income_code"|"income"|"acct_period"|"ntee_code"|"assets"|"ntee_qual"|"asset_code"|"second_name"|"filing_req_code"|"npo_active"|"submit_date"|"dummy_p"|"last_modified"|"care_of"|"idle_date"|"exempt_status_code"|"f990_revenue"
"01-0652065"|"THE CAMPUS THEATRE LTD"|"100214258"|"01-0652065"|"Campus Theatre Limited"|"102930878"|"0000 "|"03"|"3"|"1"|"2002"|"09"|"16"|""|""|""|"1"|""|"0000  "|"00"|"2"|" "|" "|" "|"2014"|"12"|"4"|"394531.0000"|"12 "|"A31"|"152084.0000"|" "|"4"|""|"010"|"?"|"9/29/2003 4:11:00 PM"|"0"|"2/13/2015 5:17:00 PM"|"% ERIC FADEN"|"12/14/2015 12:00:00 AM"|"01"|"390868.0000"
"01-0652065"|"THE CAMPUS THEATRE LTD"|"100214258"|"01-0652065"|"Campus Theatre Limited"|"102930878"|"0000 "|"03"|"3"|"1"|"2002"|"09"|"16"|""|""|""|"1"|""|"0000  "|"00"|"2"|" "|" "|" "|"2014"|"12"|"4"|"394531.0000"|"12 "|"A31"|"152084.0000"|" "|"4"|""|"010"|"?"|"9/29/2003 4:11:00 PM"|"0"|"2/13/2015 5:17:00 PM"|"% ERIC FADEN"|"12/14/2015 12:00:00 AM"|"01"|"390868.0000"
"01-0652445"|"RODNEY STREET TENNIS AND TUTORING ASSOCIATION INC"|"100245668"|"01-0652445"|"RODNEY STREET TENNIS ASSOCIATION"|"104010758"|"0000 "|"03"|"3"|"1"|"2004"|"01"|"16"|"000"|"000"|"000"|"1"|""|"0000  "|"00"|"2"|" "|" "|" "|"2014"|"12"|"4"|"247751.0000"|"12 "|"N66"|"53767.0000"|" "|"3"|""|"010"|"?"|"3/9/2004 2:29:00 PM"|"0"|"11/9/2015 8:01:00 PM"|"% HARRY SHUR"|"12/14/2015 12:00:00 AM"|"01"|"214490.0000"
"01-0652445"|"RODNEY STREET TENNIS AND TUTORING ASSOCIATION INC"|"100245668"|"01-0652445"|"RODNEY STREET TENNIS ASSOCIATION"|"104010758"|"0000 "|"03"|"3"|"1"|"2004"|"01"|"16"|"000"|"000"|"000"|"1"|""|"0000  "|"00"|"2"|" "|" "|" "|"2014"|"12"|"4"|"247751.0000"|"12 "|"N66"|"53767.0000"|" "|"3"|""|"010"|"?"|"3/9/2004 2:29:00 PM"|"0"|"11/9/2015 8:01:00 PM"|"% HARRY SHUR"|"12/14/2015 12:00:00 AM"|"01"|"214490.0000"
"01-0652445"|"RODNEY STREET TENNIS AND TUTORING ASSOCIATION INC"|"100245668"|"01-0652445"|"RODNEY STREET TENNIS ASSOCIATION"|"104010758"|"0000 "|"03"|"3"|"1"|"2004"|"01"|"16"|"000"|"000"|"000"|"1"|""|"0000  "|"00"|"2"|" "|" "|" "|"2014"|"12"|"4"|"247751.0000"|"12 "|"N66"|"53767.0000"|" "|"3"|""|"010"|"?"|"3/9/2004 2:29:00 PM"|"0"|"11/9/2015 8:01:00 PM"|"% HARRY SHUR"|"12/14/2015 12:00:00 AM"|"01"|"214490.0000"
"01-0653458"|"FOUNDATION FOR CHILDREN"|"100181727"|"01-0653458"|"CHILDRENS HOPE ALLIANCE"|"107156958"|"4357 "|"03"|"9"|"1"|"2004"|"11"|"16"|""|""|""|"1"|""|"0000  "|"00"|"1"|" "|" "|" "|"2014"|"09"|"7"|"7360458.0000"|"09 "|"P73"|"28674801.0000"|" "|"8"|"CHILDRENS HOPE ALLIANCE FOUNDATION"|"010"|"?"|"5/7/2003 10:09:00 AM"|"0"|"11/9/2015 8:01:00 PM"|""|"12/14/2015 12:00:00 AM"|"01"|"3335127.0000"
"01-0653458"|"FOUNDATION FOR CHILDREN"|"100181727"|"01-0653458"|"CHILDRENS HOPE ALLIANCE"|"107156958"|"4357 "|"03"|"9"|"1"|"2004"|"11"|"16"|""|""|""|"1"|""|"0000  "|"00"|"1"|" "|" "|" "|"2014"|"09"|"7"|"7360458.0000"|"09 "|"P73"|"28674801.0000"|" "|"8"|"CHILDRENS HOPE ALLIANCE FOUNDATION"|"010"|"?"|"5/7/2003 10:09:00 AM"|"0"|"11/9/2015 8:01:00 PM"|""|"12/14/2015 12:00:00 AM"|"01"|"3335127.0000"
"01-0653458"|"FOUNDATION FOR CHILDREN"|"100181727"|"01-0653458"|"CHILDRENS HOPE ALLIANCE"|"107156958"|"4357 "|"03"|"9"|"1"|"2004"|"11"|"16"|""|""|""|"1"|""|"0000  "|"00"|"1"|" "|" "|" "|"2014"|"09"|"7"|"7360458.0000"|"09 "|"P73"|"28674801.0000"|" "|"8"|"CHILDRENS HOPE ALLIANCE FOUNDATION"|"010"|"?"|"5/7/2003 10:09:00 AM"|"0"|"11/9/2015 8:01:00 PM"|""|"12/14/2015 12:00:00 AM"|"01"|"3335127.0000"
"01-0654014"|"Ministry Services Group, Inc"|"100249664"|"01-0654014"|"Ministry Services Group Inc"|"104414254"|"0000 "|"03"|"3"|"1"|"2002"|"09"|"15"|"000"|"000"|"000"|"1"|""|"0000  "|"00"|"1"|" "|" "|" "|"2013"|"12"|"4"|"125737.0000"|"12 "|"T30"|"21892.0000"|" "|"2"|""|"010"|"?"|"4/19/2004 2:12:00 PM"|"0"|"11/10/2014 8:50:00 PM"|""|"12/14/2015 12:00:00 AM"|"01"|"125737.0000"
"01-0654014"|"Ministry Services Group, Inc"|"100249664"|"01-0654014"|"Ministry Services Group Inc"|"104414254"|"0000 "|"03"|"3"|"1"|"2002"|"09"|"15"|"000"|"000"|"000"|"1"|""|"0000  "|"00"|"1"|" "|" "|" "|"2013"|"12"|"4"|"125737.0000"|"12 "|"T30"|"21892.0000"|" "|"2"|""|"010"|"?"|"4/19/2004 2:12:00 PM"|"0"|"11/10/2014 8:50:00 PM"|""|"12/14/2015 12:00:00 AM"|"01"|"125737.0000"
"01-0654014"|"MINISTRY SERVICES GROUP, INC."|"100249664"|"01-0654014"|"Ministry Services Group Inc"|"104414254"|"0000 "|"03"|"3"|"1"|"2002"|"09"|"15"|"000"|"000"|"000"|"1"|""|"0000  "|"00"|"1"|" "|" "|" "|"2013"|"12"|"4"|"125737.0000"|"12 "|"T30"|"21892.0000"|" "|"2"|""|"010"|"?"|"4/19/2004 2:12:00 PM"|"0"|"11/10/2014 8:50:00 PM"|""|"12/14/2015 12:00:00 AM"|"01"|"125737.0000"
"01-0654140"|"Clark Shores Water Corporation"|"101079697"|"01-0654140"|"CLARK SHORES WATER CORPORATION"|"121039982"|"0000 "|"12"|"3"|"2"|"2010"|"09"|"00"|"000"|"000"|"000"|"1"|""|"0000  "|"00"|"1"|" "|" "|" "|"2014"|"12"|"3"|"90508.0000"|"12 "|"Y22"|"704563.0000"|" "|"5"|""|"010"|""|"10/22/2010 12:08:00 PM"|"0"|"7/16/2015 6:08:00 PM"|"% PATRICIA WELCH"|"12/14/2015 12:00:00 AM"|"01"|"90508.0000"
"01-0654140"|"Clark Shores Water Corporation"|"101079697"|"01-0654140"|"CLARK SHORES WATER CORPORATION"|"121039982"|"0000 "|"12"|"3"|"2"|"2010"|"09"|"00"|"000"|"000"|"000"|"1"|""|"0000  "|"00"|"1"|" "|" "|" "|"2014"|"12"|"3"|"90508.0000"|"12 "|"Y22"|"704563.0000"|" "|"5"|""|"010"|""|"10/22/2010 12:08:00 PM"|"0"|"7/16/2015 6:08:00 PM"|"% PATRICIA WELCH"|"12/14/2015 12:00:00 AM"|"01"|"90508.0000"
"01-0654140"|"Clark Shores Water Corporation"|"101079697"|"01-0654140"|"CLARK SHORES WATER CORPORATION"|"121039982"|"0000 "|"12"|"3"|"2"|"2010"|"09"|"00"|"000"|"000"|"000"|"1"|""|"0000  "|"00"|"1"|" "|" "|" "|"2014"|"12"|"3"|"90508.0000"|"12 "|"Y22"|"704563.0000"|" "|"5"|""|"010"|""|"10/22/2010 12:08:00 PM"|"0"|"7/16/2015 6:08:00 PM"|"% PATRICIA WELCH"|"12/14/2015 12:00:00 AM"|"01"|"90508.0000"
"01-0654320"|"THE LIO MISSION INC"|"100259954"|"01-0654320"|"LIO MISSION INC"|"105146991"|"0000 "|"03"|"3"|"1"|"2003"|"09"|"16"|"000"|"000"|"000"|"1"|""|"0000  "|"00"|"1"|" "|" "|" "|"2014"|"12"|"4"|"446445.0000"|"12 "|"X81"|"97387.0000"|" "|"3"|""|"010"|"?"|"6/26/2004 9:01:00 AM"|"0"|"11/9/2015 8:01:00 PM"|"% JOE DISTEFANO"|"12/14/2015 12:00:00 AM"|"01"|"446445.0000"
"01-0654320"|"The Lio Mission Inc."|"100259954"|"01-0654320"|"LIO MISSION INC"|"105146991"|"0000 "|"03"|"3"|"1"|"2003"|"09"|"16"|"000"|"000"|"000"|"1"|""|"0000  "|"00"|"1"|" "|" "|" "|"2014"|"12"|"4"|"446445.0000"|"12 "|"X81"|"97387.0000"|" "|"3"|""|"010"|"?"|"6/26/2004 9:01:00 AM"|"0"|"11/9/2015 8:01:00 PM"|"% JOE DISTEFANO"|"12/14/2015 12:00:00 AM"|"01"|"446445.0000"
"01-0654320"|"The Lio Mission Inc."|"100259954"|"01-0654320"|"LIO MISSION INC"|"105146991"|"0000 "|"03"|"3"|"1"|"2003"|"09"|"16"|"000"|"000"|"000"|"1"|""|"0000  "|"00"|"1"|" "|" "|" "|"2014"|"12"|"4"|"446445.0000"|"12 "|"X81"|"97387.0000"|" "|"3"|""|"010"|"?"|"6/26/2004 9:01:00 AM"|"0"|"11/9/2015 8:01:00 PM"|"% JOE DISTEFANO"|"12/14/2015 12:00:00 AM"|"01"|"446445.0000"
"01-0654984"|"MHA OF GREATER HOUSTON FOUNDATION, INC."|"100181737"|"01-0654984"|"MHA OF GREATER HOUSTON FOUNDATION INC"|"101864902"|"0000 "|"03"|"3"|"1"|"2003"|"03"|"17"|""|""|""|"1"|""|"0000  "|"00"|"1"|" "|" "|" "|"2014"|"12"|"6"|"1411785.0000"|"12 "|"G11"|"4395496.0000"|" "|"6"|""|"010"|"?"|"5/7/2003 10:09:00 AM"|"0"|"7/16/2015 6:08:00 PM"|"% MARC E GROSSBERG"|"12/14/2015 12:00:00 AM"|"01"|"41394.0000"
"01-0654984"|"MHA OF GREATER HOUSTON FOUNDATION, INC."|"100181737"|"01-0654984"|"MHA OF GREATER HOUSTON FOUNDATION INC"|"101864902"|"0000 "|"03"|"3"|"1"|"2003"|"03"|"17"|""|""|""|"1"|""|"0000  "|"00"|"1"|" "|" "|" "|"2014"|"12"|"6"|"1411785.0000"|"12 "|"G11"|"4395496.0000"|" "|"6"|""|"010"|"?"|"5/7/2003 10:09:00 AM"|"0"|"7/16/2015 6:08:00 PM"|"% MARC E GROSSBERG"|"12/14/2015 12:00:00 AM"|"01"|"41394.0000"
"01-0654984"|"MHA OF GREATER HOUSTON FOUNDATION, INC."|"100181737"|"01-0654984"|"MHA OF GREATER HOUSTON FOUNDATION INC"|"101864902"|"0000 "|"03"|"3"|"1"|"2003"|"03"|"17"|""|""|""|"1"|""|"0000  "|"00"|"1"|" "|" "|" "|"2014"|"12"|"6"|"1411785.0000"|"12 "|"G11"|"4395496.0000"|" "|"6"|""|"010"|"?"|"5/7/2003 10:09:00 AM"|"0"|"7/16/2015 6:08:00 PM"|"% MARC E GROSSBERG"|"12/14/2015 12:00:00 AM"|"01"|"41394.0000"
"01-0656156"|"American College of Bankruptcy Foundation"|"100154663"|"01-0656156"|"AMERICAN COLLEGE OF BANKRUPTCY FOUNDATION"|"107156953"|"0000 "|"03"|"3"|"1"|"2002"|"05"|"21"|""|""|""|"1"|""|"0000  "|"00"|"2"|" "|" "|" "|"2014"|"12"|"5"|"513288.0000"|"12 "|"B82"|"1211197.0000"|" "|"6"|""|"010"|"?"|"12/19/2002 9:28:00 AM"|"0"|"9/19/2015 4:01:00 PM"|"% JOEL B PIASSICK"|"12/14/2015 12:00:00 AM"|"01"|"513288.0000"
"01-0656156"|"American College of Bankruptcy Foundation"|"100154663"|"01-0656156"|"AMERICAN COLLEGE OF BANKRUPTCY FOUNDATION"|"107156953"|"0000 "|"03"|"3"|"1"|"2002"|"05"|"21"|""|""|""|"1"|""|"0000  "|"00"|"2"|" "|" "|" "|"2014"|"12"|"5"|"513288.0000"|"12 "|"B82"|"1211197.0000"|" "|"6"|""|"010"|"?"|"12/19/2002 9:28:00 AM"|"0"|"9/19/2015 4:01:00 PM"|"% JOEL B PIASSICK"|"12/14/2015 12:00:00 AM"|"01"|"513288.0000"
"01-0656156"|"American College of Bankruptcy Foundation"|"100154663"|"01-0656156"|"AMERICAN COLLEGE OF BANKRUPTCY FOUNDATION"|"107156953"|"0000 "|"03"|"3"|"1"|"2002"|"05"|"21"|""|""|""|"1"|""|"0000  "|"00"|"2"|" "|" "|" "|"2014"|"12"|"5"|"513288.0000"|"12 "|"B82"|"1211197.0000"|" "|"6"|""|"010"|"?"|"12/19/2002 9:28:00 AM"|"0"|"9/19/2015 4:01:00 PM"|"% JOEL B PIASSICK"|"12/14/2015 12:00:00 AM"|"01"|"513288.0000"
"01-0656674"|"BRUNSWICK SENIOR RESOURCES, INC."|"100219125"|"01-0656674"|"BRUNSWICK SENIOR RESOURCES INC"|"107156951"|"0000 "|"03"|"3"|"1"|"2003"|"08"|"15"|"000"|"000"|"000"|"1"|""|"0000  "|"00"|"1"|" "|" "|" "|"2015"|"06"|"6"|"2769806.0000"|"06 "|"P81"|"1480149.0000"|" "|"6"|""|"010"|"?"|"12/2/2003 9:15:00 AM"|"0"|"12/14/2015 5:48:00 PM"|""|"12/14/2015 12:00:00 AM"|"01"|"2769806.0000"
"01-0656674"|"BRUNSWICK SENIOR RESOURCES. INC."|"100219125"|"01-0656674"|"BRUNSWICK SENIOR RESOURCES INC"|"107156951"|"0000 "|"03"|"3"|"1"|"2003"|"08"|"15"|"000"|"000"|"000"|"1"|""|"0000  "|"00"|"1"|" "|" "|" "|"2015"|"06"|"6"|"2769806.0000"|"06 "|"P81"|"1480149.0000"|" "|"6"|""|"010"|"?"|"12/2/2003 9:15:00 AM"|"0"|"12/14/2015 5:48:00 PM"|""|"12/14/2015 12:00:00 AM"|"01"|"2769806.0000"
"01-0656674"|"BRUNSWICK SENIOR RESOURCES INC"|"100219125"|"01-0656674"|"BRUNSWICK SENIOR RESOURCES INC"|"107156951"|"0000 "|"03"|"3"|"1"|"2003"|"08"|"15"|"000"|"000"|"000"|"1"|""|"0000  "|"00"|"1"|" "|" "|" "|"2015"|"06"|"6"|"2769806.0000"|"06 "|"P81"|"1480149.0000"|" "|"6"|""|"010"|"?"|"12/2/2003 9:15:00 AM"|"0"|"12/14/2015 5:48:00 PM"|""|"12/14/2015 12:00:00 AM"|"01"|"2769806.0000"
"01-0656986"|"THE SURF CLUB OF RYE, INC"|"100297634"|"01-0656986"|"SURF CLUB OF RYE INC"|"105883579"|"0000 "|"07"|"3"|"2"|"2003"|"06"|"00"|"000"|"000"|"000"|"1"|""|"0000  "|"00"|"1"|" "|" "|" "|"2014"|"12"|"5"|"623941.0000"|"12 "|"N50"|"3762947.0000"|" "|"6"|""|"010"|"?"|"10/17/2004 9:01:00 AM"|"0"|"8/11/2015 5:39:00 PM"|"% RICHARD W GREEN"|"12/14/2015 12:00:00 AM"|"01"|"581707.0000"
"01-0656986"|"THE SURF CLUB OF RYE, INC"|"100297634"|"01-0656986"|"SURF CLUB OF RYE INC"|"105883579"|"0000 "|"07"|"3"|"2"|"2003"|"06"|"00"|"000"|"000"|"000"|"1"|""|"0000  "|"00"|"1"|" "|" "|" "|"2014"|"12"|"5"|"623941.0000"|"12 "|"N50"|"3762947.0000"|" "|"6"|""|"010"|"?"|"10/17/2004 9:01:00 AM"|"0"|"8/11/2015 5:39:00 PM"|"% RICHARD W GREEN"|"12/14/2015 12:00:00 AM"|"01"|"581707.0000"
"01-0656986"|"THE SURF CLUB OF RYE, INC"|"100297634"|"01-0656986"|"SURF CLUB OF RYE INC"|"105883579"|"0000 "|"07"|"3"|"2"|"2003"|"06"|"00"|"000"|"000"|"000"|"1"|""|"0000  "|"00"|"1"|" "|" "|" "|"2014"|"12"|"5"|"623941.0000"|"12 "|"N50"|"3762947.0000"|" "|"6"|""|"010"|"?"|"10/17/2004 9:01:00 AM"|"0"|"8/11/2015 5:39:00 PM"|"% RICHARD W GREEN"|"12/14/2015 12:00:00 AM"|"01"|"581707.0000"
"01-0657461"|"MARYLAND COMMUNITY HEALTH INITIATIVES INC"|"100181749"|"01-0657461"|"MARYLAND COMMUNITY HEALTH INITIATIVES"|"107787829"|"0000 "|"03"|"3"|"1"|"2002"|"10"|"16"|""|""|""|"1"|""|"0000  "|"00"|"1"|" "|" "|" "|"2015"|"07"|"6"|"2297194.0000"|"07 "|"E60"|"245982.0000"|" "|"4"|""|"010"|"?"|"5/7/2003 10:09:00 AM"|"0"|"12/14/2015 5:48:00 PM"|""|"12/14/2015 12:00:00 AM"|"01"|"2297194.0000"
"01-0657461"|"MARYLAND COMMUNITY HEALTH INITIATIVES INC"|"100181749"|"01-0657461"|"MARYLAND COMMUNITY HEALTH INITIATIVES"|"107787829"|"0000 "|"03"|"3"|"1"|"2002"|"10"|"16"|""|""|""|"1"|""|"0000  "|"00"|"1"|" "|" "|" "|"2015"|"07"|"6"|"2297194.0000"|"07 "|"E60"|"245982.0000"|" "|"4"|""|"010"|"?"|"5/7/2003 10:09:00 AM"|"0"|"12/14/2015 5:48:00 PM"|""|"12/14/2015 12:00:00 AM"|"01"|"2297194.0000"
"01-0657461"|"MARYLAND COMMUNITY HEALTH INITIATIVES INC"|"100181749"|"01-0657461"|"MARYLAND COMMUNITY HEALTH INITIATIVES"|"107787829"|"0000 "|"03"|"3"|"1"|"2002"|"10"|"16"|""|""|""|"1"|""|"0000  "|"00"|"1"|" "|" "|" "|"2015"|"07"|"6"|"2297194.0000"|"07 "|"E60"|"245982.0000"|" "|"4"|""|"010"|"?"|"5/7/2003 10:09:00 AM"|"0"|"12/14/2015 5:48:00 PM"|""|"12/14/2015 12:00:00 AM"|"01"|"2297194.0000"
"01-0657646"|"International Apostolic Missions"|"100970226"|"01-0657646"|"INTERNATIONAL APOSTOLIC MISSIONS"|"119871396"|"0000 "|"03"|"3"|"1"|"2009"|"04"|"15"|"000"|"000"|"000"|"1"|""|"0000  "|"00"|"1"|" "|" "|" "|"2014"|"12"|"6"|"1597677.0000"|"12 "|"T30"|"98343.0000"|" "|"3"|""|"010"|"?"|"5/30/2009 12:00:00 PM"|"0"|"12/14/2015 5:48:00 PM"|"% JONATHAN ALVEAR"|"12/14/2015 12:00:00 AM"|"01"|"1597677.0000"
"01-0657646"|"International Apostolic Missions"|"100970226"|"01-0657646"|"INTERNATIONAL APOSTOLIC MISSIONS"|"119871396"|"0000 "|"03"|"3"|"1"|"2009"|"04"|"15"|"000"|"000"|"000"|"1"|""|"0000  "|"00"|"1"|" "|" "|" "|"2014"|"12"|"6"|"1597677.0000"|"12 "|"T30"|"98343.0000"|" "|"3"|""|"010"|"?"|"5/30/2009 12:00:00 PM"|"0"|"12/14/2015 5:48:00 PM"|"% JONATHAN ALVEAR"|"12/14/2015 12:00:00 AM"|"01"|"1597677.0000"
"01-0657646"|"International Apostolic Missions"|"100970226"|"01-0657646"|"INTERNATIONAL APOSTOLIC MISSIONS"|"119871396"|"0000 "|"03"|"3"|"1"|"2009"|"04"|"15"|"000"|"000"|"000"|"1"|""|"0000  "|"00"|"1"|" "|" "|" "|"2014"|"12"|"6"|"1597677.0000"|"12 "|"T30"|"98343.0000"|" "|"3"|""|"010"|"?"|"5/30/2009 12:00:00 PM"|"0"|"12/14/2015 5:48:00 PM"|"% JONATHAN ALVEAR"|"12/14/2015 12:00:00 AM"|"01"|"1597677.0000"
"01-0659217"|"DONATE LIFE NORTH CAROLINA"|"100711309"|"01-0659217"|"DONATE LIFE NORTH CAROLINA"|"109198514"|"0000 "|"03"|"3"|"1"|"2005"|"11"|"15"|"000"|"000"|"000"|"1"|""|"0000  "|"00"|"1"|" "|" "|" "|"2014"|"06"|"4"|"464181.0000"|"06 "|"P20"|"222172.0000"|" "|"4"|""|"010"|"?"|"2/5/2006 5:15:00 PM"|"0"|"5/13/2015 6:40:00 PM"|""|"12/14/2015 12:00:00 AM"|"01"|"464181.0000"
"01-0659217"|"DONATE LIFE NORTH CAROLINA"|"100711309"|"01-0659217"|"DONATE LIFE NORTH CAROLINA"|"109198514"|"0000 "|"03"|"3"|"1"|"2005"|"11"|"15"|"000"|"000"|"000"|"1"|""|"0000  "|"00"|"1"|" "|" "|" "|"2014"|"06"|"4"|"464181.0000"|"06 "|"P20"|"222172.0000"|" "|"4"|""|"010"|"?"|"2/5/2006 5:15:00 PM"|"0"|"5/13/2015 6:40:00 PM"|""|"12/14/2015 12:00:00 AM"|"01"|"464181.0000"
"01-0659217"|"Donate Life North Carolina"|"100711309"|"01-0659217"|"DONATE LIFE NORTH CAROLINA"|"109198514"|"0000 "|"03"|"3"|"1"|"2005"|"11"|"15"|"000"|"000"|"000"|"1"|""|"0000  "|"00"|"1"|" "|" "|" "|"2014"|"06"|"4"|"464181.0000"|"06 "|"P20"|"222172.0000"|" "|"4"|""|"010"|"?"|"2/5/2006 5:15:00 PM"|"0"|"5/13/2015 6:40:00 PM"|""|"12/14/2015 12:00:00 AM"|"01"|"464181.0000"
"01-0659307"|"Jefferson Park Ministries, Inc"|"100229165"|"01-0659307"|"JEFFERSON PARK MINISTRIES INC"|"107156945"|"0000 "|"03"|"3"|"1"|"2003"|"10"|"15"|"000"|"000"|"000"|"1"|""|"0000  "|"00"|"1"|" "|" "|" "|"2014"|"12"|"4"|"444881.0000"|"12 "|"K34"|"35475.0000"|" "|"3"|"JPM INC"|"010"|"?"|"1/12/2004 9:04:00 AM"|"0"|"10/16/2015 6:21:00 PM"|"% ALEX ELIE"|"12/14/2015 12:00:00 AM"|"01"|"444881.0000"
"01-0659307"|"Jefferson Park Ministries, Inc"|"100229165"|"01-0659307"|"JEFFERSON PARK MINISTRIES INC"|"107156945"|"0000 "|"03"|"3"|"1"|"2003"|"10"|"15"|"000"|"000"|"000"|"1"|""|"0000  "|"00"|"1"|" "|" "|" "|"2014"|"12"|"4"|"444881.0000"|"12 "|"K34"|"35475.0000"|" "|"3"|"JPM INC"|"010"|"?"|"1/12/2004 9:04:00 AM"|"0"|"10/16/2015 6:21:00 PM"|"% ALEX ELIE"|"12/14/2015 12:00:00 AM"|"01"|"444881.0000"
"01-0659307"|"JEFFERSON PARK MINISTRIES INC"|"100229165"|"01-0659307"|"JEFFERSON PARK MINISTRIES INC"|"107156945"|"0000 "|"03"|"3"|"1"|"2003"|"10"|"15"|"000"|"000"|"000"|"1"|""|"0000  "|"00"|"1"|" "|" "|" "|"2014"|"12"|"4"|"444881.0000"|"12 "|"K34"|"35475.0000"|" "|"3"|"JPM INC"|"010"|"?"|"1/12/2004 9:04:00 AM"|"0"|"10/16/2015 6:21:00 PM"|"% ALEX ELIE"|"12/14/2015 12:00:00 AM"|"01"|"444881.0000"
"01-0659863"|"RAW INSPIRATION, INC"|"100269015"|"01-0659863"|"RAW INSPIRATION INC"|"105539014"|"0000 "|"03"|"3"|"1"|"2002"|"06"|"16"|"000"|"000"|"000"|"1"|""|"0000  "|"00"|"1"|" "|" "|" "|"2014"|"12"|"5"|"661402.0000"|"12 "|"B12"|"71620.0000"|" "|"3"|""|"010"|"?"|"8/22/2004 9:01:00 AM"|"0"|"11/9/2015 8:01:00 PM"|""|"12/14/2015 12:00:00 AM"|"01"|"661402.0000"
"01-0659863"|"RAW INSPIRATION, INC."|"100269015"|"01-0659863"|"RAW INSPIRATION INC"|"105539014"|"0000 "|"03"|"3"|"1"|"2002"|"06"|"16"|"000"|"000"|"000"|"1"|""|"0000  "|"00"|"1"|" "|" "|" "|"2014"|"12"|"5"|"661402.0000"|"12 "|"B12"|"71620.0000"|" "|"3"|""|"010"|"?"|"8/22/2004 9:01:00 AM"|"0"|"11/9/2015 8:01:00 PM"|""|"12/14/2015 12:00:00 AM"|"01"|"661402.0000"
"01-0659863"|"Raw Inspiration Inc"|"100269015"|"01-0659863"|"RAW INSPIRATION INC"|"105539014"|"0000 "|"03"|"3"|"1"|"2002"|"06"|"16"|"000"|"000"|"000"|"1"|""|"0000  "|"00"|"1"|" "|" "|" "|"2014"|"12"|"5"|"661402.0000"|"12 "|"B12"|"71620.0000"|" "|"3"|""|"010"|"?"|"8/22/2004 9:01:00 AM"|"0"|"11/9/2015 8:01:00 PM"|""|"12/14/2015 12:00:00 AM"|"01"|"661402.0000"
"01-0660264"|"TEAM ACADEMY CHARTER SCHOOL"|"100655140"|"01-0660264"|"TEAM ACADEMY CHARTER SCHOOL INC"|"107702275"|"0000 "|"03"|"3"|"1"|"2005"|"01"|"11"|"000"|"000"|"000"|"1"|""|"0000  "|"00"|"2"|" "|" "|" "|"2014"|"06"|"8"|"49007700.0000"|"06 "|"B29"|"12862420.0000"|" "|"8"|""|"010"|"?"|"4/22/2005 12:30:00 PM"|"0"|"6/12/2015 7:36:00 PM"|"% RYAN HILL"|"12/14/2015 12:00:00 AM"|"01"|"49007700.0000"
"01-0660264"|"TEAM ACADEMY CHARTER SCHOOL INC"|"100655140"|"01-0660264"|"TEAM ACADEMY CHARTER SCHOOL INC"|"107702275"|"0000 "|"03"|"3"|"1"|"2005"|"01"|"11"|"000"|"000"|"000"|"1"|""|"0000  "|"00"|"2"|" "|" "|" "|"2014"|"06"|"8"|"49007700.0000"|"06 "|"B29"|"12862420.0000"|" "|"8"|""|"010"|"?"|"4/22/2005 12:30:00 PM"|"0"|"6/12/2015 7:36:00 PM"|"% RYAN HILL"|"12/14/2015 12:00:00 AM"|"01"|"49007700.0000"
"01-0660264"|"TEAM ACADEMY CHARTER SCHOOL INC"|"100655140"|"01-0660264"|"TEAM ACADEMY CHARTER SCHOOL INC"|"107702275"|"0000 "|"03"|"3"|"1"|"2005"|"01"|"11"|"000"|"000"|"000"|"1"|""|"0000  "|"00"|"2"|" "|" "|" "|"2014"|"06"|"8"|"49007700.0000"|"06 "|"B29"|"12862420.0000"|" "|"8"|""|"010"|"?"|"4/22/2005 12:30:00 PM"|"0"|"6/12/2015 7:36:00 PM"|"% RYAN HILL"|"12/14/2015 12:00:00 AM"|"01"|"49007700.0000"
"01-0660421"|"Jefferson Street Senior Housing Corporation"|"100269016"|"01-0660421"|"JEFFERSON STREET SENIOR HOUSING CORPORATION"|"105539015"|"0000 "|"03"|"3"|"1"|"2002"|"08"|"16"|"000"|"000"|"000"|"1"|""|"0000  "|"00"|"1"|" "|" "|" "|"2014"|"12"|"5"|"657017.0000"|"12 "|"L21"|"8657262.0000"|" "|"7"|""|"010"|"?"|"8/22/2004 9:01:00 AM"|"0"|"5/13/2015 6:40:00 PM"|""|"12/14/2015 12:00:00 AM"|"01"|"657017.0000"
"01-0660421"|"Jefferson Street Senior Housing Corporation"|"100269016"|"01-0660421"|"JEFFERSON STREET SENIOR HOUSING CORPORATION"|"105539015"|"0000 "|"03"|"3"|"1"|"2002"|"08"|"16"|"000"|"000"|"000"|"1"|""|"0000  "|"00"|"1"|" "|" "|" "|"2014"|"12"|"5"|"657017.0000"|"12 "|"L21"|"8657262.0000"|" "|"7"|""|"010"|"?"|"8/22/2004 9:01:00 AM"|"0"|"5/13/2015 6:40:00 PM"|""|"12/14/2015 12:00:00 AM"|"01"|"657017.0000"
