"C_EIN"|"C_Org_Name"|"XML_DOCUMENT_ID"|"TOTAL_CONTRACTORS"
"01-0505456"|"Sail Maine"|"1170900"|""
"01-0524769"|"Greater Franklin Development Corporation"|"1170901"|""
"01-0531093"|"HOMELESS ANIMAL RESCUE TEAM OF MAINE INC"|"1170902"|""
"01-0532230"|"Schoodic Arts For All"|"1170903"|""
"01-0543385"|"Mt Blue Community Access TV Inc"|"1170904"|""
"01-0551879"|"KIDS CANCER FOUNDATION, INC."|"1170905"|"0"
"01-0552691"|"FULCRUM POINT NEW MUSIC PROJECT"|"1170906"|""
"01-0571372"|"Gandhi Memorial Trust Fund N.F P"|"1170908"|"0"
"01-0589194"|"Brazilian Arts Foundation"|"1170909"|"0"
"01-0596752"|"WORLD MISSIONS ADVANCE"|"1170911"|""
"01-0621770"|"HANDS OF HOPE MINISTRIES INC"|"1170912"|"0"
"01-0632431"|"CENTER FOR EDUCATION IN LAW AND DEMOCRACY"|"1170913"|""
"01-0673538"|"AMERICAN FRIENDS OF YESHIVAT LEV HATORAH"|"1170914"|"0"
"01-0685280"|"THE TIBETAN COMMUNITY OF NEW YORK AND NEW JERSEY INC"|"1170915"|""
"01-0724306"|"THE PHILLY AND CHARLIE DAKE FOUNDATION"|"1170916"|""
"01-0756138"|"FIVE ACRES ANIMAL SHELTER"|"1170920"|""
"01-0775286"|"CAMBRIDGEGUERNSEY COUNTY VISITORS & CONVENTION BUREAU"|"1170921"|"0"
"01-0777882"|"COMMUNITY HOUSING III INC"|"1170922"|""
"01-0870248"|"FAMILIES OF SLAIN CHILDREN INCORPORATED"|"1170925"|""
"01-0943174"|"HOUSE OF JUDAH"|"1170928"|"0"
"01-6004194"|"FERRY BEACH PARK ASSOCIATION"|"1170929"|"1"
"01-6010198"|"AUBURN MASONIC ASSOCIATION"|"1170930"|"0"
"01-6012835"|"ISLANDS COMMUNITY MEDICAL SERVICES"|"1170933"|"0"
"01-6013970"|"PYTHIAN SISTERS HOME ASSOCIATION"|"1170934"|"0"
"02-0164055"|"MASONIC BUILDING ASSOCIATION"|"1170935"|"0"
"01-0452620"|"FRIENDS OF CASCO BAY"|"1178874"|"0"
"01-6012034"|"MAINE DENTAL ASSOC RELIEF FUND"|"1178876"|""
"00-0889899"|"Academic & Behavioral Clinic, Inc"|"1179375"|"5"
"01-0522241"|"ECOLOGY EDUCATION INC"|"1179379"|""
"01-0216655"|"ODD FELLOWS' AND REBEKAHS' HOME OF MAINE"|"1179751"|""
"01-0223755"|"BERWICK ACADEMY"|"1179752"|"5"
"01-0280723"|"York-Cumberland Assoc for Handicapped Persons"|"1179753"|"0"
"01-0485193"|"MOUNT DAVID HOUSING INC"|"1179754"|"0"
"01-0526734"|"OPERA HOUSE ARTS"|"1179756"|"0"
"01-0771163"|"POCONO MOUNTAIN CHARTER SCHOOL"|"1179757"|"0"
"01-0778179"|"The Brooklyn Montesson Ltd"|"1179758"|"0"
"01-0782573"|"Advisors Charitable Gift Fund"|"1179759"|"0"
"01-0852888"|"TEAM READ"|"1179760"|"0"
"01-6006058"|"PORTLAND MAINE SYMPHONY ORCHESTRA"|"1179761"|"0"
"02-0110580"|"Blue Mountain Forest Association"|"1179762"|"0"
"02-0223322"|"Currier Museum of Art"|"1179764"|"0"
"01-0146437"|"COAST LINE CREDIT UNION"|"1181822"|"0"
"01-0211564"|"UNITED WAY OF ANDROSCOGGIN COUNTY INC"|"1181823"|"0"
"01-0211567"|"YOUNG MEN'S CHRISTIAN ASSOCIATION OF LEWISTON-AUBURN"|"1181824"|"0"
"01-0211813"|"PENOBSCOT BAY YMCA"|"1181825"|""
"01-0217234"|"BIDDEFORD POOL YACHT CLUB"|"1181826"|"0"
"01-0227184"|"Androscoggin Home Health Services Inc"|"1181828"|"5"
"01-0244422"|"Laborers Intl Union of North America 327 Local Union"|"1181829"|"0"
"01-0264870"|"CHRISTMAS COVE IMPROVEMENT ASSOCIATION"|"1181830"|"0"
"01-0342874"|"MERTON IRA STAPLES AMVETS POST 1"|"1181831"|""
"01-0365189"|"Celebration Inc"|"1181832"|"0"
"01-0455163"|"SAMOSET FIRE COMPANY OF BRISTOL BRISTOL FIRE AND RESCUE"|"1181834"|"0"
"01-0502630"|"MAINE VOLUNTEER LAKE MONITORING PROGRAM"|"1181836"|""
"01-0505433"|"WATERVILLE REGIONAL ARTS AND COMMUNITY CENTER"|"1181837"|"0"
"01-0507513"|"MAINE DAIRY AND NUTRITION COUNCIL"|"1181838"|"0"
"01-0549023"|"PHARMACEUTICAL SECURITY INSTITUTE INC"|"1181839"|"0"
"01-0552288"|"THE FG FOUNDATION"|"1181840"|"0"
"01-0568603"|"GLOBAL GATEWAY NETWORK"|"1181841"|""
"01-0593756"|"THE HERITAGE SOCCER CLUB, INC."|"1181842"|"0"
"01-0718987"|"DEKALB AQUATICS SWIM TEAM INC"|"1181844"|""
"01-0817613"|"WALKER MINISTRIES INC"|"1181845"|""
"02-0222247"|"KEENE YOUNG MEN'S CHRISTIAN ASSOCIATION"|"1181847"|"2"
"01-0063430"|"B.P.O. ELKS WATERVILLE MAINE LODGE #905"|"1186203"|"0"
"01-0211497"|"PRESIDENT ex TRUSTEES OF COLBY COUEGE"|"1186768"|"20"
"01-0376696"|"BIRCH ROCK CAMP"|"1187089"|""
"01-0672893"|"CONSTANTINO BRUMIDI LODGE 221 SONS OF ITALY"|"1187090"|""
"01-0857998"|"Communities In Schools of Southeast"|"1187734"|"0"
"01-0271210"|"Husson University"|"1188070"|"0"
"01-0284446"|"REDINGTON-FAIRVIEW GENERAL HOSPITAL"|"1188071"|"12"
"01-0376510"|"Maine Mental Health Connections Inc"|"1188072"|"0"
"01-0418917"|"PREBLE STREET"|"1188073"|"0"
"01-0438846"|"AMERICA EAST"|"1188074"|"0"
"01-0441147"|"HABITAT FOR HUMANITY OF GREATER BANGOR"|"1188075"|"0"
"01-0477512"|"MAKE-A-WISH FOUNDATION OF MAINE"|"1188076"|"0"
"01-0516247"|"CARLETON PROJECT"|"1188077"|"0"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"1188078"|"16"
"01-0849648"|"ACADEMY IN MANAYUNK"|"1188080"|"0"
"01-0880911"|"ROSS INSTITUTE"|"1188081"|"8"
"01-0932846"|"GENESIS HEALTHCARE INC"|"1188082"|"0"
"02-0103433"|"TAU CHAPTER OF ALPHA XI DELTA"|"1188083"|"0"
"02-0222111"|"Trustees of Dartmouth College"|"1188084"|"5"
"01-0096117"|"ISLAND COUNTRY CLUB"|"1189909"|""
"01-0124810"|"Mount Hope Cemetery Corp"|"1189910"|"0"
"01-0340111"|"EAST MILLINOCKET HOUSING CORPORATION"|"1189911"|"0"
"01-0442447"|"STATE RISK & INSURANCE MANAGEMENT ASSOCIATION"|"1189912"|"0"
"01-0540911"|"JANUS SUPPORTIVE LIVING SERVICES INC"|"1189913"|""
"01-0599147"|"DIGITAL MEDIA EDUCATION COMMUNITY MENTORING PROGRAM INC"|"1189914"|""
"01-0601611"|"HARVEY HOUSE LTD"|"1189915"|"0"
"01-0647817"|"IGLESIA PENTPODER DESDE LO ALTO INC"|"1189916"|""
"01-0783649"|"Outreach Farm Inc"|"1189917"|""
"01-0808707"|"Islamic Organization of North America"|"1191960"|"0"
"01-0130427"|"BRIDGTON HOSPITAL"|"1192039"|"9"
"01-0211508"|"Good Will Home Association"|"1192040"|"0"
"01-0215213"|"BOWDOIN COLLEGE"|"1192041"|"40"
"01-0215227"|"RUMFORD HOSPITAL"|"1192042"|"10"
"01-0219126"|"LINCOLN ACADEMY"|"1192043"|"2"
"01-0279306"|"MAINE STATE BAR ASSOCIATION"|"1192044"|"0"
"01-0285528"|"ABRAHAM S & FANNY B LEVEY HEBREW DAY SCHOOL"|"1192045"|"0"
"01-0350707"|"Portland Ovations"|"1192046"|"0"
"01-0386913"|"CENTRAL MAINE HEALTHCARE CORPORATION"|"1192047"|"17"
"01-0387418"|"PENOBSCOT THEATRE COMPANY"|"1192048"|""
"01-0461120"|"Maine Pretnal Services"|"1192049"|"0"
"01-0518520"|"NORTHEAST OSTEOPATHIC MEDICAL EDUCATION NETWORK"|"1192052"|""
"01-0546327"|"Sebasticook Family Doctors"|"1192053"|"0"
"01-0572406"|"RADCLIFT INC"|"1192054"|""
"01-0630527"|"PERSONAL ASSISTANCE OPTIONS INC"|"1192055"|""
"01-0781831"|"THE DOUGLAS CENTER"|"1192056"|"0"
"01-0790428"|"ST JOSEPH HEALTH SYSTEM FOUNDATION"|"1192057"|""
"01-0863627"|"CHICAGO VIRTUAL CHARTER SCHOOL"|"1192059"|"1"
"01-0970728"|"THE MEGAN FURTH MEMORIAL FUND"|"1192061"|"0"
"01-0165117"|"RETAIL ASSOCIATION OF MAINE f/kla MAINE MERCHANTS ASSOCIATION"|"1194168"|"0"
"01-0212172"|"WEBBER AVENUE SOCIAL CLUB INC"|"1194169"|"0"
"01-0216837"|"The Maine Sea Coast Mission"|"1194170"|"0"
"01-0245910"|"Presque Isie Country Club"|"1194171"|"0"
"01-0281420"|"FORT KENT GOLF CLUB"|"1194172"|"0"
"01-0284115"|"THE MAIN IDEA INC"|"1194173"|"0"
"01-0317540"|"Swans Island Educational Society"|"1194174"|"0"
"01-0329748"|"WALDOBORO PUBLIC LIBRARY"|"1194175"|"0"
"01-0346944"|"FREEPORT HISTORICAL SOCIETY"|"1194176"|"0"
"01-0353744"|"Christian Fellowship, Inc"|"1194177"|""
"01-0364856"|"SHRINERS INTERNATIONAL"|"1194178"|"0"
"01-0367056"|"MANCHESTER HOUSING FOR THE ELDERLY"|"1194179"|"0"
"01-0369125"|"Maine Forest Products Council"|"1194180"|"0"
"01-0377308"|"BELGRADE LAKES ASSOCIATION"|"1194181"|""
"01-0430464"|"NORTHERN NEW ENGLAND CONCRETE PROMOTION ASSOCIATION"|"1194183"|""
"01-0445046"|"Maine Association of Realtors Foundation"|"1194184"|"0"
"01-0478121"|"COMMUNITY CHILD CARE CENTER"|"1194185"|""
"01-0492125"|"ALLIANCE OF INDEP ACADEMIC MEDICAL CTRS"|"1194186"|""
"01-0492643"|"Mid Coast Hunger Prevention Program"|"1194187"|"0"
"01-0527664"|"HOWELL HOUSE"|"1194188"|"0"
"01-0554374"|"THE PENINSULA COMMUNITY FOUNDATION"|"1194189"|""
"01-0563728"|"COVERED BRIDGE AFFORDABLE HOUSING CORP"|"1194190"|"0"
"01-0565218"|"GLAMOURGALS FOUNDATION INC"|"1194191"|"0"
"01-0603034"|"Rural Health Collaborative of Southern Ohio"|"1194193"|"0"
"01-0637920"|"THE MEDICAL STAFF OF PARKVIEW COMMUNITY HOSPITAL"|"1194195"|"0"
"01-0662412"|"WEST BARTOW FRONT PORCH REVITALIZATION COUNCIL"|"1194196"|""
"01-0678012"|"MCDUFFIE MUSEUM INC"|"1194197"|""
"01-0684347"|"IN ARMS REACH INC."|"1194198"|"0"
"01-0688221"|"FILM CLIPS SPIRIT OF AMERICA"|"1194199"|"0"
"01-0705972"|"HONEOYE FISH & GAME CLUB INC"|"1194200"|""
"01-0706027"|"MID-SOUTH MINORITY COUNCIL TADP, INC"|"1194202"|""
"01-0712520"|"SOUTH CAROLINA EQUALITY COALITION"|"1194203"|""
"01-0759974"|"THOUSAND ISLANDS EMERGENCY RESCUE SERVICE INC"|"1194206"|""
"01-0777925"|"ELEVA BROILER FESTIVAL INC"|"1194207"|""
"01-0848225"|"Youth Media Minds of America"|"1194209"|""
"01-0857925"|"Sauqus Plaza Funding Company"|"1194210"|""
"01-0862621"|"ST JOSEPH SHELTER"|"1194211"|"0"
"01-0870672"|"El Sol Jupiter's Neighborhood Resource Center Inc"|"1194212"|"0"
"01-0883506"|"NEW MEXICO YOUTH TENNIS FOUNDATION"|"1194213"|""
"01-0914846"|"COMMUNITY IST-AMERICA'S CHARITIES OF GREATER WASHINGTON DC"|"1194215"|"0"
"01-0920313"|"IMPACT PERSONAL SAFETY, INC."|"1194216"|"0"
"01-0930015"|"BREAKFORTH MINISTRIES AND CONSULTING INC"|"1194217"|""
"01-0931463"|"Protecting Our Children Outreach"|"1194218"|""
"01-0941732"|"Connecticut Catholic Public Affairs Conference, Inc."|"1194219"|""
"01-3073027"|"MAINE COUNCIL-ATLANTIC SALMON FEDERATION"|"1194222"|""
"01-6013463"|"EVERGREEN CEMETERY ASSN"|"1194223"|""
"01-6149025"|"THE MARK AND EMILY TURNER MEMORIAL LIBRARY CHARITABLE TRUST"|"1194225"|"0"
"02-0119913"|"CLUB CANADIAN INC"|"1194226"|"0"
"02-0119917"|"DAVIGNON CLUB, INC."|"1194227"|"0"
"02-0128010"|"DUBLIN LAKE CLUB"|"1194228"|""
"02-0144343"|"HAMPTON AREA CHAMBER OF COMMERCE"|"1194229"|""
"02-0161920"|"GREATER MANCHESTER CHAMBER OF COMMERCE"|"1194230"|""
"02-0206110"|"THE WORKINGMENS RELIEF SOCIETY OF MANCHESTER NH"|"1194232"|"0"
"02-0223334"|"WEBSTER HOUSE"|"1194233"|"0"
"02-0240644"|"TILTON-NORTH FIELD RECREATION COUNCIL"|"1194234"|""
"01-0215910"|"Bangor Humane Society"|"1199987"|"0"
"01-0362343"|"THE CHILD HEALTH CENTER CO JOHN GRIFFITH"|"1199988"|"0"
"01-0443318"|"Blue Hill Fire Company"|"1199989"|"0"
"01-0444523"|"John M. Eagleson Jr. Institute"|"1200602"|"0"
"01-0455355"|"MID-COAST HABITAT FOR HUMANITY, INC."|"1200603"|"0"
"01-0567853"|"EBENEZER CHARITIES INC."|"1200646"|""
"01-0095414"|"INDEPENDENT ORDER OF ODD FELLOWS GRAND LODGE OF MAINE"|"1200787"|""
"01-0198331"|"Maine Coast Regional Health Facilities"|"1200788"|"10"
"01-0211484"|"Bangor Theological Seminary"|"1200789"|"0"
"01-0212444"|"York Hospital"|"1200790"|"31"
"01-0212542"|"TRUSTEES OF SAINT JOSEPH'S COLLEGE SAINT JOSEPH'S COLLEGE OF MAINE"|"1200791"|"13"
"01-0221344"|"BRIDGTON ACADEMY"|"1200792"|"0"
"01-0278395"|"WOODFORDS FAMILY SERVICES"|"1200793"|"0"
"01-0316041"|"Youth Alternatives Ingraham"|"1200795"|"1"
"01-0323144"|"GREATER PORTLAND CHRISTIAN SCHOOL"|"1200796"|"0"
"01-0353682"|"LEARNINGWORKS"|"1200797"|"0"
"01-0376014"|"WOMANCAREAEGIS ASSOCIATION"|"1200798"|""
"01-0444523"|"John M Eagleson Jr Institute"|"1200799"|"0"
"01-0455355"|"MID-COAST HABITAT FOR HUMANITY, INC."|"1200800"|"0"
"01-0484154"|"MAHC INC"|"1200801"|"0"
"01-0495250"|"Ingraham Housing Corporation"|"1200802"|"0"
"01-0496139"|"ISLAND COMMONS RESOURCE CENTER"|"1200803"|"0"
"01-0530955"|"SKYLINE FARM"|"1200805"|"0"
"01-0535770"|"ORONO ECONOMIC DEVELOPMENT CORP"|"1200806"|""
"01-0547297"|"THE NEW SCHOOL"|"1200808"|"0"
"01-0564286"|"DAYTON LEARNING CENTER"|"1200809"|""
"01-0729134"|"CLARE OAKS"|"1200810"|"20"
"01-0729873"|"NORTH CAROLINA MOTORSPORTS ASSOCIATION"|"1200811"|"0"
"01-0735369"|"Yonkers South Broadway District Management Association, Inc."|"1200812"|""
"01-0768551"|"ASHLAND COUNTY LIFEWORX INC"|"1200814"|"0"
"01-0802914"|"Assoc Students of California State Univ Channel Islands Inc"|"1200815"|"0"
"01-0814995"|"ROTARY SOUTH VALLEY CHARITIES"|"1200816"|"0"
"01-0892950"|"JUMP OF OHIO INC"|"1200817"|""
"01-6011843"|"GREATER ANDROSCOGGIN HUMANE SOCIETY"|"1200819"|"0"
"01-6217452"|"ELLIOT HEALTH SYSTEM PROFESSIONAL & GENERAL LIABILITY INSURANCE TRUST"|"1200821"|"0"
"01-0248224"|"MAINE CREDIT UNION LEAGUE"|"1204047"|"0"
"01-0271477"|"Maine Mantime Museum"|"1204048"|"0"
"01-0272150"|"Harbor House Community Service Center"|"1204049"|"0"
"01-0342167"|"PHILLIPS-STRICKLAND HOUSE CORP."|"1204050"|"0"
"01-0342353"|"FALMOUTH ELDERLY HOUSING CORPORATION"|"1204051"|"0"
"01-0346779"|"NORRIDGEWOCK HOUSING CORPORATION"|"1204052"|"0"
"01-0354752"|"Lincolnville Volunteer Fire Department"|"1204053"|"0"
"01-0356422"|"MOOSEHEAD MARINE MUSEUM"|"1204054"|"0"
"01-0369722"|"WAWENOCK GOLF CLUB"|"1204055"|"0"
"01-0371869"|"BOOTHBAY REGION LAND TRUST"|"1204056"|"0"
"01-0372429"|"Falmouth Conservation Trust"|"1204057"|"0"
"01-0372829"|"BOOTH BAY RAILWAY VILLAGE"|"1204058"|"0"
"01-0382451"|"WHITNEY BROOKSIDE CORPORATION"|"1204059"|"0"
"01-0441229"|"DOWN EAST AIDS NETWORK INC"|"1204062"|""
"01-0456895"|"MOUNT AUBURN CEMETERY CORP CO MARY E KEOUGH"|"1204063"|"0"
"01-0458555"|"SCARBOROUGH FISH & GAME ASSOCIATION"|"1204064"|""
"01-0461075"|"MARIAN MOVEMENT OF PRIESTS"|"1204065"|""
"01-0478977"|"BIDDEFORD FREE CLINIC"|"1204066"|"0"
"01-0483786"|"BICYCLE COALITION OF MAINE"|"1204067"|"0"
"01-0493123"|"WALDO COUNTY YMCA"|"1204069"|""
"01-0505729"|"FRIENDS OF THE ST LAWRENCE CHURCH"|"1204070"|""
"01-0509793"|"PITTSTON FAIR ASSOCIATION"|"1204071"|"0"
"01-0509853"|"PINE CREST DEVELOPMENT CORPORATION DEVELOPMENT CORP"|"1204072"|""
"01-0518900"|"THE POPTECH INSTITUTE"|"1204073"|"1"
"01-0520096"|"CENTER THEATRE INC"|"1204074"|"0"
"01-0523819"|"Mary's Walk"|"1204075"|"0"
"01-0530866"|"INSTITUTE FOR HUMANE EDUCATION"|"1204076"|"0"
"01-0533179"|"FREEMAN FOREST HOUSING CORP"|"1204077"|""
"01-0569069"|"Colchester Football Booster Assoc"|"1204078"|""
"01-0584192"|"BRIGHT WORLD FOUNDATION"|"1204079"|""
"01-0589514"|"GREEN POWER EMC"|"1204080"|"0"
"01-0595671"|"RESOURCE NY INC"|"1204081"|"0"
"01-0601585"|"OWEN HOUSE LTD"|"1204082"|"0"
"01-0619670"|"FOUNDATION FOR THE CHALLENGED"|"1204084"|"0"
"01-0620340"|"WHISPERS OF HOPE HORSE FARM"|"1204085"|""
"01-0633893"|"James Moore Evangelistic Association"|"1204086"|""
"01-0637750"|"ARIZONA ADVOCACY NETWORK"|"1204087"|""
"01-0648145"|"ORTHOCAROLINA RESEARCH INSTITUTE INC FMRLY O L MILLER RESEARCH INSTITUTE"|"1204088"|"0"
"01-0691450"|"STRATEGIC WORLD IMPACT INC"|"1204090"|"0"
"01-0692980"|"PROMISE MINISTRIES"|"1204091"|""
"01-0695292"|"SOWERS OF THE HARVEST MINISTRIES INC"|"1204092"|""
"01-0706799"|"GREEN BLUE INSTITUTE"|"1204093"|"1"
"01-0710522"|"TMT Three Maroon Circle Inc"|"1204094"|"3"
"01-0712524"|"SOUTH CAROLINA EQUALTY"|"1204095"|""
"01-0714863"|"Community Housing Services Cedar Canyon Inc"|"1204096"|"0"
"01-0736882"|"SPORTS GIFT, INC."|"1204097"|"0"
"01-0768541"|"FRIENDS OF YOUTH SPORTS"|"1204099"|"0"
"01-0769741"|"JOHNNY BURKE'S CHILDREN'S FOUNDATION"|"1204100"|""
"01-0774114"|"GOVERNMENT INVESTMENT OFFICERS ASSOCIATION"|"1204101"|""
"01-0777850"|"OPERATION HOMEFRONT MO & & SOUTHWEST ILL INC"|"1204102"|"0"
"01-0778962"|"Texas Archive of the Moving Image"|"1204103"|"0"
"01-0779341"|"CHOICES FOR COMMUNITY LIVING-DELAWARE INC"|"1204104"|"0"
"01-0779923"|"C & SANDRA S SULLIVAN FOUNDATION"|"1204105"|"0"
"01-0794788"|"ECUMENICAL COMMUNITY OF CHAUTAUQUA INC"|"1204106"|""
"01-0796181"|"LITTLE LAMBS DAYCARE INC"|"1204107"|"0"
"01-0817065"|"STRATEGIC MARKETPLACE INITIATIV C/0 TERI GALLAGHER"|"1204108"|"1"
"01-0825899"|"Dalton Convention and Visitors Bureau"|"1204109"|""
"01-0857922"|"Clock Tower Place Funding Company"|"1204110"|""
"01-0863576"|"JANICE BARNETT MINISTRIES INC"|"1204111"|""
"01-0909843"|"Friends of Kenya Wildlife Trust"|"1204113"|""
"01-0920922"|"MIGHTY WRITERS"|"1204114"|"0"
"01-0953296"|"SHREE PASHUPATINATH FOUNDATION USA"|"1204115"|""
"01-6015740"|"BOOTHBAY REGION HUMANE SOCIETY"|"1204116"|"0"
"01-6024157"|"PEJEPSCOT HISTORICAL SOCIETY"|"1204117"|"0"
"01-6047645"|"GOOSE ROCKS BEACH FIRE COMPANY"|"1204118"|"0"
"01-0142660"|"PORTLAND COUNTRY CLUB"|"1212234"|"1"
"01-6036492"|"AMERICAN LEGION 202 MEM POST"|"1212236"|"0"
"01-6117658"|"Downeast Energy Corp. Health/Dental Plan"|"1212237"|"0"
"01-0199596"|"THE WOMEN'S BOARD OF THE MAINE GENERAL HOSPITAL"|"1212979"|"1"
"01-0513859"|"BRIDGTON ICE ARENA INC"|"1212980"|"0"
"01-0648561"|"NORTHWEST CONNECTICUT AHEC INC"|"1212981"|"0"
"01-6036492"|"AMERICAN LEGION 202 MEM POST"|"1212982"|"0"
"01-0100593"|"KENNEBUNK RIVER CLUB"|"1213296"|"0"
"01-0211490"|"BOY SCOUTS OF AMERICA 0218 PINE TREE COUNCIL INC"|"1213297"|"0"
"01-0249865"|"Wiscasset Public Library"|"1213298"|"0"
"01-0355797"|"BLUE KNIGHTS MOTORCYCLE CLUB"|"1213299"|""
"01-0425071"|"Friends of Acadia"|"1213301"|"1"
"01-0446468"|"Kennebec Estuary Land Trust"|"1213302"|"0"
"01-0478004"|"THE MAINE NARROW GAUGE RAILROAD AND INDUSTRIAL HERITAGE TRUST"|"1213303"|"0"
"01-0509087"|"HALL-DALE AFTER SCHOOL PROGRAM"|"1213304"|""
"01-0517984"|"CENTER FOR FURNITURE CRAFTSMANSHIP"|"1213305"|"0"
"01-0537084"|"Western Mountains Charitable Foundation"|"1213306"|""
"01-0573988"|"PROGRESSIVE ARTS ALLIANCE INCORPORATED"|"1213307"|"0"
"01-0582284"|"COMMUNITY CONNECTIONS INC"|"1213308"|"0"
"01-0652445"|"RODNEY STREET TENNIS AND TUTORING ASSOCIATION INC"|"1213309"|"0"
"01-0674195"|"CYPRESS LANDING GOLF CLUB"|"1213310"|"0"
"01-0679073"|"PARKER COUNTY HEALTH FOUNDATION"|"1213311"|""
"01-0774996"|"MAD DADS"|"1213313"|""
"01-0871294"|"New Redeemed Bible Fellowship Inc"|"1213314"|""
"01-6011487"|"PINE TREE STATE 4-H FOUNDATION UNIVERSITY OF MAINE"|"1213316"|""
"01-6018651"|"AMERICAN LEGION POST 0068"|"1213317"|""
"01-0021545"|"MAINE STATE CHAMBER OF COMMERCE"|"1215298"|"0"
"01-0347504"|"COASTAL ENTERPRISES INC"|"1215299"|"0"
"01-0370309"|"JOHN BAPST MEMORIAL HIGH SCHOOL"|"1215301"|""
"01-0518745"|"MAINE MANUFACTURING EXTENSION PARTNERSHIP"|"1215303"|"2"
"01-0569965"|"Hillel at Binghamton Inc"|"1215304"|"0"
"01-0723951"|"J C S Band Boosters Inc"|"1215305"|""
"01-0745909"|"Academy For New Musical Theatre"|"1215306"|""
"01-0269301"|"MAINE ASSOCIATION OF REALTORS"|"1216571"|"1"
"01-0418902"|"UNITED BIKERS OF MAINE"|"1216572"|""
"01-0484605"|"ALBION ASSOCIATES"|"1216573"|"0"
"01-0491904"|"MAINE RENEWABLE ENERGY ASSOCIATION"|"1216574"|""
"01-0788905"|"MASTER BREWERS ASSOCIATION OF THE AMERICAS INC"|"1216575"|"1"
"01-0891955"|"COALITION AGAINST DOMAIN NAME ABUSE INC"|"1216576"|"0"
"01-6019359"|"BOOTHBAY REGION STUDENT AID FUND, INC."|"1217615"|"0"
"01-6026691"|"Veterans of Foreign Wars of the 7865 Harvell Bishop Post"|"1217769"|"0"
"01-0177170"|"WALDO COUNTY GENERAL HOSPITAL"|"1217810"|"5"
"01-0269460"|"CHEWONKI FOUNDATION INC"|"1217811"|"0"
"01-0360259"|"Southern Maine Agency on Aging"|"1217812"|"0"
"01-0375969"|"MAINE AQUACULTURE ASSOCIATION"|"1217813"|"0"
"01-0378758"|"Maine College of Art"|"1217814"|"3"
"01-0416755"|"MAINE CENTER ON DEAFNESS"|"1217815"|""
"01-0445163"|"Anson Madison Starks Ambulance"|"1217816"|"0"
"01-0483267"|"Institute for Civic Leadership"|"1217817"|"0"
"01-0493055"|"CLUB SEBAGO ASSOCIATION"|"1217818"|"0"
"01-0495262"|"SHAW HOUSE"|"1217819"|""
"01-0578476"|"BRANDYWINE SCHOOL OF EARLY LEARNING INC"|"1217821"|"0"
"01-0660264"|"TEAM ACADEMY CHARTER SCHOOL INC"|"1217823"|""
"01-0882170"|"TOP HOUSE INC"|"1217825"|"0"
"01-6019960"|"WALTON LINCOLN TRUST OCHR 20 -101160023840"|"1217826"|"0"
"01-0412269"|"Downeast Family Young Men's Christian Association"|"1219892"|"0"
"01-0414169"|"THE WOODLANDS CLUB"|"1219893"|"1"
"01-0508465"|"HOSPICE REGATTA OF MAINE"|"1219894"|"0"
"01-0523156"|"PHILLIPS-STRICKLAND CHARITIES"|"1219896"|"0"
"01-0523162"|"PSH PROPERTIES II"|"1219897"|"0"
"01-0671151"|"American Friends of Lucerne Festivatl"|"1219899"|""
"01-0674962"|"SHINER NURSING & REHAB CENTER INC"|"1219900"|""
"01-0717802"|"GLOBAL VISION CITADELLE MINISTRIES INC"|"1219901"|""
"01-0771671"|"SUB-SAHARAN AFRICAN YOUTH AND FAMIL"|"1219902"|""
"01-0771966"|"Fibromuscular Dysplasia Society of America Inc"|"1219903"|""
"01-0813672"|"ASIAN FESTIVAL CORP"|"1219904"|""
"01-0897461"|"United African Organization"|"1219905"|""
"01-0897469"|"SEIU HEALTHCARE MICHIGAN"|"1219906"|"1"
"01-0909860"|"COMMUNITY CONNECTIONS OF NY INC"|"1219907"|"5"
"01-6010068"|"FARMINGTON PUBLIC LIBRARY ASS"|"1219908"|""
"01-0211568"|"CUMBERLAND COUNTY YMCA"|"1221712"|"0"
"01-0224898"|"Hebron Academy Incorporated"|"1221713"|"0"
"01-0272879"|"Skills Inc"|"1221714"|"0"
"01-0339489"|"St Joseph's Rehabilitation & Residence"|"1221715"|"3"
"01-0356077"|"CENTRAL MAINE MEDICAL CENTER COLLEGE OF NURSING AND HEALTH PROFESSIONS"|"1221716"|"1"
"01-0387674"|"CENTRAL MAINE REAL ESTATE MANAGEMENT CORP"|"1221717"|"0"
"01-0487091"|"COASTAL MEDICAL CARE"|"1221719"|""
"01-0489978"|"SOUTHERN MAINE ECONOMIC DEVELOPMENT DISTRICT"|"1221720"|"1"
"01-0553478"|"EAST MOUNTAIN HOSPITAL INC"|"1221721"|"2"
"01-0560081"|"NATIONAL NURSING CENTERS CONSORTIUM INC"|"1221722"|"0"
"01-0631375"|"COMMUNITY BASED CARE OF CENTRAL FLORIDAINC"|"1221723"|"0"
"01-0662680"|"TIFTON JUDICIAL CIRCUIT SHELTER INC"|"1221725"|"0"
"01-0719892"|"ALEXANDER HAMILTON HOME-SCHOOL ASSOCIATION"|"1221726"|"0"
"01-0727280"|"BRONX CHARTER SCHOOL FOR THE ARTS"|"1221727"|"0"
"01-0728178"|"ALVEOLI CORPORATION"|"1221728"|""
"01-0833578"|"ALLIANCE JUDY IVIE BURTON TECHNOLOGY ACADEMY HIGH SCHOOL"|"1221729"|"0"
