"C_EIN"|"C_Org_Name"|"XML_DOCUMENT_ID"|"SCH_O_XII_CBX"|"ACCOUNT"|"FINS_REVIEWED_CBX"|"FINS_AUDITED_CBX"|"OVERSIGHT_COMMITTEE_CBX"|"SCB_STMT_CBX"|"RQ_AUDIT_CBX"|"DID_RQ_AUDIT_CBX"|"REVIEWED_SCB_CBX"|"AUDITED_SCB_CBX"
"01-0284115"|"THE MAIN IDEA INC"|"1194173"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0317540"|"Swans Island Educational Society"|"1194174"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0329748"|"WALDOBORO PUBLIC LIBRARY"|"1194175"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0346944"|"FREEPORT HISTORICAL SOCIETY"|"1194176"|""|"A"|"N"|"N"|""|""|""|""|""|""
"01-0353744"|"Christian Fellowship, Inc"|"1194177"|""|"C"|"Y"|"N"|"Y"|""|"N"|""|""|"C"
"01-0364856"|"SHRINERS INTERNATIONAL"|"1194178"|""|"C"|"N"|"N"|""|""|""|""|""|""
"01-0367056"|"MANCHESTER HOUSING FOR THE ELDERLY"|"1194179"|""|"A"|"N"|"Y"|"N"|""|"N"|""|""|"S"
"01-0369125"|"Maine Forest Products Council"|"1194180"|"Y"|"A"|"Y"|"N"|"Y"|""|"N"|""|"S"|""
"01-0377308"|"BELGRADE LAKES ASSOCIATION"|"1194181"|""|"C"|"Y"|"Y"|"Y"|""|"N"|""|""|"S"
"01-0430464"|"NORTHERN NEW ENGLAND CONCRETE PROMOTION ASSOCIATION"|"1194183"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0445046"|"Maine Association of Realtors Foundation"|"1194184"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0478121"|"COMMUNITY CHILD CARE CENTER"|"1194185"|""|"C"|"N"|"N"|""|""|""|""|""|""
"01-0492125"|"ALLIANCE OF INDEP ACADEMIC MEDICAL CTRS"|"1194186"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0492643"|"Mid Coast Hunger Prevention Program"|"1194187"|"Y"|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"S"
"01-0527664"|"HOWELL HOUSE"|"1194188"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0554374"|"THE PENINSULA COMMUNITY FOUNDATION"|"1194189"|""|"C"|"N"|"N"|""|""|""|""|""|""
"01-0563728"|"COVERED BRIDGE AFFORDABLE HOUSING CORP"|"1194190"|""|"A"|"N"|"Y"|"Y"|""|"Y"|"Y"|""|"S"
"01-0565218"|"GLAMOURGALS FOUNDATION INC"|"1194191"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0603034"|"Rural Health Collaborative of Southern Ohio"|"1194193"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0637920"|"THE MEDICAL STAFF OF PARKVIEW COMMUNITY HOSPITAL"|"1194195"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0662412"|"WEST BARTOW FRONT PORCH REVITALIZATION COUNCIL"|"1194196"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0678012"|"MCDUFFIE MUSEUM INC"|"1194197"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0684347"|"IN ARMS REACH INC."|"1194198"|""|"A"|"N"|"N"|""|""|""|""|""|""
"01-0688221"|"FILM CLIPS SPIRIT OF AMERICA"|"1194199"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0705972"|"HONEOYE FISH & GAME CLUB INC"|"1194200"|""|"C"|"Y"|"N"|"N"|""|"N"|""|""|""
"01-0706027"|"MID-SOUTH MINORITY COUNCIL TADP, INC"|"1194202"|"Y"|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"C"
"01-0712520"|"SOUTH CAROLINA EQUALITY COALITION"|"1194203"|""|"A"|"N"|"N"|""|""|""|""|""|""
"01-0759974"|"THOUSAND ISLANDS EMERGENCY RESCUE SERVICE INC"|"1194206"|""|"A"|"Y"|"N"|"Y"|""|"N"|""|"S"|""
"01-0777925"|"ELEVA BROILER FESTIVAL INC"|"1194207"|""|"C"|"N"|"N"|""|""|""|""|""|""
"01-0848225"|"Youth Media Minds of America"|"1194209"|""|"C"|"Y"|"Y"|"Y"|""|"N"|""|"S"|"B"
"01-0857925"|"Sauqus Plaza Funding Company"|"1194210"|""|"C"|"N"|"N"|"N"|""|"N"|"N"|""|""
"01-0862621"|"ST JOSEPH SHELTER"|"1194211"|""|"A"|"Y"|"N"|"N"|""|"N"|""|"S"|""
"01-0870672"|"El Sol Jupiter's Neighborhood Resource Center Inc"|"1194212"|""|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"S"
"01-0883506"|"NEW MEXICO YOUTH TENNIS FOUNDATION"|"1194213"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0914846"|"COMMUNITY IST-AMERICA'S CHARITIES OF GREATER WASHINGTON DC"|"1194215"|""|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"C"
"01-0920313"|"IMPACT PERSONAL SAFETY, INC."|"1194216"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0930015"|"BREAKFORTH MINISTRIES AND CONSULTING INC"|"1194217"|""|"A"|"Y"|"N"|"Y"|""|"N"|""|""|""
"01-0931463"|"Protecting Our Children Outreach"|"1194218"|""|"A"|"N"|"N"|""|""|""|""|""|""
"01-0941732"|"Connecticut Catholic Public Affairs Conference, Inc."|"1194219"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-3073027"|"MAINE COUNCIL-ATLANTIC SALMON FEDERATION"|"1194222"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-6013463"|"EVERGREEN CEMETERY ASSN"|"1194223"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-6149025"|"THE MARK AND EMILY TURNER MEMORIAL LIBRARY CHARITABLE TRUST"|"1194225"|"Y"|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"B"
"02-0119913"|"CLUB CANADIAN INC"|"1194226"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"02-0119917"|"DAVIGNON CLUB, INC."|"1194227"|"Y"|"O"|"N"|"N"|""|""|"N"|""|""|""
"02-0128010"|"DUBLIN LAKE CLUB"|"1194228"|""|"A"|"N"|"N"|""|""|""|""|""|""
"02-0144343"|"HAMPTON AREA CHAMBER OF COMMERCE"|"1194229"|""|"A"|"N"|"N"|""|""|""|""|""|""
"02-0161920"|"GREATER MANCHESTER CHAMBER OF COMMERCE"|"1194230"|"Y"|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"S"
"02-0206110"|"THE WORKINGMENS RELIEF SOCIETY OF MANCHESTER NH"|"1194232"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"02-0223334"|"WEBSTER HOUSE"|"1194233"|"Y"|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"S"
"02-0240644"|"TILTON-NORTH FIELD RECREATION COUNCIL"|"1194234"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0215910"|"Bangor Humane Society"|"1199987"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0362343"|"THE CHILD HEALTH CENTER CO JOHN GRIFFITH"|"1199988"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0443318"|"Blue Hill Fire Company"|"1199989"|""|"C"|"N"|"N"|""|""|""|""|""|""
"01-0444523"|"John M. Eagleson Jr. Institute"|"1200602"|""|"A"|"N"|"Y"|"N"|"S"|"N"|""|""|""
"01-0455355"|"MID-COAST HABITAT FOR HUMANITY, INC."|"1200603"|""|"A"|"N"|"N"|""|""|""|""|""|""
"01-0567853"|"EBENEZER CHARITIES INC."|"1200646"|""|""|""|""|""|""|""|""|""|""
"01-0095414"|"INDEPENDENT ORDER OF ODD FELLOWS GRAND LODGE OF MAINE"|"1200787"|""|"A"|"Y"|"N"|"Y"|"C"|"N"|""|""|""
"01-0198331"|"Maine Coast Regional Health Facilities"|"1200788"|"Y"|"A"|"N"|"Y"|"Y"|"C"|"N"|""|""|""
"01-0211484"|"Bangor Theological Seminary"|"1200789"|"Y"|"A"|"N"|"Y"|"Y"|"S"|"Y"|"Y"|""|""
"01-0212444"|"York Hospital"|"1200790"|"Y"|"A"|"N"|"Y"|"Y"|"S"|"N"|""|""|""
"01-0212542"|"TRUSTEES OF SAINT JOSEPH'S COLLEGE SAINT JOSEPH'S COLLEGE OF MAINE"|"1200791"|""|"A"|"N"|"Y"|"Y"|"S"|"Y"|"Y"|""|""
"01-0221344"|"BRIDGTON ACADEMY"|"1200792"|"Y"|"A"|"N"|"Y"|"Y"|"C"|"N"|""|""|""
"01-0278395"|"WOODFORDS FAMILY SERVICES"|"1200793"|"Y"|"A"|"N"|"Y"|"Y"|"S"|"N"|""|""|""
"01-0316041"|"Youth Alternatives Ingraham"|"1200795"|"Y"|"A"|"N"|"Y"|"Y"|"C"|"Y"|"Y"|""|""
"01-0323144"|"GREATER PORTLAND CHRISTIAN SCHOOL"|"1200796"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0353682"|"LEARNINGWORKS"|"1200797"|"Y"|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0376014"|"WOMANCAREAEGIS ASSOCIATION"|"1200798"|""|"A"|"Y"|"N"|"Y"|"S"|"N"|""|""|""
"01-0444523"|"John M Eagleson Jr Institute"|"1200799"|""|"A"|"N"|"Y"|"N"|"S"|"N"|"N"|""|""
"01-0455355"|"MID-COAST HABITAT FOR HUMANITY, INC."|"1200800"|""|""|""|""|""|""|""|""|""|""
"01-0484154"|"MAHC INC"|"1200801"|""|"A"|"N"|"N"|"N"|""|"N"|"N"|""|""
"01-0495250"|"Ingraham Housing Corporation"|"1200802"|"Y"|"A"|"N"|"Y"|"Y"|"C"|"N"|""|""|""
"01-0496139"|"ISLAND COMMONS RESOURCE CENTER"|"1200803"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0530955"|"SKYLINE FARM"|"1200805"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0535770"|"ORONO ECONOMIC DEVELOPMENT CORP"|"1200806"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0547297"|"THE NEW SCHOOL"|"1200808"|""|"A"|"Y"|"N"|"N"|"S"|"N"|""|""|""
"01-0564286"|"DAYTON LEARNING CENTER"|"1200809"|""|"C"|"N"|"N"|""|""|""|""|""|""
"01-0729134"|"CLARE OAKS"|"1200810"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0729873"|"NORTH CAROLINA MOTORSPORTS ASSOCIATION"|"1200811"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0735369"|"Yonkers South Broadway District Management Association, Inc."|"1200812"|""|"A"|"N"|"Y"|"N"|"S"|"N"|""|""|""
"01-0768551"|"ASHLAND COUNTY LIFEWORX INC"|"1200814"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0802914"|"Assoc Students of California State Univ Channel Islands Inc"|"1200815"|""|"A"|"N"|"Y"|"N"|"S"|"N"|"N"|""|""
"01-0814995"|"ROTARY SOUTH VALLEY CHARITIES"|"1200816"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0892950"|"JUMP OF OHIO INC"|"1200817"|""|"A"|"N"|"Y"|"Y"|"C"|"N"|""|""|""
"01-6011843"|"GREATER ANDROSCOGGIN HUMANE SOCIETY"|"1200819"|""|"A"|"N"|"Y"|"N"|"S"|"N"|""|""|""
"01-6217452"|"ELLIOT HEALTH SYSTEM PROFESSIONAL & GENERAL LIABILITY INSURANCE TRUST"|"1200821"|""|"A"|"N"|"Y"|"Y"|"C"|"N"|""|""|""
"01-0248224"|"MAINE CREDIT UNION LEAGUE"|"1204047"|""|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"S"
"01-0271477"|"Maine Mantime Museum"|"1204048"|""|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"S"
"01-0272150"|"Harbor House Community Service Center"|"1204049"|""|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"S"
"01-0342167"|"PHILLIPS-STRICKLAND HOUSE CORP."|"1204050"|"Y"|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"B"
"01-0342353"|"FALMOUTH ELDERLY HOUSING CORPORATION"|"1204051"|""|"A"|"N"|"Y"|"N"|""|"N"|""|""|"S"
"01-0346779"|"NORRIDGEWOCK HOUSING CORPORATION"|"1204052"|"Y"|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"S"
"01-0354752"|"Lincolnville Volunteer Fire Department"|"1204053"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0356422"|"MOOSEHEAD MARINE MUSEUM"|"1204054"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0369722"|"WAWENOCK GOLF CLUB"|"1204055"|""|"A"|"Y"|"N"|"N"|""|"N"|""|"C"|""
"01-0371869"|"BOOTHBAY REGION LAND TRUST"|"1204056"|""|"A"|"N"|""|"Y"|""|"N"|""|""|"S"
"01-0372429"|"Falmouth Conservation Trust"|"1204057"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0372829"|"BOOTH BAY RAILWAY VILLAGE"|"1204058"|""|"A"|"Y"|"N"|"N"|""|"N"|""|"S"|""
"01-0382451"|"WHITNEY BROOKSIDE CORPORATION"|"1204059"|""|"A"|"N"|"Y"|"N"|""|"N"|""|""|"S"
"01-0441229"|"DOWN EAST AIDS NETWORK INC"|"1204062"|""|"A"|"Y"|"N"|"Y"|""|"N"|""|"S"|""
"01-0456895"|"MOUNT AUBURN CEMETERY CORP CO MARY E KEOUGH"|"1204063"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0458555"|"SCARBOROUGH FISH & GAME ASSOCIATION"|"1204064"|""|"C"|"N"|"N"|"Y"|""|"N"|""|""|""
"01-0461075"|"MARIAN MOVEMENT OF PRIESTS"|"1204065"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0478977"|"BIDDEFORD FREE CLINIC"|"1204066"|""|"C"|"N"|"Y"|"Y"|""|""|""|""|"S"
"01-0483786"|"BICYCLE COALITION OF MAINE"|"1204067"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0493123"|"WALDO COUNTY YMCA"|"1204069"|""|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"S"
"01-0505729"|"FRIENDS OF THE ST LAWRENCE CHURCH"|"1204070"|""|"A"|"N"|"N"|""|""|""|""|""|""
"01-0509793"|"PITTSTON FAIR ASSOCIATION"|"1204071"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0509853"|"PINE CREST DEVELOPMENT CORPORATION DEVELOPMENT CORP"|"1204072"|""|"C"|"N"|"N"|""|""|""|""|""|""
"01-0518900"|"THE POPTECH INSTITUTE"|"1204073"|""|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"S"
"01-0520096"|"CENTER THEATRE INC"|"1204074"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0523819"|"Mary's Walk"|"1204075"|""|"A"|"N"|"N"|""|""|""|""|""|""
"01-0530866"|"INSTITUTE FOR HUMANE EDUCATION"|"1204076"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0533179"|"FREEMAN FOREST HOUSING CORP"|"1204077"|""|"A"|"N"|"Y"|"Y"|""|"Y"|"Y"|""|"S"
"01-0569069"|"Colchester Football Booster Assoc"|"1204078"|""|"C"|"Y"|"N"|""|""|""|""|"B"|""
"01-0584192"|"BRIGHT WORLD FOUNDATION"|"1204079"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0589514"|"GREEN POWER EMC"|"1204080"|""|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"S"
"01-0595671"|"RESOURCE NY INC"|"1204081"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0601585"|"OWEN HOUSE LTD"|"1204082"|""|"A"|"N"|"Y"|"N"|""|"Y"|"Y"|""|"S"
"01-0619670"|"FOUNDATION FOR THE CHALLENGED"|"1204084"|"Y"|"A"|"N"|"Y"|"Y"|""|"Y"|"Y"|""|"C"
"01-0620340"|"WHISPERS OF HOPE HORSE FARM"|"1204085"|""|"C"|"N"|"N"|""|""|"Y"|"Y"|""|""
"01-0633893"|"James Moore Evangelistic Association"|"1204086"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0637750"|"ARIZONA ADVOCACY NETWORK"|"1204087"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0648145"|"ORTHOCAROLINA RESEARCH INSTITUTE INC FMRLY O L MILLER RESEARCH INSTITUTE"|"1204088"|""|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"S"
"01-0691450"|"STRATEGIC WORLD IMPACT INC"|"1204090"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0692980"|"PROMISE MINISTRIES"|"1204091"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0695292"|"SOWERS OF THE HARVEST MINISTRIES INC"|"1204092"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0706799"|"GREEN BLUE INSTITUTE"|"1204093"|""|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"S"
"01-0710522"|"TMT Three Maroon Circle Inc"|"1204094"|""|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"C"
"01-0712524"|"SOUTH CAROLINA EQUALTY"|"1204095"|""|"A"|"N"|"N"|""|""|""|""|""|""
"01-0714863"|"Community Housing Services Cedar Canyon Inc"|"1204096"|""|"A"|"N"|"Y"|"N"|""|"N"|""|""|"S"
"01-0736882"|"SPORTS GIFT, INC."|"1204097"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0768541"|"FRIENDS OF YOUTH SPORTS"|"1204099"|""|"C"|"Y"|"N"|"Y"|""|"N"|""|"S"|""
"01-0769741"|"JOHNNY BURKE'S CHILDREN'S FOUNDATION"|"1204100"|""|"C"|"N"|"N"|""|""|""|""|""|""
"01-0774114"|"GOVERNMENT INVESTMENT OFFICERS ASSOCIATION"|"1204101"|""|"A"|"Y"|"N"|"Y"|""|"N"|""|""|""
"01-0777850"|"OPERATION HOMEFRONT MO & & SOUTHWEST ILL INC"|"1204102"|""|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"S"
"01-0778962"|"Texas Archive of the Moving Image"|"1204103"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0779341"|"CHOICES FOR COMMUNITY LIVING-DELAWARE INC"|"1204104"|""|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"B"
"01-0779923"|"C & SANDRA S SULLIVAN FOUNDATION"|"1204105"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0794788"|"ECUMENICAL COMMUNITY OF CHAUTAUQUA INC"|"1204106"|""|"A"|"Y"|"N"|"Y"|""|"N"|""|"S"|""
"01-0796181"|"LITTLE LAMBS DAYCARE INC"|"1204107"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0817065"|"STRATEGIC MARKETPLACE INITIATIV C/0 TERI GALLAGHER"|"1204108"|""|"A"|"N"|"Y"|"N"|""|"N"|""|""|"S"
"01-0825899"|"Dalton Convention and Visitors Bureau"|"1204109"|""|"C"|"Y"|"Y"|"Y"|""|"N"|""|"B"|"B"
"01-0857922"|"Clock Tower Place Funding Company"|"1204110"|""|"C"|"N"|"N"|"N"|""|"N"|"N"|""|""
"01-0863576"|"JANICE BARNETT MINISTRIES INC"|"1204111"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0909843"|"Friends of Kenya Wildlife Trust"|"1204113"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0920922"|"MIGHTY WRITERS"|"1204114"|"Y"|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"S"
"01-0953296"|"SHREE PASHUPATINATH FOUNDATION USA"|"1204115"|""|"C"|"Y"|"Y"|""|""|""|""|"S"|"S"
"01-6015740"|"BOOTHBAY REGION HUMANE SOCIETY"|"1204116"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-6024157"|"PEJEPSCOT HISTORICAL SOCIETY"|"1204117"|""|"C"|"Y"|"N"|"N"|""|"N"|""|"C"|""
"01-6047645"|"GOOSE ROCKS BEACH FIRE COMPANY"|"1204118"|""|"C"|"N"|"N"|""|""|""|""|""|""
"01-0142660"|"PORTLAND COUNTRY CLUB"|"1212234"|"Y"|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"S"
"01-6036492"|"AMERICAN LEGION 202 MEM POST"|"1212236"|""|"C"|"N"|"N"|""|""|""|""|""|""
"01-6117658"|"Downeast Energy Corp. Health/Dental Plan"|"1212237"|""|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"S"
"01-0199596"|"THE WOMEN'S BOARD OF THE MAINE GENERAL HOSPITAL"|"1212979"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0513859"|"BRIDGTON ICE ARENA INC"|"1212980"|""|"A"|"N"|"Y"|"N"|"C"|"N"|""|""|""
"01-0648561"|"NORTHWEST CONNECTICUT AHEC INC"|"1212981"|"Y"|"A"|"N"|"Y"|"N"|"S"|"N"|""|""|""
"01-6036492"|"AMERICAN LEGION 202 MEM POST"|"1212982"|""|"C"|"N"|"N"|""|""|""|""|""|""
"01-0100593"|"KENNEBUNK RIVER CLUB"|"1213296"|""|"A"|"N"|"N"|""|""|""|""|""|""
"01-0211490"|"BOY SCOUTS OF AMERICA 0218 PINE TREE COUNCIL INC"|"1213297"|"Y"|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"S"
"01-0249865"|"Wiscasset Public Library"|"1213298"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0355797"|"BLUE KNIGHTS MOTORCYCLE CLUB"|"1213299"|""|"A"|"N"|"N"|""|""|""|""|""|""
"01-0425071"|"Friends of Acadia"|"1213301"|""|"A"|"Y"|"Y"|"Y"|""|"N"|""|"S"|"S"
"01-0446468"|"Kennebec Estuary Land Trust"|"1213302"|"Y"|"A"|"Y"|"N"|"Y"|""|"N"|""|"S"|""
"01-0478004"|"THE MAINE NARROW GAUGE RAILROAD AND INDUSTRIAL HERITAGE TRUST"|"1213303"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0509087"|"HALL-DALE AFTER SCHOOL PROGRAM"|"1213304"|""|"C"|"Y"|"Y"|"Y"|""|"N"|""|"S"|"S"
"01-0517984"|"CENTER FOR FURNITURE CRAFTSMANSHIP"|"1213305"|""|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"S"
"01-0537084"|"Western Mountains Charitable Foundation"|"1213306"|""|"A"|"N"|"Y"|"N"|""|"N"|""|""|"S"
"01-0573988"|"PROGRESSIVE ARTS ALLIANCE INCORPORATED"|"1213307"|""|"A"|"Y"|"Y"|"N"|""|"N"|""|"S"|"S"
"01-0582284"|"COMMUNITY CONNECTIONS INC"|"1213308"|""|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"S"
"01-0652445"|"RODNEY STREET TENNIS AND TUTORING ASSOCIATION INC"|"1213309"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0674195"|"CYPRESS LANDING GOLF CLUB"|"1213310"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0679073"|"PARKER COUNTY HEALTH FOUNDATION"|"1213311"|""|"C"|"Y"|"N"|"N"|""|"N"|""|"S"|""
"01-0774996"|"MAD DADS"|"1213313"|""|"A"|"Y"|"N"|"N"|""|"N"|""|""|""
"01-0871294"|"New Redeemed Bible Fellowship Inc"|"1213314"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-6011487"|"PINE TREE STATE 4-H FOUNDATION UNIVERSITY OF MAINE"|"1213316"|""|"A"|"Y"|"N"|"Y"|""|"N"|""|"S"|""
"01-6018651"|"AMERICAN LEGION POST 0068"|"1213317"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0021545"|"MAINE STATE CHAMBER OF COMMERCE"|"1215298"|"Y"|"A"|"N"|"Y"|"Y"|"S"|"N"|""|""|""
"01-0347504"|"COASTAL ENTERPRISES INC"|"1215299"|""|"A"|"N"|"Y"|"Y"|"C"|"Y"|"Y"|""|""
"01-0370309"|"JOHN BAPST MEMORIAL HIGH SCHOOL"|"1215301"|""|"A"|"N"|"Y"|"Y"|"C"|"N"|""|""|""
"01-0518745"|"MAINE MANUFACTURING EXTENSION PARTNERSHIP"|"1215303"|""|"A"|"N"|"N"|""|""|""|""|""|""
"01-0569965"|"Hillel at Binghamton Inc"|"1215304"|"Y"|"O"|"Y"|"N"|"Y"|""|"N"|"N"|""|""
"01-0723951"|"J C S Band Boosters Inc"|"1215305"|""|"C"|"N"|"N"|""|""|""|""|""|""
"01-0745909"|"Academy For New Musical Theatre"|"1215306"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0269301"|"MAINE ASSOCIATION OF REALTORS"|"1216571"|"Y"|"O"|"Y"|"N"|"Y"|""|"N"|""|"S"|""
"01-0418902"|"UNITED BIKERS OF MAINE"|"1216572"|""|"O"|"N"|"N"|""|""|""|""|""|""
"01-0484605"|"ALBION ASSOCIATES"|"1216573"|""|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"S"
"01-0491904"|"MAINE RENEWABLE ENERGY ASSOCIATION"|"1216574"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0788905"|"MASTER BREWERS ASSOCIATION OF THE AMERICAS INC"|"1216575"|""|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"S"
"01-0891955"|"COALITION AGAINST DOMAIN NAME ABUSE INC"|"1216576"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-6019359"|"BOOTHBAY REGION STUDENT AID FUND, INC."|"1217615"|""|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"S"
"01-6026691"|"Veterans of Foreign Wars of the 7865 Harvell Bishop Post"|"1217769"|""|"C"|"N"|"N"|"N"|""|"N"|"N"|""|""
"01-0177170"|"WALDO COUNTY GENERAL HOSPITAL"|"1217810"|""|"A"|"N"|"Y"|"Y"|"B"|"N"|""|""|""
"01-0269460"|"CHEWONKI FOUNDATION INC"|"1217811"|"Y"|"A"|"N"|"Y"|"Y"|"S"|"N"|""|""|""
"01-0360259"|"Southern Maine Agency on Aging"|"1217812"|"Y"|"A"|"N"|"Y"|"Y"|"S"|"Y"|"Y"|""|""
"01-0375969"|"MAINE AQUACULTURE ASSOCIATION"|"1217813"|""|"A"|"N"|"N"|"N"|""|"N"|"N"|""|""
"01-0378758"|"Maine College of Art"|"1217814"|""|"A"|"N"|"Y"|"Y"|"S"|"Y"|"Y"|""|""
"01-0416755"|"MAINE CENTER ON DEAFNESS"|"1217815"|""|"A"|"N"|"Y"|"Y"|"C"|"N"|""|""|""
"01-0445163"|"Anson Madison Starks Ambulance"|"1217816"|""|"A"|"N"|"Y"|"N"|"S"|"N"|"N"|""|""
"01-0483267"|"Institute for Civic Leadership"|"1217817"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0493055"|"CLUB SEBAGO ASSOCIATION"|"1217818"|""|"A"|"N"|"N"|"N"|""|"N"|"N"|""|""
"01-0495262"|"SHAW HOUSE"|"1217819"|""|"A"|"N"|"Y"|"Y"|"C"|"N"|""|""|""
"01-0578476"|"BRANDYWINE SCHOOL OF EARLY LEARNING INC"|"1217821"|""|"A"|"Y"|"N"|"Y"|"S"|"N"|"N"|""|""
"01-0660264"|"TEAM ACADEMY CHARTER SCHOOL INC"|"1217823"|""|"A"|"N"|"Y"|"Y"|"B"|"Y"|"Y"|""|""
"01-0882170"|"TOP HOUSE INC"|"1217825"|""|"A"|"N"|"Y"|"Y"|"C"|"Y"|"Y"|""|""
